"","lemma","n","share","fifteen_minutes","climate_lockdown","ulez","insect"
"119","Haus",94,0.00100794561382816,13,13,21,50
"120","Politiker",92,0.00098649996247011,14,23,12,44
"121","Sinn",92,0.00098649996247011,12,17,33,31
"122","Agenda",91,0.000975777136791087,13,17,34,30
"123","Angst",91,0.000975777136791087,2,48,17,24
"124","Bewegung",91,0.000975777136791087,50,23,24,17
"125","Hund",91,0.000975777136791087,NA,NA,NA,91
"126","Jude",90,0.000965054311112064,1,2,3,84
"127","Masse",90,0.000965054311112064,21,27,5,38
"128","Nachricht",90,0.000965054311112064,10,20,13,47
"129","Projekt",90,0.000965054311112064,19,9,43,26
"130","Umwelt",90,0.000965054311112064,7,17,37,32
"131","Einschränkung",89,0.000954331485433041,21,64,7,2
"132","Markt",89,0.000954331485433041,19,7,30,36
"133","Pulver",89,0.000954331485433041,NA,NA,NA,89
"134","Bild",88,0.000943608659754018,5,32,21,32
"135","Dank",88,0.000943608659754018,4,4,14,68
"136","Experte",88,0.000943608659754018,5,25,20,38
"137","Weltordnung",88,0.000943608659754018,2,16,50,20
"138","Gefahr",87,0.000932885834074995,19,38,17,17
"139","Programm",87,0.000932885834074995,6,21,44,19
"140","Studie",87,0.000932885834074995,2,36,12,39
"141","Heuschrecke",86,0.000922163008395973,NA,NA,NA,86
"142","Impfstoff",86,0.000922163008395973,5,27,33,25
"143","Lockdowns",86,0.000922163008395973,12,70,9,5
"144","Wissenschaftler",86,0.000922163008395973,6,28,7,47
"145","Wort",86,0.000922163008395973,10,24,24,31
"146","Wurm",86,0.000922163008395973,1,NA,NA,85
"147","Bericht",85,0.00091144018271695,5,28,26,26
"148","Firma",85,0.00091144018271695,3,6,10,66
"149","Gott",85,0.00091144018271695,NA,3,11,71
"150","Internet",85,0.00091144018271695,8,4,66,14
"151","Propaganda",85,0.00091144018271695,4,25,10,50
"152","Demokratie",84,0.000900717357037927,20,5,60,2
"153","Straße",83,0.000889994531358904,33,24,15,16
"154","Einführung",82,0.000879271705679881,10,8,38,31
"155","Form",82,0.000879271705679881,7,5,18,56
"156","Wirtschaft",82,0.000879271705679881,6,17,37,23
"157","Emission",81,0.000868548880000858,17,29,26,15
"158","Verkauf",81,0.000868548880000858,1,1,3,77
"159","Getränk",80,0.000857826054321835,NA,1,NA,79
"160","Junge",80,0.000857826054321835,NA,NA,NA,80
"161","Labor",80,0.000857826054321835,NA,12,20,48
"162","Realität",80,0.000857826054321835,16,22,12,32
"163","Fall",79,0.000847103228642812,12,33,15,24
"164","Geschichte",79,0.000847103228642812,9,12,15,46
"165","Verwendung",79,0.000847103228642812,6,NA,5,70
"166","Widerstand",79,0.000847103228642812,19,22,17,25
"167","Zusatzstoff",79,0.000847103228642812,NA,NA,NA,79
"168","Kraft",78,0.000836380402963789,6,7,6,60
"169","Licht",78,0.000836380402963789,4,5,11,58
"170","Strom",78,0.000836380402963789,3,25,18,34
"171","Brot",77,0.000825657577284766,NA,1,2,74
"172","Abgeordnete",76,0.000814934751605743,9,6,2,60
"173","Gefängnis",76,0.000814934751605743,42,3,26,17
"174","Bauer",75,0.00080421192592672,NA,5,11,59
"175","Genehmigung",75,0.00080421192592672,16,2,4,57
"176","Lüge",75,0.00080421192592672,6,18,6,45
"177","Newsletter",74,0.000793489100247697,18,15,8,36
"178","Teil|Teilen",74,0.000793489100247697,4,11,7,52
"179","Covid",73,0.000782766274568674,23,44,10,7
"180","Tür",73,0.000782766274568674,1,24,3,46
"181","Vormischung",73,0.000782766274568674,NA,NA,NA,73
"182","Erde",72,0.000772043448889651,3,14,5,53
"183","Nuß",72,0.000772043448889651,NA,NA,NA,72
"184","Uhr",72,0.000772043448889651,6,16,31,21
"185","Auge",71,0.000761320623210629,9,11,27,26
"186","Einsatz",71,0.000761320623210629,1,9,20,44
"187","Klimalockdowns",71,0.000761320623210629,8,71,1,NA
"188","Mehlwürmer",71,0.000761320623210629,NA,NA,NA,71
"189","Verbindung",71,0.000761320623210629,8,10,26,33
"190","Zahl",71,0.000761320623210629,NA,33,9,29
"191","Fuß",70,0.000750597797531606,42,14,4,19
"192","Mann",70,0.000750597797531606,5,20,3,43
"193","Anfang",69,0.000739874971852583,8,21,16,24
"194","Getreideriegel",69,0.000739874971852583,NA,NA,NA,69
"195","Lage",69,0.000739874971852583,15,27,20,12
"196","Liste",69,0.000739874971852583,2,2,7,58
"197","Nachbar",69,0.000739874971852583,NA,7,4,58
"198","Name",69,0.000739874971852583,8,18,16,30
"199","Gefühl",68,0.00072915214617356,6,5,3,55
"200","Leguminose",68,0.00072915214617356,NA,NA,NA,68
"201","Zusammenhang",68,0.00072915214617356,3,7,19,41
"202","Ölsaat",68,0.00072915214617356,NA,NA,NA,68
"203","Fleischzubereitung",67,0.000718429320494537,NA,NA,NA,67
"204","Schokoladenerzeugnisse",67,0.000718429320494537,NA,NA,NA,67
"205","Molkenpulver",66,0.000707706494815514,NA,NA,NA,66
"206","Virus",66,0.000707706494815514,2,41,19,6
"207","Digitalisierung",65,0.000696983669136491,5,2,57,4
"208","Freund",65,0.000696983669136491,8,16,13,33
"209","Öffentlichkeit",65,0.000696983669136491,8,29,9,20
"210","Dokument",64,0.000686260843457468,4,2,45,14
"211","Gesetz",64,0.000686260843457468,11,26,6,23
"212","Währung",64,0.000686260843457468,18,7,39,13
"213","Brotstang",63,0.000675538017778445,NA,NA,NA,63
"214","Buch",63,0.000675538017778445,9,6,12,39
"215","Fleischanaloge",63,0.000675538017778445,NA,NA,NA,63
"216","Gruppe",63,0.000675538017778445,9,10,23,23
"217","Prozent",63,0.000675538017778445,NA,10,13,40
"218","Suppenkonzentrat",63,0.000675538017778445,NA,NA,NA,63
"219","Computer",62,0.000664815192099422,NA,6,14,42
"220","Cracker",62,0.000664815192099422,NA,NA,NA,62
"221","Eltern",62,0.000664815192099422,1,11,8,42
"222","Hilfe",62,0.000664815192099422,5,9,21,28
"223","Macht",62,0.000664815192099422,1,24,24,13
"224","Hintergrund",61,0.000654092366420399,7,20,14,22
"225","Jahrzehnt",61,0.000654092366420399,6,9,21,28
"226","Ressource",61,0.000654092366420399,1,2,49,10
"227","Vision",61,0.000654092366420399,5,8,43,6
"228","Bitte",60,0.000643369540741376,4,13,15,32
"229","Bundesregierung",60,0.000643369540741376,1,19,28,13
"230","Interesse",60,0.000643369540741376,2,4,11,44
"231","Weise",60,0.000643369540741376,4,5,9,44
"232","gut",60,0.000643369540741376,NA,3,4,53
"233","Hausstaubmilben",59,0.000632646715062353,NA,NA,NA,59
"234","Intelligenz",59,0.000632646715062353,8,5,53,2
"235","Meinung",59,0.000632646715062353,9,10,8,35
"236","Mitglied",59,0.000632646715062353,23,12,3,30
"237","Milch",58,0.00062192388938333,1,2,NA,55
"238","Weichtier",58,0.00062192388938333,NA,NA,NA,58
"239","Code",57,0.000611201063704307,19,8,24,14
"240","E",57,0.000611201063704307,4,8,7,40
"241","Grundrecht",57,0.000611201063704307,7,32,8,12
"242","Maske",57,0.000611201063704307,NA,33,9,15
"243","Nummer",57,0.000611201063704307,1,2,5,49
"244","Recht",57,0.000611201063704307,8,21,12,18
"245","Behörde",56,0.000600478238025284,8,12,14,25
"246","Chips",56,0.000600478238025284,NA,NA,1,55
"247","Hand",56,0.000600478238025284,6,4,21,26
"248","Menge",56,0.000600478238025284,6,4,12,37
"249","Netz",56,0.000600478238025284,1,7,41,8
"250","Nähe",56,0.000600478238025284,15,24,8,12
"251","Raum",56,0.000600478238025284,11,7,14,30
"252","Rolle",56,0.000600478238025284,3,7,12,34
"253","Tip",56,0.000600478238025284,NA,NA,3,53
"254","Beginn",55,0.000589755412346261,3,14,15,25
"255","Feuer",55,0.000589755412346261,NA,9,1,45
"256","Gedanke",55,0.000589755412346261,7,8,24,17
"257","Kartoffelerzeugnis",55,0.000589755412346261,NA,NA,NA,55
"258","Klimaschutz",55,0.000589755412346261,7,34,10,7
"259","Larve",55,0.000589755412346261,NA,NA,NA,55
"260","Privateigentum",55,0.000589755412346261,1,3,39,12
"261","Sensor",55,0.000589755412346261,2,NA,53,NA
"262","Zug",55,0.000589755412346261,23,18,11,3
"263","Ei",54,0.000579032586667239,NA,NA,1,53
"264","Mal",54,0.000579032586667239,14,26,12,10
"265","Sache",54,0.000579032586667239,4,24,5,24
"266","Viertel",54,0.000579032586667239,50,5,5,2
"267","Begriff",53,0.000568309760988216,15,12,28,5
"268","Bezeichnung",53,0.000568309760988216,1,NA,12,40
"269","Hinweis",53,0.000568309760988216,3,2,5,43
"270","Huhn",53,0.000568309760988216,1,NA,NA,52
"271","Nacht",53,0.000568309760988216,1,1,3,48
"272","Wohnung",53,0.000568309760988216,23,15,4,21
"273","Getreideschimmelkäfer",52,0.000557586935309193,NA,NA,NA,52
"274","Interview",52,0.000557586935309193,5,11,16,20
"275","Kennzeichnungspflicht",52,0.000557586935309193,NA,NA,NA,52
"276","Mond",52,0.000557586935309193,NA,1,NA,51
"277","Nudeln",52,0.000557586935309193,NA,NA,NA,52
"278","Alternative",51,0.00054686410963017,3,9,11,30
"279","Geschäft",51,0.00054686410963017,15,10,15,14
"280","Herz",51,0.00054686410963017,NA,3,14,34
"281","Pool",51,0.00054686410963017,NA,3,NA,48
"282","Wald",51,0.00054686410963017,NA,NA,1,50
"283","wissen",51,0.00054686410963017,6,6,13,27
"284","Bargeld",50,0.000536141283951147,9,10,15,18
"285","Farbstoff",50,0.000536141283951147,NA,NA,NA,50
"286","Sommer",50,0.000536141283951147,NA,36,1,13
"287","Trockene",50,0.000536141283951147,NA,NA,NA,50
"288","Biene",49,0.000525418458272124,2,NA,1,46
"289","Blatt",49,0.000525418458272124,NA,NA,NA,49
"290","Blick",49,0.000525418458272124,6,10,9,26
"291","Erkenntnis",49,0.000525418458272124,2,3,2,42
"292","Fernsehen",49,0.000525418458272124,NA,1,4,44
"293","Infos",49,0.000525418458272124,8,13,12,16
"294","Kommentar",49,0.000525418458272124,8,14,9,19
"295","Krankheit",49,0.000525418458272124,NA,2,2,45
"296","Krebstiere",49,0.000525418458272124,NA,NA,NA,49
"297","Küche",49,0.000525418458272124,NA,1,NA,48
"298","Lösung",49,0.000525418458272124,8,14,10,18
"299","Nutzung",49,0.000525418458272124,6,24,15,11
"300","Rahmen",49,0.000525418458272124,15,12,10,16
"301","Teigwarenerzeugnis",49,0.000525418458272124,NA,NA,NA,49
"302","Gramm",48,0.000514695632593101,5,NA,NA,48
"303","Hitze",48,0.000514695632593101,NA,33,1,14
"304","Initiative",48,0.000514695632593101,5,13,22,9
"305","Landwirtschaft",48,0.000514695632593101,1,1,9,37
"306","Ort",48,0.000514695632593101,13,3,27,13
"307","Stern",48,0.000514695632593101,NA,1,NA,47
"308","Verordnung",48,0.000514695632593101,1,5,1,41
"309","Boden",47,0.000503972806914078,8,6,8,27
"310","Einwohner",47,0.000503972806914078,25,7,17,7
"311","Foto",47,0.000503972806914078,1,3,5,38
"312","Freundschaft",47,0.000503972806914078,NA,NA,1,46
"313","Horizont",47,0.000503972806914078,NA,3,2,42
"314","Industrie",47,0.000503972806914078,2,5,24,19
"315","Mikrowelle",47,0.000503972806914078,NA,NA,NA,47
"316","Präsident",47,0.000503972806914078,8,3,20,17
"317","Risiko",47,0.000503972806914078,2,8,6,32
"318","Sicherheit",47,0.000503972806914078,5,8,19,16
"319","Teilfertigprodukt",47,0.000503972806914078,NA,NA,NA,47
"320","Zugang",47,0.000503972806914078,20,8,13,9
"321","Arzt",46,0.000493249981235055,15,7,12,19
"322","Diktatur",46,0.000493249981235055,12,24,9,1
"323","Inflation",46,0.000493249981235055,4,20,8,17
"324","Pflanze|Pflanzen",46,0.000493249981235055,NA,NA,1,45
"325","Tisch",46,0.000493249981235055,NA,4,NA,42
"326","Umsetzung",46,0.000493249981235055,18,5,24,4
"327","Urteil",46,0.000493249981235055,NA,42,1,3
"328","Wahrscheinlichkeit",46,0.000493249981235055,2,2,NA,42
"329","Auswirkung",45,0.000482527155556032,8,5,8,31
"330","Ergebnis",45,0.000482527155556032,6,16,9,17
"331","Kennzeichnungsvorschrift",45,0.000482527155556032,NA,NA,NA,45
"332","Konzern",45,0.000482527155556032,5,6,30,7
"333","Kuh",45,0.000482527155556032,NA,NA,3,42
"334","Partei",45,0.000482527155556032,11,21,7,11
"335","Pizza",45,0.000482527155556032,NA,NA,NA,45
"336","Protest",45,0.000482527155556032,22,5,11,9
"337","Schatten",45,0.000482527155556032,NA,NA,3,42
"338","Versuch",45,0.000482527155556032,10,5,6,28
"339","Website",45,0.000482527155556032,4,4,15,24
"340","Auffassung",44,0.000471804329877009,NA,NA,NA,44
"341","Eis",44,0.000471804329877009,NA,9,NA,35
"342","Kampf",44,0.000471804329877009,4,17,16,7
"343","Kopf",44,0.000471804329877009,5,8,8,23
"344","Protokoll",44,0.000471804329877009,NA,NA,3,41
"345","Rede",44,0.000471804329877009,8,15,13,8
"346","Richtung",44,0.000471804329877009,19,8,16,10
"347","Spiel",44,0.000471804329877009,3,12,7,24
"348","Studie|Studium",44,0.000471804329877009,1,4,11,28
"349","Veränderung",44,0.000471804329877009,9,9,9,23
"350","Vorwand",44,0.000471804329877009,5,11,8,20
"351","Billion",43,0.000461081504197986,NA,5,31,7
"352","Entscheidung",43,0.000461081504197986,6,13,19,11
"353","Fahrrad",43,0.000461081504197986,34,8,6,3
"354","Fisch|Fischen",43,0.000461081504197986,NA,NA,NA,43
"355","Gehirn",43,0.000461081504197986,3,7,7,26
"356","Insektenart",43,0.000461081504197986,NA,NA,NA,43
"357","Kritiker",43,0.000461081504197986,8,7,13,17
"358","Landwirt",43,0.000461081504197986,NA,1,NA,42
"359","Opfer",43,0.000461081504197986,5,12,4,22
"360","Person",43,0.000461081504197986,8,8,12,21
"361","Reihe",43,0.000461081504197986,8,3,17,18
"362","Satz",43,0.000461081504197986,4,19,4,22
"363","Substrat",43,0.000461081504197986,NA,NA,NA,43
"364","Tonne",43,0.000461081504197986,5,7,1,35
"365","Verschwörungstheoretiker",43,0.000461081504197986,5,3,14,24
"366","Vorstellung",43,0.000461081504197986,8,5,13,19
"367","Weltregierung",43,0.000461081504197986,1,7,37,NA
"368","Betrieb",42,0.000450358678518963,11,8,12,11
"369","Bürgermeister",42,0.000450358678518963,25,6,15,4
"370","Ebene",42,0.000450358678518963,2,10,17,13
"371","Frieden",42,0.000450358678518963,7,10,7,24
"372","Gründer",42,0.000450358678518963,2,4,17,19
"373","Katze",42,0.000450358678518963,NA,NA,NA,42
"374","Netzwerk",42,0.000450358678518963,13,9,17,4
"375","Privatjet",42,0.000450358678518963,3,3,2,36
"376","Restaurant",42,0.000450358678518963,3,4,1,35
"377","Telefen",42,0.000450358678518963,NA,NA,NA,42
"378","Winter",42,0.000450358678518963,NA,16,4,22
"379","es",42,0.000450358678518963,NA,NA,NA,42
"380","https://linktr.ee/FaktenFriedenFreiheit",42,0.000450358678518963,1,NA,NA,41
"381","Bau",41,0.00043963585283994,2,1,36,3
"382","Chemikalie",41,0.00043963585283994,1,1,1,41
"383","Kannibalismus",41,0.00043963585283994,1,1,NA,39
"384","Mahlzeit",41,0.00043963585283994,NA,NA,4,37
"385","Posten",41,0.00043963585283994,4,NA,2,35
"386","Tod",41,0.00043963585283994,4,11,7,19
"387","Vortrag",41,0.00043963585283994,1,6,10,26
"388","Öl",41,0.00043963585283994,NA,11,1,29
"389","Angriff",40,0.000428913027160917,9,8,15,10
"390","Autos",40,0.000428913027160917,17,9,10,8
"391","Grenze",40,0.000428913027160917,10,11,3,20
"392","Konsum",40,0.000428913027160917,6,7,3,27
"393","Modell",40,0.000428913027160917,10,9,16,9
"394","Platz",40,0.000428913027160917,3,2,17,19
"395","Rest",40,0.000428913027160917,7,3,5,26
"396","Verbraucher",40,0.000428913027160917,2,1,1,36
"397","Bereich",39,0.000418190201481895,10,5,14,11
"398","Enthüllung",39,0.000418190201481895,10,14,6,9
"399","Erlaubnis",39,0.000418190201481895,29,14,3,5
"400","Fahrzeug",39,0.000418190201481895,17,13,17,4
"401","Handy",39,0.000418190201481895,NA,1,4,34
"402","Mehlwurm",39,0.000418190201481895,NA,NA,NA,39
"403","Meter",39,0.000418190201481895,2,4,32,3
"404","Preis",39,0.000418190201481895,5,9,2,25
"405","Proteinquelle",39,0.000418190201481895,NA,NA,NA,39
"406","Teich",39,0.000418190201481895,NA,NA,NA,39
"407","danke",39,0.000418190201481895,NA,NA,NA,39
"408","einkauf",39,0.000418190201481895,7,2,2,29
"409","https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX%3A32023R0005&fbclid=IwAR1EJXrPpfz_sCN3F0aRBK550GfyNyc_hx_8AWLYnMjABvh90TdgvxkgXb",39,0.000418190201481895,NA,NA,NA,39
"410","wir",39,0.000418190201481895,NA,3,NA,36
"411","Angebot",38,0.000407467375802872,10,2,4,22
"412","Bauernfamilie",38,0.000407467375802872,NA,NA,NA,38
"413","Bewilligung",38,0.000407467375802872,NA,NA,1,37
"414","Eigentum",38,0.000407467375802872,4,7,24,4
"415","Grundlage",38,0.000407467375802872,5,11,13,10
"416","Kommune",38,0.000407467375802872,NA,NA,37,1
"417","Luft",38,0.000407467375802872,1,9,11,18
"418","Normalität",38,0.000407467375802872,1,13,14,10
"419","Schutz",38,0.000407467375802872,NA,16,6,16
"420","Stall",38,0.000407467375802872,3,NA,4,31
"421","Stelle",38,0.000407467375802872,9,5,14,12
"422","Tatsache",38,0.000407467375802872,8,10,9,12
"423","Titel",38,0.000407467375802872,7,1,15,16
"424","Transformation",38,0.000407467375802872,2,NA,32,4
"425","Veranstaltung",38,0.000407467375802872,4,18,9,7
"426","Waffe",38,0.000407467375802872,2,4,7,26
"427","Wert",38,0.000407467375802872,3,17,5,15
"428","Erwärmung",37,0.000396744550123849,11,14,3,16
"429","Fußabdruck",37,0.000396744550123849,16,3,6,12
"430","Inhaltsstoff",37,0.000396744550123849,NA,NA,1,36
"431","Lagerfeuer",37,0.000396744550123849,NA,NA,NA,37
"432","Mund",37,0.000396744550123849,NA,1,9,27
"433","Nachhaltigkeit",37,0.000396744550123849,1,5,13,18
"434","Organisation",37,0.000396744550123849,5,11,9,15
"435","Scharlachschildläuse",37,0.000396744550123849,NA,NA,NA,37
"436","Wahnsinn",37,0.000396744550123849,12,9,9,7
"437","Würstchen",37,0.000396744550123849,NA,NA,NA,37
"438","Abonnier",36,0.000386021724444826,10,10,4,12
"439","Abstimmung",36,0.000386021724444826,1,5,30,NA
"440","Amtsblatt",36,0.000386021724444826,NA,NA,NA,36
"441","FaktenFriedenFreiheit",36,0.000386021724444826,1,NA,NA,35
"442","Gas",36,0.000386021724444826,NA,18,4,14
"443","Generation",36,0.000386021724444826,1,14,10,11
"444","Grüne",36,0.000386021724444826,16,11,3,6
"445","Impfpaß",36,0.000386021724444826,8,24,7,3
"446","Kamera",36,0.000386021724444826,19,4,15,2
"447","Kekse",36,0.000386021724444826,NA,NA,NA,36
"448","Maschine",36,0.000386021724444826,NA,2,18,16
"449","Sendung",36,0.000386021724444826,5,10,13,9
"450","Stiftung",36,0.000386021724444826,1,10,20,6
"451","Text",36,0.000386021724444826,3,5,12,16
"452","Gras",35,0.000375298898765803,NA,NA,NA,35
"453","Herbst",35,0.000375298898765803,NA,18,8,9
"454","Informatione",35,0.000375298898765803,8,10,3,17
"455","Mobilität",35,0.000375298898765803,8,11,17,3
"456","Sicht",35,0.000375298898765803,2,7,1,25
"457","Team",35,0.000375298898765803,NA,1,13,21
"458","Vorbereitung",35,0.000375298898765803,5,15,15,2
"459","Vorschlag",35,0.000375298898765803,6,5,8,19
"460","Weltbevölkerung",35,0.000375298898765803,4,6,14,14
"461","Botschaft",34,0.00036457607308678,5,4,7,22
"462","Enteignung",34,0.00036457607308678,4,15,13,2
"463","Gasthaus",34,0.00036457607308678,NA,2,NA,32
"464","Gat",34,0.00036457607308678,1,3,5,25
"465","Jahrhundert",34,0.00036457607308678,10,3,13,11
"466","KI",34,0.00036457607308678,4,9,19,2
"467","Klimanotstand",34,0.00036457607308678,21,14,11,1
"468","Kunde",34,0.00036457607308678,2,3,1,28
"469","Musik",34,0.00036457607308678,NA,NA,1,33
"470","Nation",34,0.00036457607308678,3,7,23,5
"471","Oma",34,0.00036457607308678,1,1,NA,32
"472","Produktion",34,0.00036457607308678,1,3,12,21
"473","Region",34,0.00036457607308678,1,16,12,6
"474","Supermarkt",34,0.00036457607308678,5,2,11,17
"475","Twitter",34,0.00036457607308678,2,NA,6,26
"476","Wetter",34,0.00036457607308678,4,16,4,12
"477","Zutat",34,0.00036457607308678,NA,NA,NA,34
"478","Bezirk",33,0.000353853247407757,25,5,4,4
"479","Gebiet",33,0.000353853247407757,9,2,21,3
"480","Gerät",33,0.000353853247407757,1,NA,27,6
"481","Grad",33,0.000353853247407757,1,27,1,4
"482","Hersteller",33,0.000353853247407757,1,4,2,27
"483","Luxus",33,0.000353853247407757,NA,1,30,2
"484","Mittel",33,0.000353853247407757,10,10,4,14
"485","Papier",33,0.000353853247407757,11,2,15,5
"486","Phase",33,0.000353853247407757,1,17,13,3
"487","Sekunde",33,0.000353853247407757,5,5,1,22
"488","Tat",33,0.000353853247407757,1,5,16,11
"489","Trend",33,0.000353853247407757,7,NA,5,25
