"","lemma","n","share","fifteen_minutes","climate_lockdown","ulez","insect"
"1121","dehors",5,0.000167909194707502,1,1,2,2
"1122","diffusion",5,0.000167909194707502,NA,1,1,3
"1123","dioxyde",5,0.000167909194707502,NA,1,3,1
"1124","dissolution",5,0.000167909194707502,NA,NA,NA,5
"1125","division",5,0.000167909194707502,NA,1,3,1
"1126","doigt",5,0.000167909194707502,NA,NA,1,4
"1127","domaine",5,0.000167909194707502,NA,NA,2,3
"1128","drone",5,0.000167909194707502,1,NA,2,2
"1129","durabilité",5,0.000167909194707502,1,NA,4,NA
"1130","déforestation",5,0.000167909194707502,NA,NA,4,1
"1131","délation",5,0.000167909194707502,NA,NA,5,NA
"1132","dérive",5,0.000167909194707502,NA,NA,3,2
"1133","détention",5,0.000167909194707502,NA,1,NA,4
"1134","dîner",5,0.000167909194707502,NA,1,NA,4
"1135","employé",5,0.000167909194707502,NA,1,NA,4
"1136","etiquette",5,0.000167909194707502,NA,NA,NA,5
"1137","européen",5,0.000167909194707502,NA,NA,1,4
"1138","expert",5,0.000167909194707502,NA,1,3,1
"1139","explication",5,0.000167909194707502,2,2,NA,1
"1140","faveur",5,0.000167909194707502,NA,1,2,2
"1141","fertilité",5,0.000167909194707502,NA,NA,4,1
"1142","feuille",5,0.000167909194707502,2,NA,3,1
"1143","fibre",5,0.000167909194707502,NA,NA,2,3
"1144","flotte",5,0.000167909194707502,NA,NA,4,1
"1145","folie",5,0.000167909194707502,2,2,1,1
"1146","fortune",5,0.000167909194707502,1,NA,4,1
"1147","gars",5,0.000167909194707502,1,2,2,NA
"1148","ghetto",5,0.000167909194707502,4,NA,1,NA
"1149","graisse",5,0.000167909194707502,NA,NA,NA,5
"1150","grand-mère",5,0.000167909194707502,NA,NA,NA,5
"1151","général",5,0.000167909194707502,NA,NA,4,1
"1152","géométrie",5,0.000167909194707502,NA,NA,NA,5
"1153","haut",5,0.000167909194707502,NA,1,3,1
"1154","hauteur",5,0.000167909194707502,NA,1,1,3
"1155","hydrogène",5,0.000167909194707502,NA,NA,5,NA
"1156","idéal",5,0.000167909194707502,5,NA,NA,NA
"1157","impôt",5,0.000167909194707502,NA,NA,1,4
"1158","initiation",5,0.000167909194707502,NA,NA,5,NA
"1159","instance",5,0.000167909194707502,NA,NA,4,1
"1160","insu",5,0.000167909194707502,NA,NA,NA,5
"1161","interaction",5,0.000167909194707502,NA,NA,5,NA
"1162","interview",5,0.000167909194707502,2,1,2,1
"1163","lanceur",5,0.000167909194707502,NA,NA,4,1
"1164","lavage",5,0.000167909194707502,NA,NA,NA,5
"1165","malthusianisme",5,0.000167909194707502,5,NA,NA,NA
"1166","mandat",5,0.000167909194707502,NA,3,NA,2
"1167","mardi",5,0.000167909194707502,NA,NA,2,3
"1168","masser",5,0.000167909194707502,NA,NA,NA,5
"1169","montre",5,0.000167909194707502,3,NA,3,1
"1170","neutralité",5,0.000167909194707502,NA,3,2,NA
"1171","numérique",5,0.000167909194707502,1,1,3,NA
"1172","nutriment",5,0.000167909194707502,NA,NA,NA,5
"1173","nutrition",5,0.000167909194707502,NA,NA,NA,5
"1174","officier",5,0.000167909194707502,NA,NA,3,2
"1175","opportunité",5,0.000167909194707502,NA,2,NA,3
"1176","opposition",5,0.000167909194707502,1,NA,2,2
"1177","oui",5,0.000167909194707502,2,NA,1,2
"1178","partenariat",5,0.000167909194707502,NA,NA,4,1
"1179","patriarcat",5,0.000167909194707502,NA,NA,4,1
"1180","pavillon",5,0.000167909194707502,NA,2,3,NA
"1181","permission",5,0.000167909194707502,2,4,1,NA
"1182","personnalité",5,0.000167909194707502,2,2,NA,2
"1183","piqûre",5,0.000167909194707502,NA,NA,NA,5
"1184","plaque",5,0.000167909194707502,NA,NA,6,NA
"1185","plateforme",5,0.000167909194707502,NA,2,3,NA
"1186","poignée",5,0.000167909194707502,2,1,1,1
"1187","portefeuille",5,0.000167909194707502,2,2,2,1
"1188","produire",5,0.000167909194707502,NA,NA,1,4
"1189","promesse",5,0.000167909194707502,NA,NA,5,NA
"1190","protocole",5,0.000167909194707502,NA,NA,NA,5
"1191","préoccupation",5,0.000167909194707502,NA,1,3,1
"1192","présentation",5,0.000167909194707502,NA,NA,4,1
"1193","pupe",5,0.000167909194707502,NA,NA,NA,5
"1194","péage",5,0.000167909194707502,1,NA,5,NA
"1195","pédophile",5,0.000167909194707502,NA,NA,NA,5
"1196","retraite",5,0.000167909194707502,1,NA,3,1
"1197","règne",5,0.000167909194707502,1,NA,NA,4
"1198","réflexion",5,0.000167909194707502,2,1,3,1
"1199","république",5,0.000167909194707502,NA,1,NA,4
"1200","révolte",5,0.000167909194707502,NA,NA,4,1
"1201","sanction",5,0.000167909194707502,NA,2,4,NA
"1202","signal",5,0.000167909194707502,1,NA,NA,4
"1203","socialité",5,0.000167909194707502,NA,NA,5,NA
"1204","somme",5,0.000167909194707502,1,3,1,1
"1205","steak",5,0.000167909194707502,NA,NA,NA,5
"1206","symbole",5,0.000167909194707502,3,1,1,NA
"1207","table",5,0.000167909194707502,NA,NA,2,3
"1208","taille",5,0.000167909194707502,NA,NA,4,1
"1209","that",5,0.000167909194707502,NA,NA,2,4
"1210","thèse",5,0.000167909194707502,NA,2,2,1
"1211","toile",5,0.000167909194707502,NA,NA,NA,5
"1212","tonne",5,0.000167909194707502,NA,NA,3,2
"1213","transmission",5,0.000167909194707502,1,NA,3,2
"1214","travailleur",5,0.000167909194707502,NA,NA,NA,5
"1215","tyrannie",5,0.000167909194707502,2,2,1,2
"1216","usage",5,0.000167909194707502,NA,2,3,NA
"1217","vacciné",5,0.000167909194707502,1,2,2,NA
"1218","variété",5,0.000167909194707502,4,NA,1,2
"1219","victoire",5,0.000167909194707502,NA,5,NA,NA
"1220","volet",5,0.000167909194707502,NA,NA,5,NA
"1221","écho",5,0.000167909194707502,NA,1,3,1
"1222","écologiste",5,0.000167909194707502,NA,1,2,2
"1223","épidémie",5,0.000167909194707502,NA,2,1,2
"1224","été",5,0.000167909194707502,NA,3,1,1
"1225","évènement",5,0.000167909194707502,NA,NA,5,NA
"1226","5G",4,0.000134327355766002,NA,1,3,NA
"1227","AVC",4,0.000134327355766002,NA,NA,4,NA
"1228","Injection",4,0.000134327355766002,NA,NA,4,NA
"1229","Nom",4,0.000134327355766002,NA,2,3,NA
"1230","abrutissement",4,0.000134327355766002,NA,NA,4,NA
"1231","accident",4,0.000134327355766002,NA,NA,4,NA
"1232","acide",4,0.000134327355766002,NA,NA,NA,4
"1233","actif",4,0.000134327355766002,NA,NA,4,NA
"1234","adoption",4,0.000134327355766002,NA,NA,3,1
"1235","affection",4,0.000134327355766002,NA,NA,4,NA
"1236","amendement",4,0.000134327355766002,NA,NA,3,1
"1237","amélioration",4,0.000134327355766002,2,NA,2,NA
"1238","aménagement",4,0.000134327355766002,NA,NA,4,NA
"1239","annonce",4,0.000134327355766002,NA,1,3,NA
"1240","anonymisation",4,0.000134327355766002,NA,NA,4,NA
"1241","antagonisme",4,0.000134327355766002,NA,NA,NA,4
"1242","aphte",4,0.000134327355766002,NA,NA,NA,4
"1243","apparition",4,0.000134327355766002,NA,NA,2,2
"1244","apport",4,0.000134327355766002,NA,NA,1,3
"1245","architecte",4,0.000134327355766002,NA,NA,1,3
"1246","as",4,0.000134327355766002,NA,NA,1,3
"1247","atmosphère",4,0.000134327355766002,NA,NA,2,3
"1248","autoriter",4,0.000134327355766002,NA,NA,4,NA
"1249","avant-garde",4,0.000134327355766002,NA,NA,3,1
"1250","avocat",4,0.000134327355766002,1,NA,NA,3
"1251","avortement",4,0.000134327355766002,1,NA,NA,3
"1252","axe",4,0.000134327355766002,1,2,NA,1
"1253","badiane",4,0.000134327355766002,NA,NA,NA,4
"1254","bestiole",4,0.000134327355766002,NA,NA,NA,4
"1255","beurre",4,0.000134327355766002,NA,NA,NA,4
"1256","bienvenue",4,0.000134327355766002,2,NA,NA,2
"1257","billet",4,0.000134327355766002,NA,NA,3,2
"1258","boisson",4,0.000134327355766002,NA,NA,NA,4
"1259","bonheur",4,0.000134327355766002,3,1,1,1
"1260","bord",4,0.000134327355766002,1,NA,1,2
"1261","borne",4,0.000134327355766002,1,NA,3,NA
"1262","boulette",4,0.000134327355766002,NA,NA,NA,4
"1263","bouteille",4,0.000134327355766002,1,NA,NA,3
"1264","brûlure",4,0.000134327355766002,NA,NA,NA,4
"1265","bureau",4,0.000134327355766002,NA,NA,4,NA
"1266","cabale",4,0.000134327355766002,NA,NA,NA,4
"1267","camion",4,0.000134327355766002,NA,NA,4,NA
"1268","camomille",4,0.000134327355766002,NA,NA,NA,4
"1269","cancer",4,0.000134327355766002,1,NA,NA,3
"1270","capitalisme",4,0.000134327355766002,NA,2,NA,2
"1271","carnet",4,0.000134327355766002,NA,4,NA,NA
"1272","centrale",4,0.000134327355766002,NA,2,1,1
"1273","chat",4,0.000134327355766002,1,NA,NA,3
"1274","chemtrail",4,0.000134327355766002,NA,NA,NA,4
"1275","chinois",4,0.000134327355766002,NA,1,3,NA
"1276","chitine",4,0.000134327355766002,NA,NA,NA,4
"1277","choc",4,0.000134327355766002,2,1,NA,1
"1278","circonscription",4,0.000134327355766002,NA,NA,4,NA
"1279","circuit",4,0.000134327355766002,NA,NA,4,NA
"1280","ciseau",4,0.000134327355766002,NA,NA,3,1
"1281","civil",4,0.000134327355766002,NA,NA,NA,4
"1282","climatisation",4,0.000134327355766002,NA,4,NA,NA
"1283","combustible",4,0.000134327355766002,NA,2,2,NA
"1284","concitoyen",4,0.000134327355766002,NA,NA,2,2
"1285","contact",4,0.000134327355766002,NA,NA,2,2
"1286","contenu",4,0.000134327355766002,NA,NA,2,3
"1287","corde",4,0.000134327355766002,NA,NA,NA,4
"1288","corruption",4,0.000134327355766002,NA,2,2,NA
"1289","cou",4,0.000134327355766002,NA,NA,NA,4
"1290","coulisse",4,0.000134327355766002,NA,NA,1,3
"1291","coupable",4,0.000134327355766002,2,1,NA,2
"1292","crainte",4,0.000134327355766002,NA,4,NA,NA
"1293","cristal",4,0.000134327355766002,NA,NA,NA,4
"1294","croisement",4,0.000134327355766002,3,NA,1,NA
"1295","culte",4,0.000134327355766002,NA,1,NA,3
"1296","cuve",4,0.000134327355766002,NA,1,3,NA
"1297","cès",4,0.000134327355766002,NA,NA,4,NA
"1298","célébration",4,0.000134327355766002,NA,NA,NA,4
"1299","de",4,0.000134327355766002,NA,1,1,2
"1300","diarrhée",4,0.000134327355766002,NA,NA,4,NA
"1301","dictature",4,0.000134327355766002,1,1,3,NA
"1302","dimension",4,0.000134327355766002,NA,NA,2,2
"1303","directrice",4,0.000134327355766002,NA,NA,2,2
"1304","district",4,0.000134327355766002,3,NA,NA,1
"1305","documentaire",4,0.000134327355766002,NA,NA,4,NA
"1306","dos",4,0.000134327355766002,1,1,1,2
"1307","débat",4,0.000134327355766002,NA,1,2,1
"1308","décoction",4,0.000134327355766002,NA,NA,NA,4
"1309","dégradation",4,0.000134327355766002,NA,2,2,NA
"1310","délai",4,0.000134327355766002,NA,NA,4,NA
"1311","délégué",4,0.000134327355766002,NA,NA,3,1
"1312","dérèglement",4,0.000134327355766002,NA,3,1,NA
"1313","effectif",4,0.000134327355766002,NA,NA,4,NA
"1314","efficacité",4,0.000134327355766002,1,NA,3,NA
"1315","encontre",4,0.000134327355766002,NA,NA,4,NA
"1316","entier",4,0.000134327355766002,1,1,1,2
"1317","examen",4,0.000134327355766002,NA,1,3,NA
"1318","farce",4,0.000134327355766002,NA,1,2,1
"1319","flou",4,0.000134327355766002,NA,NA,4,NA
"1320","foi",4,0.000134327355766002,NA,NA,1,3
"1321","formation",4,0.000134327355766002,NA,NA,2,2
"1322","front",4,0.000134327355766002,1,NA,3,NA
"1323","garantie",4,0.000134327355766002,NA,NA,4,NA
"1324","goutte",4,0.000134327355766002,NA,NA,NA,4
"1325","graine",4,0.000134327355766002,NA,NA,NA,4
"1326","grippe",4,0.000134327355766002,NA,4,NA,NA
"1327","grève",4,0.000134327355766002,1,NA,3,NA
"1328","gène",4,0.000134327355766002,NA,NA,2,2
"1329","génome",4,0.000134327355766002,NA,NA,3,1
"1330","herbe",4,0.000134327355766002,NA,NA,NA,4
"1331","https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX%3A32023R0005&fbclid=IwAR1EJXrPpfz_sCN3F0aRBK550GfyNyc_hx_8AWLYnMjABvh90TdgvxkgXb",4,0.000134327355766002,NA,NA,NA,4
"1332","https://t.me/ExcaliburTraduction",4,0.000134327355766002,NA,NA,NA,4
"1333","https://www.zerohedge.com/geopolitical/media-declares-climate-lockdowns-conspiracy-theory-india-prepares-impose-climate",4,0.000134327355766002,NA,4,NA,NA
"1334","humain",4,0.000134327355766002,NA,NA,4,NA
"1335","héros",4,0.000134327355766002,NA,NA,4,NA
"1336","hêtre",4,0.000134327355766002,NA,NA,NA,4
"1337","idéologie",4,0.000134327355766002,1,NA,NA,3
"1338","immatriculation",4,0.000134327355766002,NA,NA,5,NA
"1339","immeuble",4,0.000134327355766002,1,NA,3,NA
"1340","immigration",4,0.000134327355766002,NA,NA,4,NA
"1341","implant",4,0.000134327355766002,NA,NA,4,NA
"1342","importance",4,0.000134327355766002,NA,2,NA,2
"1343","impression",4,0.000134327355766002,NA,1,2,1
"1344","individu",4,0.000134327355766002,2,1,2,NA
"1345","infiltration",4,0.000134327355766002,NA,NA,NA,4
"1346","innovateur",4,0.000134327355766002,NA,NA,4,NA
"1347","instar",4,0.000134327355766002,NA,NA,3,1
"1348","instruction",4,0.000134327355766002,NA,NA,1,3
"1349","jet",4,0.000134327355766002,1,2,1,1
"1350","langue",4,0.000134327355766002,NA,NA,NA,4
"1351","lignée",4,0.000134327355766002,NA,NA,2,2
"1352","limitation",4,0.000134327355766002,2,2,NA,1
"1353","légation",4,0.000134327355766002,NA,NA,4,NA
"1354","mainstream",4,0.000134327355766002,NA,NA,2,2
"1355","mairie",4,0.000134327355766002,NA,2,2,NA
"1356","manifestant",4,0.000134327355766002,2,2,2,NA
"1357","marketing",4,0.000134327355766002,NA,NA,4,NA
"1358","maternité",4,0.000134327355766002,NA,NA,4,NA
"1359","maturité",4,0.000134327355766002,NA,NA,4,NA
"1360","meat",4,0.000134327355766002,NA,NA,NA,4
"1361","mec",4,0.000134327355766002,1,1,1,2
"1362","meuleur",4,0.000134327355766002,4,NA,NA,NA
"1363","minorité",4,0.000134327355766002,NA,NA,4,NA
"1364","mouton",4,0.000134327355766002,1,NA,3,1
"1365","musique",4,0.000134327355766002,NA,NA,4,NA
"1366","médecine",4,0.000134327355766002,NA,NA,3,1
"1367","mégalopole",4,0.000134327355766002,NA,NA,4,NA
"1368","mégapole",4,0.000134327355766002,NA,NA,4,NA
"1369","n",4,0.000134327355766002,NA,1,2,1
"1370","notion",4,0.000134327355766002,NA,1,3,NA
"1371","onde",4,0.000134327355766002,1,NA,2,1
"1372","oscillation",4,0.000134327355766002,NA,NA,4,NA
"1373","ouest",4,0.000134327355766002,NA,1,NA,3
"1374","ouvrage",4,0.000134327355766002,NA,NA,1,3
"1375","paiement",4,0.000134327355766002,1,NA,4,NA
"1376","paradis",4,0.000134327355766002,1,NA,3,NA
"1377","partisan",4,0.000134327355766002,NA,NA,3,1
"1378","pas",4,0.000134327355766002,1,NA,3,NA
"1379","paternité",4,0.000134327355766002,NA,NA,4,NA
"1380","peloton",4,0.000134327355766002,NA,NA,4,NA
"1381","perception",4,0.000134327355766002,NA,NA,NA,4
"1382","perte",4,0.000134327355766002,NA,NA,4,NA
"1383","pesticide",4,0.000134327355766002,NA,NA,1,3
"1384","photo",4,0.000134327355766002,NA,NA,2,2
"1385","plafond",4,0.000134327355766002,NA,2,2,NA
"1386","plateau",4,0.000134327355766002,NA,NA,4,NA
"1387","pluie",4,0.000134327355766002,NA,2,2,NA
"1388","plèbe",4,0.000134327355766002,NA,NA,1,3
"1389","podcast",4,0.000134327355766002,NA,NA,4,NA
"1390","politicien",4,0.000134327355766002,1,NA,2,2
"1391","pompier",4,0.000134327355766002,NA,2,2,NA
"1392","portail",4,0.000134327355766002,NA,1,1,2
"1393","portée",4,0.000134327355766002,NA,1,NA,3
"1394","position",4,0.000134327355766002,NA,NA,NA,4
"1395","poste",4,0.000134327355766002,2,NA,NA,2
"1396","prince",4,0.000134327355766002,NA,NA,3,1
"1397","probabilité",4,0.000134327355766002,NA,NA,4,NA
"1398","progrès",4,0.000134327355766002,1,NA,3,NA
"1399","promoteur",4,0.000134327355766002,1,1,2,NA
"1400","protestation",4,0.000134327355766002,3,NA,2,NA
"1401","puzzle",4,0.000134327355766002,NA,NA,4,NA
"1402","périmètre",4,0.000134327355766002,4,NA,2,2
"1403","raduction",4,0.000134327355766002,NA,NA,4,NA
"1404","rein",4,0.000134327355766002,NA,NA,NA,4
"1405","représentation",4,0.000134327355766002,NA,1,NA,3
"1406","respect",4,0.000134327355766002,NA,NA,2,2
"1407","restaurateur",4,0.000134327355766002,NA,NA,NA,4
"1408","revanche",4,0.000134327355766002,NA,NA,2,2
"1409","rouble",4,0.000134327355766002,NA,NA,4,NA
"1410","régulation",4,0.000134327355766002,1,1,NA,2
"1411","réserve",4,0.000134327355766002,NA,NA,3,1
"1412","sabbat",4,0.000134327355766002,NA,4,NA,NA
"1413","samedi",4,0.000134327355766002,1,NA,1,2
"1414","scandale",4,0.000134327355766002,NA,2,NA,2
"1415","scanner",4,0.000134327355766002,4,NA,NA,NA
"1416","scénario",4,0.000134327355766002,NA,2,NA,2
"1417","section",4,0.000134327355766002,1,NA,2,1
"1418","see",4,0.000134327355766002,NA,NA,2,2
"1419","soir",4,0.000134327355766002,NA,NA,1,3
"1420","soumission",4,0.000134327355766002,NA,2,2,NA
"1421","ssant",4,0.000134327355766002,NA,NA,4,NA
"1422","statut",4,0.000134327355766002,2,1,1,NA
"1423","stratagème",4,0.000134327355766002,NA,NA,4,NA
"1424","substance",4,0.000134327355766002,NA,NA,NA,4
"1425","substitution",4,0.000134327355766002,NA,1,NA,3
"1426","symptôme",4,0.000134327355766002,NA,NA,3,1
"1427","synthèse",4,0.000134327355766002,NA,1,3,NA
"1428","tenders",4,0.000134327355766002,NA,NA,NA,4
"1429","teneur",4,0.000134327355766002,NA,NA,1,3
"1430","terrorisme",4,0.000134327355766002,NA,1,3,NA
"1431","thème",4,0.000134327355766002,1,1,1,1
"1432","toxicité",4,0.000134327355766002,1,NA,NA,3
"1433","transhumanisme",4,0.000134327355766002,NA,NA,4,NA
"1434","trou",4,0.000134327355766002,1,1,NA,2
"1435","troupeau",4,0.000134327355766002,NA,NA,3,1
"1436","témoignage",4,0.000134327355766002,NA,NA,4,NA
"1437","vache",4,0.000134327355766002,NA,NA,1,3
"1438","vecteur",4,0.000134327355766002,NA,NA,NA,4
"1439","visage",4,0.000134327355766002,2,NA,NA,2
"1440","voisinage",4,0.000134327355766002,4,NA,NA,NA
"1441","vol",4,0.000134327355766002,2,NA,1,1
"1442","vêtement",4,0.000134327355766002,1,NA,3,NA
"1443","zéro",4,0.000134327355766002,NA,NA,3,1
"1444","éclairage",4,0.000134327355766002,NA,1,3,NA
"1445","écrit",4,0.000134327355766002,NA,1,1,2
"1446","éducation",4,0.000134327355766002,NA,NA,4,NA
"1447","église",4,0.000134327355766002,NA,1,NA,3
"1448","électronique",4,0.000134327355766002,NA,NA,3,1
"1449","élèveron",4,0.000134327355766002,NA,NA,4,NA
"1450","établissement",4,0.000134327355766002,NA,NA,4,NA
"1451","étage",4,0.000134327355766002,NA,NA,4,NA
"1452","'un",3,0.000100745516824501,NA,NA,3,NA
"1453",",50an",3,0.000100745516824501,NA,NA,3,NA
"1454","1an",3,0.000100745516824501,NA,NA,3,NA
"1455","2021Décès",3,0.000100745516824501,NA,NA,3,NA
"1456","57an",3,0.000100745516824501,NA,NA,3,NA
"1457","Autorité",3,0.000100745516824501,NA,NA,NA,3
"1458","Development",3,0.000100745516824501,NA,3,NA,NA
"1459","Dr",3,0.000100745516824501,NA,NA,NA,3
"1460","GHz",3,0.000100745516824501,1,NA,2,NA
"1461","I",3,0.000100745516824501,NA,NA,NA,3
"1462","ONG",3,0.000100745516824501,1,1,1,NA
"1463","PIB",3,0.000100745516824501,NA,NA,3,NA
"1464","Réinitialisation",3,0.000100745516824501,NA,NA,1,2
"1465","S",3,0.000100745516824501,NA,NA,2,1
"1466","Source",3,0.000100745516824501,NA,NA,2,1
"1467","Sous-brigadier",3,0.000100745516824501,NA,NA,3,NA
"1468","Substack",3,0.000100745516824501,NA,NA,NA,3
"1469","Ville",3,0.000100745516824501,2,1,1,NA
"1470","Voix",3,0.000100745516824501,NA,NA,1,2
"1471","Vérité",3,0.000100745516824501,NA,3,NA,NA
"1472","aboutissement",3,0.000100745516824501,NA,NA,1,2
"1473","accidentel",3,0.000100745516824501,NA,NA,3,NA
"1474","accompagnement",3,0.000100745516824501,NA,NA,3,NA
"1475","ace",3,0.000100745516824501,NA,NA,3,NA
"1476","acier",3,0.000100745516824501,NA,1,NA,2
"1477","acte",3,0.000100745516824501,NA,NA,NA,3
"1478","adhésion",3,0.000100745516824501,NA,NA,3,NA
"1479","affaiblissement",3,0.000100745516824501,NA,NA,3,NA
"1480","animateur",3,0.000100745516824501,NA,NA,3,NA
"1481","aperçu",3,0.000100745516824501,NA,NA,2,1
"1482","apologie",3,0.000100745516824501,NA,NA,3,NA
"1483","appel",3,0.000100745516824501,NA,NA,1,2
"1484","archivager",3,0.000100745516824501,NA,NA,3,NA
"1485","armerie",3,0.000100745516824501,NA,NA,3,NA
"1486","artiste",3,0.000100745516824501,NA,NA,NA,3
"1487","ascension",3,0.000100745516824501,NA,NA,1,2
"1488","assistance",3,0.000100745516824501,NA,NA,1,2
"1489","astien",3,0.000100745516824501,3,NA,NA,NA
"1490","astral",3,0.000100745516824501,NA,NA,NA,3
"1491","audience",3,0.000100745516824501,NA,NA,3,NA
"1492","automation",3,0.000100745516824501,NA,NA,3,NA
"1493","avant",3,0.000100745516824501,NA,1,2,NA
"1494","baguette",3,0.000100745516824501,NA,NA,NA,3
"1495","bande",3,0.000100745516824501,1,1,NA,1
"1496","bankster",3,0.000100745516824501,1,NA,1,1
"1497","barre-repas",3,0.000100745516824501,NA,NA,NA,3
"1498","barres",3,0.000100745516824501,NA,NA,NA,3
"1499","biodiversité",3,0.000100745516824501,NA,1,2,NA
"1500","bioréacteur",3,0.000100745516824501,NA,NA,2,1
"1501","biotechnologie",3,0.000100745516824501,NA,NA,2,1
"1502","bleu",3,0.000100745516824501,NA,NA,2,1
"1503","blog",3,0.000100745516824501,NA,NA,3,NA
"1504","bogue",3,0.000100745516824501,NA,NA,NA,3
"1505","bonnet",3,0.000100745516824501,NA,2,1,NA
"1506","bouffe",3,0.000100745516824501,NA,NA,NA,3
"1507","brioche",3,0.000100745516824501,NA,NA,NA,3
"1508","brouillon",3,0.000100745516824501,NA,NA,3,NA
"1509","cagnotte",3,0.000100745516824501,NA,NA,2,1
"1510","camarade",3,0.000100745516824501,NA,NA,3,NA
"1511","cannibalisme",3,0.000100745516824501,NA,NA,NA,3
"1512","caporal",3,0.000100745516824501,NA,NA,3,NA
"1513","caractère",3,0.000100745516824501,2,NA,1,1
"1514","caractéristique",3,0.000100745516824501,1,NA,2,NA
"1515","cardiorespiratoir",3,0.000100745516824501,NA,NA,3,NA
"1516","cash",3,0.000100745516824501,NA,NA,1,2
"1517","cauchemar",3,0.000100745516824501,NA,NA,3,NA
"1518","cercle",3,0.000100745516824501,1,NA,1,2
"1519","chair",3,0.000100745516824501,NA,NA,NA,3
"1520","changer",3,0.000100745516824501,NA,NA,2,1
"1521","char",3,0.000100745516824501,NA,NA,NA,3
"1522","charbon",3,0.000100745516824501,NA,2,NA,1
"1523","chargeur",3,0.000100745516824501,NA,1,2,NA
"1524","chenille",3,0.000100745516824501,NA,NA,NA,3
"1525","christianisme",3,0.000100745516824501,NA,NA,NA,3
"1526","clef",3,0.000100745516824501,NA,2,1,NA
"1527","clic",3,0.000100745516824501,1,NA,1,1
"1528","clim",3,0.000100745516824501,NA,3,NA,NA
"1529","clip",3,0.000100745516824501,1,1,NA,1
"1530","clivage",3,0.000100745516824501,NA,NA,NA,3
"1531","co-fondateur",3,0.000100745516824501,NA,NA,NA,3
"1532","coin",3,0.000100745516824501,NA,NA,2,1
"1533","collègue",3,0.000100745516824501,NA,2,1,NA
"1534","commander",3,0.000100745516824501,NA,NA,3,NA
"1535","commentaire",3,0.000100745516824501,NA,NA,1,2
"1536","compensation",3,0.000100745516824501,NA,NA,3,NA
"1537","complexe",3,0.000100745516824501,1,NA,NA,2
"1538","complément",3,0.000100745516824501,NA,NA,1,2
"1539","concertation",3,0.000100745516824501,NA,NA,3,NA
"1540","confidentialité",3,0.000100745516824501,NA,NA,3,NA
"1541","consumption",3,0.000100745516824501,NA,NA,NA,3
"1542","continent",3,0.000100745516824501,NA,1,1,1
"1543","contrat",3,0.000100745516824501,NA,NA,2,1
"1544","coopération",3,0.000100745516824501,NA,NA,2,1
"1545","coordination",3,0.000100745516824501,NA,NA,2,1
"1546","coordonné",3,0.000100745516824501,NA,NA,3,NA
"1547","coque",3,0.000100745516824501,NA,NA,NA,3
"1548","corrélation",3,0.000100745516824501,NA,NA,3,NA
"1549","court",3,0.000100745516824501,NA,NA,3,NA
"1550","cracker",3,0.000100745516824501,NA,NA,NA,3
"1551","criminalité",3,0.000100745516824501,NA,NA,3,NA
"1552","croisade",3,0.000100745516824501,NA,NA,NA,3
"1553","côte",3,0.000100745516824501,NA,NA,NA,3
"1554","denrée",3,0.000100745516824501,NA,NA,NA,3
"1555","destination",3,0.000100745516824501,1,NA,NA,2
"1556","direct",3,0.000100745516824501,NA,NA,3,NA
"1557","dissidence",3,0.000100745516824501,1,2,NA,NA
"1558","distanciation",3,0.000100745516824501,NA,NA,3,NA
"1559","diversité",3,0.000100745516824501,1,NA,NA,2
"1560","dizaine",3,0.000100745516824501,NA,1,2,NA
"1561","domination",3,0.000100745516824501,NA,NA,3,NA
"1562","duction",3,0.000100745516824501,NA,NA,3,NA
"1563","débit",3,0.000100745516824501,2,NA,1,NA
"1564","décideur",3,0.000100745516824501,NA,1,2,NA
"1565","découverte",3,0.000100745516824501,NA,NA,NA,3
"1566","départ",3,0.000100745516824501,NA,NA,2,1
"1567","département",3,0.000100745516824501,NA,1,2,NA
"1568","déraillement",3,0.000100745516824501,NA,NA,3,NA
"1569","désastre",3,0.000100745516824501,NA,NA,3,NA
"1570","détecteur",3,0.000100745516824501,NA,NA,2,1
"1571","effondrement",3,0.000100745516824501,NA,NA,NA,3
"1572","ego",3,0.000100745516824501,NA,NA,NA,3
"1573","embouteillage",3,0.000100745516824501,NA,NA,3,NA
"1574","empire",3,0.000100745516824501,2,NA,1,NA
"1575","en-cas",3,0.000100745516824501,NA,NA,NA,3
"1576","enclos",3,0.000100745516824501,3,NA,NA,NA
"1577","ensemencement",3,0.000100745516824501,NA,1,2,NA
"1578","entité",3,0.000100745516824501,NA,NA,2,1
"1579","esclave",3,0.000100745516824501,NA,NA,2,1
"1580","expropriation",3,0.000100745516824501,NA,NA,3,NA
"1581","extinction",3,0.000100745516824501,NA,NA,NA,3
"1582","extérieur",3,0.000100745516824501,1,1,NA,1
"1583","faillite",3,0.000100745516824501,1,2,NA,1
"1584","fardeau",3,0.000100745516824501,NA,NA,NA,3
"1585","faute",3,0.000100745516824501,NA,1,NA,2
"1586","façade",3,0.000100745516824501,NA,NA,3,NA
"1587","filière",3,0.000100745516824501,NA,1,NA,2
"1588","finalité",3,0.000100745516824501,NA,NA,3,NA
"1589","finance",3,0.000100745516824501,NA,NA,2,1
"1590","fiscalité",3,0.000100745516824501,NA,NA,1,2
"1591","flash",3,0.000100745516824501,NA,NA,3,NA
