"","link_url","is_climate_post","n"
"53","https://www.patreon.com/posts/70211616",0,11
"54","https://www.patreon.com/stevendkelley",0,11
"55","https://www.patreon.com/posts/67265389",0,10
"56","https://www.patreon.com/FreedomArmorApp",0,9
"57","https://www.patreon.com/plomin",0,9
"58","https://www.patreon.com/posts/64598248",0,9
"59","patreon.com/stfnews",0,9
"60","https://www.patreon.com/andydybala",0,8
"61","https://www.patreon.com/n8waechter",0,8
"62","https://www.patreon.com/posts/51202835",0,8
"63","https://www.patreon.com/OzraeliAvi",0,7
"64","https://www.patreon.com/gaiamedia",0,7
"65","https://www.patreon.com/kangaroocourtofaustralia",0,7
"66","https://www.patreon.com/patelpatriot",0,7
"67","https://www.patreon.com/posts/64272450",0,7
"68","https://www.patreon.com/posts/ubersicht-uber-30674651",0,7
"69","https://www.patreon.com/rabbitresearch",0,7
"70","http://www.patreon.com/gunnarkaiser",0,6
"71","https://www.patreon.com/KenFMde",0,6
"72","https://www.patreon.com/ketzerderneuzeit",0,6
"73","https://www.patreon.com/neighborhoodn...\u200b",0,6
"74","https://www.patreon.com/posts/58886125",0,6
"75","https://www.patreon.com/posts/66288771",0,6
"76","https://www.patreon.com/posts/67756118",0,6
"77","https://www.patreon.com/posts/waiting-for-gay-70211616?utm_medium=clipboard_copy&utm_source=copyLink&utm_campaign=postshare_creator",0,6
"78","https://www.patreon.com/russischewelttv",0,6
"79","https://www.patreon.com/steeltruth",0,6
"80","https://patreon.com/doc",0,5
"81","https://www.patreon.com/JohnOLoughlin...\u200b",0,5
"82","https://www.patreon.com/achseostwest",0,5
"83","https://www.patreon.com/andreriva?l=de",0,5
"84","https://www.patreon.com/nickyrobinson",0,5
"85","https://www.patreon.com/onesmalltownsupport?fan_landing=true",0,5
"86","https://www.patreon.com/posts/48782516",0,5
"87","https://www.patreon.com/posts/blackstone-neil-61774343",0,5
"88","https://www.patreon.com/posts/jedi-training-to-70734167",0,5
"89","https://www.patreon.com/posts/mp-letter-73400737",0,5
"90","https://www.patreon.com/posts/voici-leur-plan-46477386",0,5
"91","www.patreon.com/meganrosemedium",0,5
"92","https://patreon.com/etvideocontent",0,4
"93","https://www.patreon.com/RestoredRepublic",0,4
"94","https://www.patreon.com/cafelockedout",0,4
"95","https://www.patreon.com/heilerschule/membership",0,4
"96","https://www.patreon.com/hugotalks",0,4
"97","https://www.patreon.com/meganrosemedium",0,4
"98","https://www.patreon.com/posts/39705855",0,4
"99","https://www.patreon.com/posts/40297397",0,4
"100","https://www.patreon.com/posts/55645599",0,4
"101","https://www.patreon.com/posts/66017488",0,4
"102","https://www.patreon.com/posts/elite-banken-die-33766361",0,4
"103","https://www.patreon.com/posts/poland-to-fine-2-45448716?utm_medium=social",0,4
"104","https://www.patreon.com/posts/radio-war-nerd-78596220",0,4
"105","https://www.patreon.com/user?u=3969921",0,4
"106","www.patreon.com/partyzan",0,4
"107","www.patreon.com/user?u=87994238",0,4
"108","https://patreon.com/ProtestMediaLive",0,3
"109","https://patreon.com/ildonaldotrumpo",0,3
"110","https://www.patreon.com/100REALTALK",0,3
"111","https://www.patreon.com/31media",0,3
"112","https://www.patreon.com/LadyLibertyLibby",0,3
"113","https://www.patreon.com/actuarium",0,3
"114","https://www.patreon.com/alphapunisher1776?fan_landing=true",0,3
"115","https://www.patreon.com/bitteltv",0,3
"116","https://www.patreon.com/d_state_analytics/posts",0,3
"117","https://www.patreon.com/eburd?filters",0,3
"118","https://www.patreon.com/gamesnrosesofficiel/membership",0,3
"119","https://www.patreon.com/madingermany",0,3
"120","https://www.patreon.com/naomiseibtmy?utm_",0,3
"121","https://www.patreon.com/posts/35177229",0,3
"122","https://www.patreon.com/posts/35699126",0,3
"123","https://www.patreon.com/posts/37980294",0,3
"124","https://www.patreon.com/posts/38463544",0,3
"125","https://www.patreon.com/posts/43447752",0,3
"126","https://www.patreon.com/posts/47590938",0,3
"127","https://www.patreon.com/posts/51485656",0,3
"128","https://www.patreon.com/posts/56179380",0,3
"129","https://www.patreon.com/posts/59123455",0,3
"130","https://www.patreon.com/posts/67531968",0,3
"131","https://www.patreon.com/posts/74246481",0,3
"132","https://www.patreon.com/posts/78332146",0,3
"133","https://www.patreon.com/posts/79029458?pr=true",0,3
"134","https://www.patreon.com/posts/drag-queens-fake-71297151?utm_medium=clipboard_copy&utm_source=copyLink&utm_campaign=postshare_creator",0,3
"135","https://www.patreon.com/posts/gibt-es-viren-vs-54231374?utm_medium=clipboard_copy&utm_source=copy_to_clipboard&utm_campaign=postshare",0,3
"136","https://www.patreon.com/posts/left-wing-group-75927375",0,3
"137","https://www.patreon.com/posts/senate-verhort-42809718",0,3
"138","https://www.patreon.com/posts/voici-leur-plan-46477386?utm_medium=social&utm_source=twitter&utm_campaign=postshare",0,3
"139","https://www.patreon.com/quotechannel",0,3
"140","https://www.patreon.com/robinmonotti",0,3
"141","https://www.patreon.com/therealtoriabrooke",0,3
"142","https://www.patreon.com/therealtoriabrooke?fan_landing=true&view_as=public",0,3
"143","https://www.patreon.com/user?u=41874238",0,3
"144","https://www.patreon.com/wissen_ist_re",0,3
"145","www.patreon.com/therealtoriabrooke?fan_landing=true&view_as=public",0,3
"146","http://patreon.com/Licht_im_Schacht",0,2
"147","http://patreon.com/NessunaCorrelazione",0,2
"148","https://patreon.com/klokkenluiders",0,2
"149","https://patreon.com/meganrosemedium",0,2
"150","https://patreon.com/quotechannel",0,2
"151","https://patreon.com/sueneeuniverse",0,2
"152","https://www.patreon",0,2
"153","https://www.patreon.com/100knig",0,2
"154","https://www.patreon.com/3depix",0,2
"155","https://www.patreon.com/ABOVEGROUNDWORLDNEWS",0,2
"156","https://www.patreon.com/AJRobertsShow",0,2
"157","https://www.patreon.com/AntiilluminatenTV",0,2
"158","https://www.patreon.com/AntiilluminatenTV/posts?fan_landing=true",0,2
"159","https://www.patreon.com/AussieCossack",0,2
"160","https://www.patreon.com/GoodLionFilms",0,2
"161","https://www.patreon.com/MaverickstarReloaded",0,2
"162","https://www.patreon.com/MrTruthBomb",0,2
"163","https://www.patreon.com/PLnewstoday",0,2
"164","https://www.patreon.com/PraveenMohan",0,2
"165","https://www.patreon.com/TheButusinfamily",0,2
"166","https://www.patreon.com/TheRevolutionReport",0,2
"167","https://www.patreon.com/WARMODE",0,2
"168","https://www.patreon.com/WARMODE/posts",0,2
"169","https://www.patreon.com/ajamesmccarthy",0,2
"170","https://www.patreon.com/astromomma",0,2
"171","https://www.patreon.com/chernaya100",0,2
"172","https://www.patreon.com/creator-home",0,2
"173","https://www.patreon.com/dermichel",0,2
"174","https://www.patreon.com/drjaneruby",0,2
"175","https://www.patreon.com/faceshiftlabs",0,2
"176","https://www.patreon.com/healingencounters",0,2
"177","https://www.patreon.com/housatonic/posts",0,2
"178","https://www.patreon.com/jaymyers",0,2
"179","https://www.patreon.com/klarsichttv",0,2
"180","https://www.patreon.com/louderthanlove",0,2
"181","https://www.patreon.com/machineeditor",0,2
"182","https://www.patreon.com/naturalnobility",0,2
"183","https://www.patreon.com/neighborhood",0,2
"184","https://www.patreon.com/novalectio",0,2
"185","https://www.patreon.com/osnovamaibutnoho",0,2
"186","https://www.patreon.com/pony_boy",0,2
"187","https://www.patreon.com/posts/2-4-amy-coney-42845405",0,2
"188","https://www.patreon.com/posts/34353202",0,2
"189","https://www.patreon.com/posts/34702899",0,2
"190","https://www.patreon.com/posts/34708390",0,2
"191","https://www.patreon.com/posts/34739142",0,2
"192","https://www.patreon.com/posts/34940355",0,2
"193","https://www.patreon.com/posts/35436443",0,2
"194","https://www.patreon.com/posts/35954379",0,2
"195","https://www.patreon.com/posts/36089548",0,2
"196","https://www.patreon.com/posts/36237300",0,2
"197","https://www.patreon.com/posts/36403382",0,2
"198","https://www.patreon.com/posts/36455550",0,2
"199","https://www.patreon.com/posts/36984447",0,2
"200","https://www.patreon.com/posts/37255710",0,2
"201","https://www.patreon.com/posts/37728543",0,2
"202","https://www.patreon.com/posts/38222135",0,2
"203","https://www.patreon.com/posts/38704793",0,2
"204","https://www.patreon.com/posts/39239486",0,2
"205","https://www.patreon.com/posts/39727750",0,2
"206","https://www.patreon.com/posts/40016011",0,2
"207","https://www.patreon.com/posts/42277105",0,2
"208","https://www.patreon.com/posts/43245315",0,2
"209","https://www.patreon.com/posts/43317408",0,2
"210","https://www.patreon.com/posts/43523493?fbclid=IwAR1sLJV6tih0NUGQYV4neLipb9EIKFHwW4ZuwhQIkGaRtOoMgho2SRvvKAg",0,2
"211","https://www.patreon.com/posts/44917595",0,2
"212","https://www.patreon.com/posts/47820861",0,2
"213","https://www.patreon.com/posts/48782516?fbclid=IwAR0l36HyRsnIKjAnIs_5lMQ2zHd3fKsiyWHl_kgLGm8dfDHRDlQn-vRReHM",0,2
"214","https://www.patreon.com/posts/49337051",0,2
"215","https://www.patreon.com/posts/50665356",0,2
"216","https://www.patreon.com/posts/56163568",0,2
"217","https://www.patreon.com/posts/57096519",0,2
"218","https://www.patreon.com/posts/58245358",0,2
"219","https://www.patreon.com/posts/62258504",0,2
"220","https://www.patreon.com/posts/67957250",0,2
"221","https://www.patreon.com/posts/67997121",0,2
"222","https://www.patreon.com/posts/79414085",0,2
"223","https://www.patreon.com/posts/81446758",0,2
"224","https://www.patreon.com/posts/81593469",0,2
"225","https://www.patreon.com/posts/84118472",0,2
"226","https://www.patreon.com/posts/daily-telegraph-48871283?l=fr",0,2
"227","https://www.patreon.com/posts/drohne-filmt-ufo-49974204",0,2
"228","https://www.patreon.com/posts/eine-demokratie-70979798?utm_medium=clipboard_copy&utm_source=copyLink&utm_campaign=postshare_creator",0,2
"229","https://www.patreon.com/posts/evidential-of-61-48871283",0,2
"230","https://www.patreon.com/posts/jedi-training-75-80476839",0,2
"231","https://www.patreon.com/posts/jedi-training-of-72007848",0,2
"232","https://www.patreon.com/posts/jedi-training-of-72842854",0,2
"233","https://www.patreon.com/posts/jedi-training-of-81948580",0,2
"234","https://www.patreon.com/posts/la-polizia-circa-47590938",0,2
"235","https://www.patreon.com/posts/no-vax-no-food-47615953",0,2
"236","https://www.patreon.com/posts/nothing-can-stop-82199411?utm_medium=clipboard_copy&utm_source=copyLink&utm_campaign=postshare_creator&utm_content=join_link",0,2
"237","https://www.patreon.com/posts/stock-market-and-79892534",0,2
"238","https://www.patreon.com/posts/ubersicht-uber-30674651\U0001f47d",0,2
"239","https://www.patreon.com/posts/una-strage-senza-53599028?utm_medium=clipboard_copy&utm_source=copy_to_clipboard&utm_campaign=postshare",0,2
"240","https://www.patreon.com/savelife_in_ua",0,2
"241","https://www.patreon.com/sina_drums",0,2
"242","https://www.patreon.com/stevendkell",0,2
"243","https://www.patreon.com/syriangirl",0,2
"244","https://www.patreon.com/talkswithtony",0,2
"245","https://www.patreon.com/translatedpress/posts",0,2
"246","https://www.patreon.com/truepundit",0,2
"247","https://www.patreon.com/user/posts?u=7792211",0,2
"248","https://www.patreon.com/user?u=779221...\u200b",0,2
"249","https://www.patreon.com/user?u=7792211\u200b",0,2
"250","https://www.patreon.com/user?u=87994238",0,2
"251","https://www.youtube.com/redirect?event=video_description&redir_token=QUFFLUhqa3B0aWR1UDU4Zkp4RDByX2RIQXdPdWlFT082QXxBQ3Jtc0ttYTA1TXJBU09EdlhUcVhoS05xcTdEaHU1ZVVzbjdLam9HTDR5OWhYeHdadWQyYXRCLXo5VkY1elFUeUh2WjhSNEg3Mlo2cEs5OWs2Y25qMFRJLU5kdHVRM0tRMUhXaWhYbUVRdHE1RVlRbDd5STc1bw&q=https%3A%2F%2Fwww.patreon.com%2Ffairtalk&v=DYKh04QAKnk",0,2
"252","patreon.com",0,2
"253","patreon.com/KenFMde",0,2
"254","patreon.com/Licht_im_Schacht",0,2
"255","patreon.com/blackballed",0,2
"256","patreon.com/wissen_ist_relevant",0,2
"257","www.patreon.com/alensimeonov",0,2
"258","www.patreon.com/ameliepaul",0,2
"259","www.patreon.com/posts/77594421",0,2
"260","HTTPS://patreon.com/meganrosemedium",0,1
"261","Http://www.patreon.com/gunnarkaiser",0,1
"262","Https://www.patreon.com/awakenedspecies",0,1
"263","Https://www.patreon.com/meganrosemedium",0,1
"264","Www.patreon.com/Pryme",0,1
"265","http://patreon.com/HammurabiNI4NI",0,1
"266","http://patreon.com/SarahWestall",0,1
"267","http://patreon.com/SeanStone",0,1
"268","http://patreon.com/fairtalk",0,1
"269","http://patreon.com/lemondemoderne",0,1
"270","http://www.patreon.com/drjanerub",0,1
"271","http://www.patreon.com/fancounters",0,1
"272","http://www.patreon.com/partyzan",0,1
"273","http://www.patreon.com/wallstformainst",0,1
"274","http://www.patreon.com/yoamgalima",0,1
"275","https://patreon.com/BratuYakovlevu",0,1
"276","https://patreon.com/Donbassdevushka?utm_medium=clipboard_copy&utm_source=copyLink&utm_campaign=creatorshare_creator",0,1
"277","https://patreon.com/OYEmedia",0,1
"278","https://patreon.com/Unblogd",0,1
"279","https://patreon.com/alensimeonov",0,1
"280","https://patreon.com/darktolightshow\u200b\u200b",0,1
"281","https://patreon.com/disclosetv",0,1
"282","https://patreon.com/documents_rares_i",0,1
"283","https://patreon.com/join/quotechannel",0,1
"284","https://patreon.com/posts/73967227",0,1
"285","https://patreon.com/posts/update-on-task-81352180?fbclid=IwAR25UZBUZpg01JRU20qK9686aFPo2u40vJMBejf8DYY6xU13dleVHiNe3i4&mibextid=Zxz2cZ",0,1
"286","https://patreon.com/unblogd",0,1
"287","https://protest.media/patreon",0,1
"288","https://t.me/patreon",0,1
"289","https://www.patreon.com/",0,1
"290","https://www.patreon.com/AmericanAwakening",0,1
"291","https://www.patreon.com/AngryUA",0,1
"292","https://www.patreon.com/AntonioChavez",0,1
"293","https://www.patreon.com/ArdyInGermany",0,1
"294","https://www.patreon.com/AtlanteanGardens",0,1
"295","https://www.patreon.com/BadVolf",0,1
"296","https://www.patreon.com/BalkanWP",0,1
"297","https://www.patreon.com/BrightInsight",0,1
"298","https://www.patreon.com/DonaldStandeford",0,1
"299","https://www.patreon.com/GonzaloLira",0,1
"300","https://www.patreon.com/H3LLYWQQD",0,1
"301","https://www.patreon.com/HistoriaProhibida",0,1
"302","https://www.patreon.com/IvorCummins",0,1
"303","https://www.patreon.com/Jasinna",0,1
"304","https://www.patreon.com/JohnOLo",0,1
"305","https://www.patreon.com/JohnOLoughlin%E2%80%8B",0,1
"306","https://www.patreon.com/JohnOLoughlin...%E2%80%8B",0,1
"307","https://www.patreon.com/JohnOLoughlin/posts",0,1
"308","https://www.patreon.com/LIONMedia",0,1
"309","https://www.patreon.com/LangeR",0,1
"310","https://www.patreon.com/LibertyNewsBerlin?fan_landing=true",0,1
"311","https://www.patreon.com/LogicBeforeAuthority",0,1
"312","https://www.patreon.com/OM_Noizzes",0,1
"313","https://www.patreon.com/PSYCHCLUB_TOMSIDNEYBUSHNELLakaNUMBERS88",0,1
"314","https://www.patreon.com/SAMTHEILLUSIONIST",0,1
"315","https://www.patreon.com/SamaelSenja",0,1
"316","https://www.patreon.com/SarahWestall",0,1
"317","https://www.patreon.com/SpiritedRebirthHerbalHealing",0,1
"318","https://www.patreon.com/StephanieFabijenna",0,1
"319","https://www.patreon.com/StrangerThanF1ction",0,1
"320","https://www.patreon.com/TERRAOps/membership",0,1
"321","https://www.patreon.com/TeamFsociety",0,1
"322","https://www.patreon.com/TheRedElephants",0,1
"323","https://www.patreon.com/TheWestReport",0,1
"324","https://www.patreon.com/TheraminTrees",0,1
"325","https://www.patreon.com/TiffanyFitzhenry",0,1
"326","https://www.patreon.com/Timlewisvideos",0,1
"327","https://www.patreon.com/TylerTalks",0,1
"328","https://www.patreon.com/UrbexHill",0,1
"329","https://www.patreon.com/babchenko",0,1
"330","https://www.patreon.com/bePatron?u=582359",0,1
"331","https://www.patreon.com/bePatron?u=8527316",0,1
"332","https://www.patreon.com/blackconservativeperspective",0,1
"333","https://www.patreon.com/brendanheard",0,1
"334","https://www.patreon.com/businessoftruth",0,1
"335","https://www.patreon.com/cedry2k",0,1
"336","https://www.patreon.com/cienciadeverdade",0,1
"337","https://www.patreon.com/conspiracy_mu",0,1
"338","https://www.patreon.com/d_state_analy",0,1
"339","https://www.patreon.com/darktolightshow\u200b",0,1
"340","https://www.patreon.com/derveganegermane",0,1
"341","https://www.patreon.com/dion_cartoons",0,1
"342","https://www.patreon.com/doctoraseem",0,1
"343","https://www.patreon.com/eingollan",0,1
"344","https://www.patreon.com/electricbeing",0,1
"345","https://www.patreon.com/fernandovizcaino/membership",0,1
"346","https://www.patreon.com/file?h=41590748&i=7408700",0,1
"347","https://www.patreon.com/file?h=41590748&i=7615298",0,1
"348","https://www.patreon.com/fr-FR",0,1
"349","https://www.patreon.com/griptmedia",0,1
"350","https://www.patreon.com/groundzerochannel",0,1
"351","https://www.patreon.com/in5d",0,1
"352","https://www.patreon.com/informativoG24",0,1
"353","https://www.patreon.com/investanswers",0,1
"354","https://www.patreon.com/j2tpodcast",0,1
"355","https://www.patreon.com/jacksonhinkle",0,1
"356","https://www.patreon.com/jeanrobinmedia",0,1
"357","https://www.patreon.com/join/AJRobertsShow/checkout?rid=8436126&cadence=1",0,1
"358","https://www.patreon.com/join/PatriotPhoenix17/checkout?rid=5009180",0,1
"359","https://www.patreon.com/join/PatriotPhoenix17/signup?ru=%2Fjoin%2FPatriotPhoenix17%2Fcheckout%3Frid%3D5009180%26",0,1
"360","https://www.patreon.com/join/informnapalm/checkout",0,1
"361","https://www.patreon.com/join/quotechannel",0,1
"362","https://www.patreon.com/josiahrises",0,1
"363","https://www.patreon.com/jwtv",0,1
"364","https://www.patreon.com/kirkslawcorner",0,1
"365","https://www.patreon.com/klarsichttv/overview",0,1
"366","https://www.patreon.com/kraken_unit",0,1
"367","https://www.patreon.com/leozagami",0,1
"368","https://www.patreon.com/leprecepteurpodcast",0,1
"369","https://www.patreon.com/liberainformazione",0,1
"370","https://www.patreon.com/lovehaswon",0,1
"371","https://www.patreon.com/maestroziikos",0,1
"372","https://www.patreon.com/manuelhaase",0,1
"373","https://www.patreon.com/markpassio",0,1
"374","https://www.patreon.com/meganrosecontact",0,1
"375","https://www.patreon.com/mihaisomanescu/",0,1
"376","https://www.patreon.com/miriaf",0,1
"377","https://www.patreon.com/mmandcrew?utm_campaign=creatorshare_creator",0,1
"378","https://www.patreon.com/monkeywerxus",0,1
"379","https://www.patreon.com/n",0,1
"380","https://www.patreon.com/ne",0,1
"381","https://www.patreon.com/nei",0,1
"382","https://www.patreon.com/neighb",0,1
"383","https://www.patreon.com/neighbo",0,1
"384","https://www.patreon.com/neighborh",0,1
"385","https://www.patreon.com/neighborhoo",0,1
"386","https://www.patreon.com/neighborhoodn%E2%80%8B",0,1
"387","https://www.patreon.com/neighborhoodn...%E2%80%8B",0,1
"388","https://www.patreon.com/neiloliver",0,1
"389","https://www.patreon.com/onesmalltownsupport/posts",0,1
"390","https://www.patreon.com/pierosangiorg",0,1
"391","https://www.patreon.com/pietrobisanti",0,1
"392","https://www.patreon.com/posts/1-tageszeitung-42985138",0,1
"393","https://www.patreon.com/posts/2-osterreicher-48058846?utm_medium=social&utm_source=facebook&utm_campaign=postshare",0,1
"394","https://www.patreon.com/posts/27975258",0,1
"395","https://www.patreon.com/posts/28177356",0,1
"396","https://www.patreon.com/posts/28211556",0,1
"397","https://www.patreon.com/posts/28385822",0,1
"398","https://www.patreon.com/posts/28397098",0,1
"399","https://www.patreon.com/posts/28523251",0,1
"400","https://www.patreon.com/posts/28562860",0,1
"401","https://www.patreon.com/posts/29153545",0,1
"402","https://www.patreon.com/posts/29500670",0,1
"403","https://www.patreon.com/posts/30186206",0,1
"404","https://www.patreon.com/posts/30408242",0,1
"405","https://www.patreon.com/posts/31506894",0,1
"406","https://www.patreon.com/posts/31568348",0,1
"407","https://www.patreon.com/posts/31889260",0,1
"408","https://www.patreon.com/posts/32185277",0,1
"409","https://www.patreon.com/posts/32223143",0,1
"410","https://www.patreon.com/posts/32229921",0,1
"411","https://www.patreon.com/posts/32238690",0,1
"412","https://www.patreon.com/posts/32295364",0,1
"413","https://www.patreon.com/posts/32331141",0,1
"414","https://www.patreon.com/posts/32655778",0,1
"415","https://www.patreon.com/posts/32659473",0,1
"416","https://www.patreon.com/posts/32775358",0,1
"417","https://www.patreon.com/posts/32802813",0,1
"418","https://www.patreon.com/posts/32959439",0,1
"419","https://www.patreon.com/posts/33005295",0,1
"420","https://www.patreon.com/posts/33300528",0,1
"421","https://www.patreon.com/posts/33934066",0,1
"422","https://www.patreon.com/posts/33958433",0,1
"423","https://www.patreon.com/posts/34391553",0,1
"424","https://www.patreon.com/posts/34618025",0,1
"425","https://www.patreon.com/posts/34668997",0,1
"426","https://www.patreon.com/posts/35011154",0,1
"427","https://www.patreon.com/posts/35111247",0,1
"428","https://www.patreon.com/posts/35153309",0,1
"429","https://www.patreon.com/posts/35176462",0,1
"430","https://www.patreon.com/posts/35393047",0,1
"431","https://www.patreon.com/posts/35739070",0,1
"432","https://www.patreon.com/posts/35808287",0,1
"433","https://www.patreon.com/posts/35844091?fbclid=IwAR2th9k-GqD70DwAZ0LvHq9Y9Izhvs6Px3LX8HHyWzyEYwQYAhSZL7ZsTYk",0,1
"434","https://www.patreon.com/posts/35917659",0,1
"435","https://www.patreon.com/posts/36191366",0,1
"436","https://www.patreon.com/posts/36192111",0,1
"437","https://www.patreon.com/posts/36193902",0,1
"438","https://www.patreon.com/posts/36290702",0,1
"439","https://www.patreon.com/posts/36340043",0,1
"440","https://www.patreon.com/posts/36394075",0,1
"441","https://www.patreon.com/posts/36662406",0,1
"442","https://www.patreon.com/posts/36669740",0,1
"443","https://www.patreon.com/posts/37700061",0,1
"444","https://www.patreon.com/posts/37930243",0,1
"445","https://www.patreon.com/posts/39024253",0,1
"446","https://www.patreon.com/posts/40275556",0,1
"447","https://www.patreon.com/posts/40518332",0,1
"448","https://www.patreon.com/posts/40761267",0,1
"449","https://www.patreon.com/posts/41061133",0,1
"450","https://www.patreon.com/posts/41271406",0,1
"451","https://www.patreon.com/posts/41567071",0,1
"452","https://www.patreon.com/posts/41621375",0,1
"453","https://www.patreon.com/posts/41791043",0,1
"454","https://www.patreon.com/posts/41963324",0,1
"455","https://www.patreon.com/posts/42144480",0,1
"456","https://www.patreon.com/posts/42171520",0,1
"457","https://www.patreon.com/posts/42807600",0,1
"458","https://www.patreon.com/posts/43132914",0,1
"459","https://www.patreon.com/posts/43858430",0,1
"460","https://www.patreon.com/posts/44396105",0,1
"461","https://www.patreon.com/posts/45096307",0,1
"462","https://www.patreon.com/posts/45319984",0,1
"463","https://www.patreon.com/posts/45448716",0,1
"464","https://www.patreon.com/posts/45448716?fbclid=IwAR1lh3H4-gqDd6VPSKZ7BzbO-wJ2qi43vj_e6qauxbug5aMb7a7F_j4UsaY",0,1
"465","https://www.patreon.com/posts/46793255",0,1
"466","https://www.patreon.com/posts/47991573",0,1
"467","https://www.patreon.com/posts/48032133",0,1
"468","https://www.patreon.com/posts/48045005",0,1
"469","https://www.patreon.com/posts/48166732",0,1
"470","https://www.patreon.com/posts/48183222",0,1
"471","https://www.patreon.com/posts/48183945",0,1
"472","https://www.patreon.com/posts/48207406",0,1
"473","https://www.patreon.com/posts/48402922?fbclid=IwAR0UIZK9Qzn3AfztzLxWlLKETror7VhLowDHB_8hhf6vc8LgX-AbyyYxcUA",0,1
"474","https://www.patreon.com/posts/48568022?fbclid=IwAR24aK5Er7OGxaQ3VWCI0I3T8xGpInkv1wlkNtOo-q-8hZrG9q0eI61Qcpo",0,1
"475","https://www.patreon.com/posts/48653518",0,1
"476","https://www.patreon.com/posts/48676987",0,1
"477","https://www.patreon.com/posts/48709509",0,1
"478","https://www.patreon.com/posts/48782516?fbclid=IwAR1Gnxs9vSDw8__Kf8pd5K0LZlM1Wxo-xA7o8MPBSo_-cabRBnodZP10Ets",0,1
"479","https://www.patreon.com/posts/48782516?fbclid=IwAR2V5fzEzkwpW5CdRdrcKjjTFwCW1G8UZePk3hwcLAyv0FFaiPETvykfmU4",0,1
"480","https://www.patreon.com/posts/48871283?fbclid=IwAR2UEYUOJXxRHitM83TQ6FSd2aqOEMaPEMTE86HT6HKHEzzSMfcJgjy16fs",0,1
"481","https://www.patreon.com/posts/49144191",0,1
"482","https://www.patreon.com/posts/49198560",0,1
"483","https://www.patreon.com/posts/49263786",0,1
"484","https://www.patreon.com/posts/49274209",0,1
"485","https://www.patreon.com/posts/49451939",0,1
"486","https://www.patreon.com/posts/49678244",0,1
"487","https://www.patreon.com/posts/49831893",0,1
"488","https://www.patreon.com/posts/49997332",0,1
"489","https://www.patreon.com/posts/50336670",0,1
"490","https://www.patreon.com/posts/51368303",0,1
"491","https://www.patreon.com/posts/51805880",0,1
"492","https://www.patreon.com/posts/52225488",0,1
"493","https://www.patreon.com/posts/52309538",0,1
"494","https://www.patreon.com/posts/52577748",0,1
"495","https://www.patreon.com/posts/52851821",0,1
"496","https://www.patreon.com/posts/53019658",0,1
"497","https://www.patreon.com/posts/54022328",0,1
"498","https://www.patreon.com/posts/54578704",0,1
"499","https://www.patreon.com/posts/54671492",0,1
"500","https://www.patreon.com/posts/54762394",0,1
"501","https://www.patreon.com/posts/54798594",0,1
