post_id,channel,post_date,post_url,content,detected_language,likes,links,views,forwards,forwarded_from,cryptocurrency_addresses,reply_to,id,screenname,name,channel_url,category,public,chat,source,platform_id,notes,country,platform
35881169,4275,03/12/22 22:01,https://t.me/s/TheLightTruthPaper/12011,"Saturday afternoon - helping Laura stop the World Economic Forum's plan to turn Oxford into a 15 Minute City.  You will be fined for driving out of your 15 minute (walking distance) neighbourhood more times than the council will allow.      

🟨 Yellow Freedom Boards  🟨 

Monday 5th December ❗️11am to 12pm ❗️
Yellow Boards  
Junction A332 Windsor Rd  
A330 Winkfield Road
Ascot SL5 7UL 

Wednesday 7th December 11am to 12pm 
Yellow Boards 
Junction A33 Basingstoke Road & 
B3349 Basingstoke Road ,  Three Mile Cross 
Wokingham RG7 1AT

Thursday 8th December 11am to 12pm 
Yellow Boards 
Junction A3095 Foresters Way &  
B3430 Nile Mile Ride 
Bracknell RG40 3DR

Stand in the Park Sundays 10.30am to 11.30am -  make friends & keep sane 

Wokingham 
Howard Palmer Gardens  Sturges Rd  RG40 2HD    

Bracknell  
South Hill Park, Rear Lawn,  RG12 7PA

 👆please share👆

Stand Together 
https://t.me/StandTogetherSouthEast
https://www.standtogether.org.uk/

Telegram http://t.me/astandintheparkbracknell",en,,"[u'https://t.me/StandTogetherSouthEast', u'https://www.standtogether.org.uk/', u'http://t.me/astandintheparkbracknell']",509,8,35584,[],,4275,TheLightTruthPaper,The Light Paper,https://t.me/s/TheLightTruthPaper,,true,false,snowball_complete,1182558412,,,Telegram
35841512,640,02/12/22 21:36,https://t.me/garethicke/4515,"Campaigner Debbie Hicks explains how the city of Oxford in England, is being turned into a Hunger Games style 15 minute city.",en,,[],1653,14,,[],,640,garethicke,Gareth Icke,https://t.me/garethicke,conspiracy,true,false,researcher,1510341333,Gareth Ickes Telegram channel,[u'GB'],Telegram
35841720,642,02/12/22 21:43,https://t.me/davidickeofficial/6345,"Campaigner Debbie Hicks explains how the city of Oxford in England, is being turned into a Hunger Games style 15 minute city.",en,,[],1170,2,640,[],,642,davidickeofficial,David Icke,https://t.me/davidickeofficial,conspiracy,true,false,researcher,1525304661,David Icke's Telegram channel.,[u'GB'],Telegram
35844373,9916,02/12/22 23:12,https://t.me/s/TeddyWestCountry/9449,"Campaigner Debbie Hicks explains how the city of Oxford in England, is being turned into a Hunger Games style 15 minute city.",en,,[],6,0,640,[],,9916,TeddyWestCountry,West Country Bumpkin,https://t.me/s/TeddyWestCountry,,true,false,snowball_complete,1195052286,,,Telegram
36050019,4293,07/12/22 11:19,https://t.me/s/greatreject/45964,"Oxfordshire County Council yesterday approved plans to lock residents into one of six zones to ‘save the planet’ from global warming. The latest stage in the ’15 minute city’ agenda is to place electronic gates on key roads in and out of the city, confining residents to their own neighbourhoods.

Under the new scheme residents will be allowed to leave their zone a maximum of 100 days per year, but in order to even gain this every resident will have to register their car details with the council who will then track their movements via smart cameras round the city.

The 15 Minute City is a UN¹ and WEF² plan. You will be tracked and trapped in your suburb and happy about it.—IClimate³

1 [UN link](https://unfccc.int/blog/the-15-minute-city) 
2[WEF lin](https://www.weforum.org/agenda/2022/03/15-minute-city-stickiness/)  k
[3 IClimate li](https://iowaclimate.org/2022/12/03/oxford-2024-climate-lockdowns-start-you-will-be-tracked-and-trapped-in-your-suburb-and-happy-about-it/)  nk",en,,"[u'https://www.weforum.org/agenda/2022/03/15-minute-city-stickiness/', u'https://unfccc.int/blog/the-15-minute-city', u'https://iowaclimate.org/2022/12/03/oxford-2024-climate-lockdowns-start-you-will-be-tracked-and-trapped-in-your-suburb-and-happy-about-it/']",1549,58,,[],,4293,greatreject,GreatReject.org,https://t.me/s/greatreject,,true,false,snowball_complete,1351461972,,,Telegram
36050027,1950,07/12/22 11:19,https://t.me/s/EARTH20GENESIS/37601,"Oxfordshire County Council yesterday approved plans to lock residents into one of six zones to ‘save the planet’ from global warming. The latest stage in the ’15 minute city’ agenda is to place electronic gates on key roads in and out of the city, confining residents to their own neighbourhoods.

Under the new scheme residents will be allowed to leave their zone a maximum of 100 days per year, but in order to even gain this every resident will have to register their car details with the council who will then track their movements via smart cameras round the city.

The 15 Minute City is a UN¹ and WEF² plan. You will be tracked and trapped in your suburb and happy about it.—IClimate³

1 [UN link](https://unfccc.int/blog/the-15-minute-city) 
2[WEF lin](https://www.weforum.org/agenda/2022/03/15-minute-city-stickiness/)  k
[3 IClimate li](https://iowaclimate.org/2022/12/03/oxford-2024-climate-lockdowns-start-you-will-be-tracked-and-trapped-in-your-suburb-and-happy-about-it/)  nk",en,,"[u'https://www.weforum.org/agenda/2022/03/15-minute-city-stickiness/', u'https://unfccc.int/blog/the-15-minute-city', u'https://iowaclimate.org/2022/12/03/oxford-2024-climate-lockdowns-start-you-will-be-tracked-and-trapped-in-your-suburb-and-happy-about-it/']",171,8,,[],,1950,EARTH20GENESIS,EARTH 2.0 GENESIS,https://t.me/s/EARTH20GENESIS,,true,false,snowball_complete,1463594599,,,Telegram
36052866,2071,07/12/22 13:03,https://t.me/s/SchubertsLM/97992,"Keine Überraschung: Die Klima-Lockdowns kommen  

Der Stadtrat der weltberühmten Universitätsstadt in Großbritannien hat vergangene Woche beschlossen, die Bürger der Stadt zeitweilig einzusperren, um das Weltklima zu retten. 

Ab 2024 soll die Stadt in sechs Zonen aufgeteilt sein, jede Zone eine „15-Minute-City“ nach Plänen von Klaus Schwabs WEF. Die „15 Minuten Stadt“ beschreibt ein Konzept, das auf den Seiten des WEF näher erklärt wird. Alles, was der urbane Mensch zum Leben braucht, soll sich in einem Radius von 15 Minuten rund um seine Wohnung befinden.      

...Verbunden ist das Ganze mit einer ausufernden Überwachung. An den „Zonengrenzen“ gibt es eine automatisierte Verkehrsüberwachung, die Nummernschilder registriert. Ein System von sogenannten „Smart Cameras“ überwacht dann die Bewegung eines jeden Fahrzeugs in der gesamten Stadt und stellt so z.B. fest, ob ein Fahrzeug unerlaubterweise die eigene Zone verläßt.  

https://journalistenwatch.com/2022/12/06/keine-ueberraschung-die-klima-lockdowns-kommen/   

Bitte abonniert Schuberts Lagemeldung: https://t.me/SchubertsLM",de,,"[u'https://journalistenwatch.com/2022/12/06/keine-ueberraschung-die-klima-lockdowns-kommen/', u'https://t.me/SchubertsLM']",1784,77,,[],,2071,SchubertsLM,Schuberts Lagemeldung - Stefan Schubert Offiziell,https://t.me/s/SchubertsLM,,true,false,snowball_complete,1355822849,,,Telegram
36009881,645,06/12/22 09:33,https://t.me/TommyRobinsonNews/42689,"https://wattsupwiththat.com/2022/12/04/oxfordshire-council-to-trial-a-climate-lockdown-starting-2024/

You have got to be kidding me???

Oxfordshire County Council yesterday approved plans to lock residents into one of six zones to ‘save the planet’ from global warming. The latest stage in the ’15 minute city’ agenda is to place electronic gates on key roads in and out of the city, confining residents to their own neighbourhoods.

We are now going into the phase of CLIMATE LOCKDOWNS.

Get rid of these people, get rid of them now!!!",en,,[u'https://wattsupwiththat.com/2022/12/04/oxfordshire-council-to-trial-a-climate-lockdown-starting-2024/'],22403,405,,[],,645,TommyRobinsonNews,Tommy Robinson News,https://t.me/TommyRobinsonNews,far_right,true,false,researcher,1479163323,Tommy Robinson's Telegram Channel,[u'GB'],Telegram
36055991,17713,07/12/22 14:45,https://t.me/s/sotten/40460,"[.](https://www.sott.net/image/s33/664949/full/15_minute_cities_un_wef_.jpg)
Coming soon: Climate lockdowns and the ""15 minute city"" - courtesy of the WEF
The 15 Minute City is a UN and WEF plan, because they care about you want you to drive less. A cartoon from the WEF just for you good girls and boys: In the WEF's own words — this rearrangement of cities is absolutely about climate change: As climate change and global conflict cause shocks and stresses at faster intervals and increasing severity, the 15-minute city will become even more critical. And the solution was the pandemic (they really say that): The obvious, yet incomplete, answer is the pandemic.... with COVID-19 and its variants keeping everyone home (or closer to home than usual), the 15-minute city went from a ""nice-to-have"" to a rallying cry. Meeting all of one's needs within a walking, biking or transit distance was suddenly a matter of life and death.
https://www.sott.net/article/474997-Coming-soon-Climate-lockdowns-and-the-15-minute-city-courtesy-of-the-WEF",en,,"[u'https://www.sott.net/image/s33/664949/full/15_minute_cities_un_wef_.jpg', u'https://www.sott.net/article/474997-Coming-soon-Climate-lockdowns-and-the-15-minute-city-courtesy-of-the-WEF']",27,1,,[],,17713,sotten,SOTT English,https://t.me/s/sotten,,true,false,snowball_complete,1492500225,,,Telegram
36057913,3450,07/12/22 15:45,https://t.me/s/Mad_In_Germany/19393,"Keine Überraschung: Die Klima-Lockdowns kommen  

Der Stadtrat der weltberühmten Universitätsstadt in Großbritannien hat vergangene Woche beschlossen, die Bürger der Stadt zeitweilig einzusperren, um das Weltklima zu retten. 

Ab 2024 soll die Stadt in sechs Zonen aufgeteilt sein, jede Zone eine „15-Minute-City“ nach Plänen von Klaus Schwabs WEF. Die „15 Minuten Stadt“ beschreibt ein Konzept, das auf den Seiten des WEF näher erklärt wird. Alles, was der urbane Mensch zum Leben braucht, soll sich in einem Radius von 15 Minuten rund um seine Wohnung befinden.      

...Verbunden ist das Ganze mit einer ausufernden Überwachung. An den „Zonengrenzen“ gibt es eine automatisierte Verkehrsüberwachung, die Nummernschilder registriert. Ein System von sogenannten „Smart Cameras“ überwacht dann die Bewegung eines jeden Fahrzeugs in der gesamten Stadt und stellt so z.B. fest, ob ein Fahrzeug unerlaubterweise die eigene Zone verläßt.  

https://journalistenwatch.com/2022/12/06/keine-ueberraschung-die-klima-lockdowns-kommen/",de,,[u'https://journalistenwatch.com/2022/12/06/keine-ueberraschung-die-klima-lockdowns-kommen/'],701,46,,[],,3450,Mad_In_Germany,Mad in Germany ©️,https://t.me/s/Mad_In_Germany,,true,false,snowball_complete,1100528049,,,Telegram
36064412,11047,07/12/22 18:30,https://t.me/s/clivedecarlehealth/15611,"https://wattsupwiththat.com/2022/12/04/oxfordshire-council-to-trial-a-climate-lockdown-starting-2024/

You have got to be kidding me???

Oxfordshire County Council yesterday approved plans to lock residents into one of six zones to ‘save the planet’ from global warming. The latest stage in the ’15 minute city’ agenda is to place electronic gates on key roads in and out of the city, confining residents to their own neighbourhoods.

We are now going into the phase of CLIMATE LOCKDOWNS.

Get rid of these people, get rid of them now!!!",en,,[u'https://wattsupwiththat.com/2022/12/04/oxfordshire-council-to-trial-a-climate-lockdown-starting-2024/'],600,10,645,[],,11047,clivedecarlehealth,Clive de Carle,https://t.me/s/clivedecarlehealth,,true,false,snowball_complete,1440853444,,,Telegram
36069767,24,07/12/22 20:41,https://ttttt.me/worlddoctorsalliance/25260,"Saturday afternoon - helping Laura stop the World Economic Forum's plan to turn Oxford into a 15 Minute City.  You will be fined for driving out of your 15 minute (walking distance) neighbourhood more times than the council will allow.      

🟨 Yellow Freedom Boards  🟨 

Monday 5th December ❗️11am to 12pm ❗️
Yellow Boards  
Junction A332 Windsor Rd  
A330 Winkfield Road
Ascot SL5 7UL 

Wednesday 7th December 11am to 12pm 
Yellow Boards 
Junction A33 Basingstoke Road & 
B3349 Basingstoke Road ,  Three Mile Cross 
Wokingham RG7 1AT

Thursday 8th December 11am to 12pm 
Yellow Boards 
Junction A3095 Foresters Way &  
B3430 Nile Mile Ride 
Bracknell RG40 3DR

Stand in the Park Sundays 10.30am to 11.30am -  make friends & keep sane 

Wokingham 
Howard Palmer Gardens  Sturges Rd  RG40 2HD    

Bracknell  
South Hill Park, Rear Lawn,  RG12 7PA  

 👆please share👆

Stand Together 
https://t.me/StandTogetherSouthEast
https://www.standtogether.org.uk/

Telegram http://t.me/astandintheparkbracknell",en,,"[u'https://www.standtogether.org.uk/', u'http://t.me/astandintheparkbracknell', u'https://t.me/StandTogetherSouthEast']",2992,39,35584,[],,24,worlddoctorsalliance,worlddoctorsalliance,https://ttttt.me/worlddoctorsalliance,conspiracy,true,false,researcher,1480430374,,[u'US'],Telegram
36076470,393,08/12/22 01:10,https://t.me/klokkenchat/2153770,"Waarom maakt de WEF in het Midden Oosten geen 15 minuten steden,iedereen heeft daar een auto,de meest arme sloebers,terwijl ze niet eens echt kunnen rijden zelfs,en de lokale inclusief,terwijl grootste gros zuipt en al gevaxt is",nl,,[],,,,[],,393,klokkenchat,Klokkenluiders voor vrijheid,https://t.me/klokkenchat,corona/anti-vax,true,true,researcher,1427026955,"De meeste berichten gaan over de corona maatregelen of over vaccinatie. Er zitten wel wat links met Qanon, maar kanaal is meer corona gerelateerd",[u'NL'],Telegram
36076486,5472,08/12/22 01:12,https://t.me/s/beholdisraelchannel/12564,"Climate Lockdowns being trialed in UK
“Oxfordshire County Council Pass Climate Lockdown ‘trial’ to Begin in 2024
Oxfordshire County Council yesterday approved plans to lock residents into one of six zones to ‘save the planet’ from global warming. The latest stage in the ’15 minute city’ agenda is to place electronic gates on key roads in and out of the city, confining residents to their own neighbourhoods.
Under the new scheme if residents want to leave their zone they will need permission from the Council who gets to decide who is worthy of freedom and who isn’t. Under the new scheme residents will be allowed to leave their zone a maximum of 100 days per year, but in order to even gain this every resident will have to register their car details with the council who will then track their movements via smart cameras round the city.
Every resident will be required to register their car with the County Council who will then monitor how many times they leave their district via number plate recognition cameras. And don’t think you can beat the system if you’re a two car household. Those two cars will be counted as one meaning you will have to divide up the journeys between yourselves. 2 cars 50 journeys each; 3 cars 33 journeys each and so on.”",en,,[],61191,1684,,[],,5472,beholdisraelchannel,Amir Tsarfati,https://t.me/s/beholdisraelchannel,,true,false,snowball_complete,1361890342,,,Telegram
36079513,9290,08/12/22 05:36,https://t.me/s/flushoutthetruth/70406,"Saturday afternoon - helping Laura stop the World Economic Forum's plan to turn Oxford into a 15 Minute City.  You will be fined for driving out of your 15 minute (walking distance) neighbourhood more times than the council will allow.      

🟨 Yellow Freedom Boards  🟨 

Monday 5th December ❗️11am to 12pm ❗️
Yellow Boards  
Junction A332 Windsor Rd  
A330 Winkfield Road
Ascot SL5 7UL 

Wednesday 7th December 11am to 12pm 
Yellow Boards 
Junction A33 Basingstoke Road & 
B3349 Basingstoke Road ,  Three Mile Cross 
Wokingham RG7 1AT

Thursday 8th December 11am to 12pm 
Yellow Boards 
Junction A3095 Foresters Way &  
B3430 Nile Mile Ride 
Bracknell RG40 3DR

Stand in the Park Sundays 10.30am to 11.30am -  make friends & keep sane 

Wokingham 
Howard Palmer Gardens  Sturges Rd  RG40 2HD    

Bracknell  
South Hill Park, Rear Lawn,  RG12 7PA  

 👆please share👆

Stand Together 
https://t.me/StandTogetherSouthEast
https://www.standtogether.org.uk/

Telegram http://t.me/astandintheparkbracknell",en,,"[u'https://www.standtogether.org.uk/', u'http://t.me/astandintheparkbracknell', u'https://t.me/StandTogetherSouthEast']",13,1,35584,[],,9290,flushoutthetruth,Flush Out The Truth,https://t.me/s/flushoutthetruth,,true,false,snowball_complete,1367422246,,,Telegram
36080458,1416,08/12/22 06:28,https://t.me/s/FrMaWa/29358,"[🚨,](https://t.me/FrMaWa),Keine Überraschung: 
Die Klima-Lockdowns kommen

Oxford – Der Stadtrat der weltberühmten Universitätsstadt in Großbritannien hat vergangene Woche beschlossen, die Bürger der Stadt zeitweilig einzusperren, um das Weltklima zu retten. 
Ab 2024 soll die Stadt in sechs Zonen aufgeteilt sein, jede Zone eine „15-Minute-City“ nach Plänen von Klaus Schwabs WEF. 

Die „15 Minuten Stadt“ beschreibt ein Konzept, das auf den Seiten des WEF näher erklärt wird. Alles, was der urbane Mensch zum Leben braucht, soll sich in einem Radius von 15 Minuten rund um seine Wohnung befinden. Diese 15 Minuten beziehen sich auf Wege, die entweder zu Fuß oder mit dem Fahrrad zurückzulegen sind. Innerhalb dieser Zone darf auch das Auto benützt werden. Wer mit seinem Auto in eine andere Stadtzone fahren will, kann das ab 2024 noch zwei Mal in der Woche tun. Die 15-Minuten-Regel wird an 100 Tagen des Jahres ausgesetzt. Verbunden ist das Ganze mit einer ausufernden Überwachung. 

An den „Zonengrenzen“ gibt es eine automatisierte Verkehrsüberwachung, die Nummernschilder registriert. Ein System von sogenannten „Smart Cameras“ überwacht dann die Bewegung eines jeden Fahrzeugs in der gesamten Stadt und stellt so z.B. fest, ob ein Fahrzeug unerlaubterweise die eigene Zone verläßt...""

♻[️ Artikel zum weiterlesen](https://journalistenwatch.com/2022/12/06/keine-ueberraschung-die-klima-lockdowns-kommen/)    

#Klimalockdown #WEF #NWO #GreatReset 

Wahrheit macht frei und Freiheit macht wahr 
👉 https://t.me/FrMaWa
Denk selbst und informiere Dich 🧩",de,,"[u'https://t.me/FrMaWa', u'https://journalistenwatch.com/2022/12/06/keine-ueberraschung-die-klima-lockdowns-kommen/']",1921,72,,[],,1416,FrMaWa,"🍀Freiheit macht Wahr, Wahrheit macht Frei🍀",https://t.me/s/FrMaWa,,true,false,snowball_complete,1152581935,,,Telegram
36081893,10277,08/12/22 07:27,https://t.me/s/RealLandDownUnder/50891,"Saturday afternoon - helping Laura stop the World Economic Forum's plan to turn Oxford into a 15 Minute City.  You will be fined for driving out of your 15 minute (walking distance) neighbourhood more times than the council will allow.      

🟨 Yellow Freedom Boards  🟨 

Monday 5th December ❗️11am to 12pm ❗️
Yellow Boards  
Junction A332 Windsor Rd  
A330 Winkfield Road
Ascot SL5 7UL 

Wednesday 7th December 11am to 12pm 
Yellow Boards 
Junction A33 Basingstoke Road & 
B3349 Basingstoke Road ,  Three Mile Cross 
Wokingham RG7 1AT

Thursday 8th December 11am to 12pm 
Yellow Boards 
Junction A3095 Foresters Way &  
B3430 Nile Mile Ride 
Bracknell RG40 3DR

Stand in the Park Sundays 10.30am to 11.30am -  make friends & keep sane 

Wokingham 
Howard Palmer Gardens  Sturges Rd  RG40 2HD    

Bracknell  
South Hill Park, Rear Lawn,  RG12 7PA  

 👆please share👆

Stand Together 
https://t.me/StandTogetherSouthEast
https://www.standtogether.org.uk/

Telegram http://t.me/astandintheparkbracknell",en,,"[u'https://www.standtogether.org.uk/', u'http://t.me/astandintheparkbracknell', u'https://t.me/StandTogetherSouthEast']",63,0,35584,[],,10277,RealLandDownUnder,🇦🇺Land Down Under🇦🇺,https://t.me/s/RealLandDownUnder,,true,false,snowball_complete,1219452476,,,Telegram
35915424,4988,04/12/22 21:49,https://t.me/s/FionaRoseDiamond/3270,"COMING TO A CITY NEAR YOU!

Oxfordshire County Council Pass Climate Lockdown ‘trial’ to Begin in 2024

Oxfordshire County Council yesterday approved plans to lock residents into one of six zones to ‘save the planet’ from global warming. The latest stage in the ’15 minute city’ agenda is to place electronic gates on key roads in and out of the city, confining residents to their own neighbourhoods.

Under the new scheme if residents want to leave their zone they will need permission from the Council who gets to decide who is worthy of freedom and who isn’t. Under the new scheme residents will be allowed to leave their zone a maximum of 100 days per year, but in order to even gain this every resident will have to register their car details with the council who will then track their movements via smart cameras round the city.

Communism will make the weather better.

https://wattsupwiththat.com/2022/12/04/oxfordshire-council-to-trial-a-climate-lockdown-starting-2024/

@FionaRoseDiamond",en,,[u'https://wattsupwiththat.com/2022/12/04/oxfordshire-council-to-trial-a-climate-lockdown-starting-2024/'],2070,129,,[],,4988,FionaRoseDiamond,Fiona Rose Diamond,https://t.me/s/FionaRoseDiamond,,true,false,snowball_complete,1480632020,,,Telegram
35918396,1581,05/12/22 00:44,https://t.me/s/TheConspiracyHole/35796,"Under the new scheme residents will be allowed to leave their zone a maximum of 100 days per year, but in order to even gain this every resident will have to register their car details with the council who will then track their movements via smart cameras round the city.

The 15 Minute City is a [UN](https://unfccc.int/blog/the-15-minute-city) and [WEF plan](https://www.weforum.org/agenda/2022/03/15-minute-city-stickiness/) . You will be tracked and trapped in your suburb and happy about it.[—IClimat](https://iowaclimate.org/2022/12/03/oxford-2024-climate-lockdowns-start-you-will-be-tracked-and-trapped-in-your-suburb-and-happy-about-it/)e",en,,"[u'https://iowaclimate.org/2022/12/03/oxford-2024-climate-lockdowns-start-you-will-be-tracked-and-trapped-in-your-suburb-and-happy-about-it/', u'https://www.weforum.org/agenda/2022/03/15-minute-city-stickiness/', u'https://unfccc.int/blog/the-15-minute-city']",9456,302,,[],,1581,TheConspiracyHole,The Conspiracy Hole,https://t.me/s/TheConspiracyHole,,true,false,snowball_complete,1335927003,,,Telegram
35921533,12367,05/12/22 05:44,https://t.me/s/technocraticdystopia/5350,"The latest stage in the ’15 minute city’ agenda is to place electronic gates on key roads in and out of the city, confining residents to their own neighbourhoods.

The 15 Minute City is a [UN](https://unfccc.int/blog/the-15-minute-city) and [WEF plan](https://www.weforum.org/agenda/2022/03/15-minute-city-stickiness/) . You will be tracked and trapped in your suburb and happy about it.[—IClimat](https://iowaclimate.org/2022/12/03/oxford-2024-climate-lockdowns-start-you-will-be-tracked-and-trapped-in-your-suburb-and-happy-about-it/)e

@TechnocraticNW",en,,"[u'https://iowaclimate.org/2022/12/03/oxford-2024-climate-lockdowns-start-you-will-be-tracked-and-trapped-in-your-suburb-and-happy-about-it/', u'https://www.weforum.org/agenda/2022/03/15-minute-city-stickiness/', u'https://unfccc.int/blog/the-15-minute-city']",33,0,113275,[],,12367,technocraticdystopia,Technocracy 2.0.,https://t.me/s/technocraticdystopia,,true,false,snowball_complete,1697760392,,,Telegram
