"","channel_url","followers","metric","value"
"69","https://t.me/DWITACHAT",1327,"Total Views",180872
"70","https://t.me/DWITACHAT",1327,"Mean Views",6956.61538461538
"71","https://t.me/DWITACHAT",1327,"Total Forwards",3738
"72","https://t.me/DWITACHAT",1327,"Mean Fowards",143.769230769231
"73","https://t.me/DavidaCamQrani",3922,"Total Views",3006
"74","https://t.me/DavidaCamQrani",3922,"Mean Views",751.5
"75","https://t.me/DavidaCamQrani",3922,"Total Forwards",54
"76","https://t.me/DavidaCamQrani",3922,"Mean Fowards",13.5
"77","https://t.me/DeutscherPatriot2021",170,"Total Views",459
"78","https://t.me/DeutscherPatriot2021",170,"Mean Views",19.125
"79","https://t.me/DeutscherPatriot2021",170,"Total Forwards",5
"80","https://t.me/DeutscherPatriot2021",170,"Mean Fowards",0.208333333333333
"81","https://t.me/DigitalPatrioten",793,"Total Views",468
"82","https://t.me/DigitalPatrioten",793,"Mean Views",156
"83","https://t.me/DigitalPatrioten",793,"Total Forwards",8
"84","https://t.me/DigitalPatrioten",793,"Mean Fowards",2.66666666666667
"85","https://t.me/DigitalSoldiersGermanyNews",6,"Total Views",53492
"86","https://t.me/DigitalSoldiersGermanyNews",6,"Mean Views",3146.58823529412
"87","https://t.me/DigitalSoldiersGermanyNews",6,"Total Forwards",762
"88","https://t.me/DigitalSoldiersGermanyNews",6,"Mean Fowards",44.8235294117647
"89","https://t.me/Doc_Heinrich_Fiechtner",8707,"Total Views",834
"90","https://t.me/Doc_Heinrich_Fiechtner",8707,"Mean Views",417
"91","https://t.me/Doc_Heinrich_Fiechtner",8707,"Total Forwards",20
"92","https://t.me/Doc_Heinrich_Fiechtner",8707,"Mean Fowards",10
"93","https://t.me/Dr_Heinrich_Fiechtner",20082,"Total Views",52581
"94","https://t.me/Dr_Heinrich_Fiechtner",20082,"Mean Views",7511.57142857143
"95","https://t.me/Dr_Heinrich_Fiechtner",20082,"Total Forwards",577
"96","https://t.me/Dr_Heinrich_Fiechtner",20082,"Mean Fowards",82.4285714285714
"97","https://t.me/EARTHQLEANINGTHUNDER2Q2Q",240,"Total Views",2363
"98","https://t.me/EARTHQLEANINGTHUNDER2Q2Q",240,"Mean Views",24.360824742268
"99","https://t.me/EARTHQLEANINGTHUNDER2Q2Q",240,"Total Forwards",88
"100","https://t.me/EARTHQLEANINGTHUNDER2Q2Q",240,"Mean Fowards",0.907216494845361
"101","https://t.me/EfAuF",1727,"Total Views",0
"102","https://t.me/EfAuF",1727,"Mean Views",NA
"103","https://t.me/EfAuF",1727,"Total Forwards",0
"104","https://t.me/EfAuF",1727,"Mean Fowards",NA
"105","https://t.me/Er_Volkslehrer",12878,"Total Views",620
"106","https://t.me/Er_Volkslehrer",12878,"Mean Views",620
"107","https://t.me/Er_Volkslehrer",12878,"Total Forwards",4
"108","https://t.me/Er_Volkslehrer",12878,"Mean Fowards",4
"109","https://t.me/ExposeThePEDOSendTheCABAL",87831,"Total Views",399
"110","https://t.me/ExposeThePEDOSendTheCABAL",87831,"Mean Views",399
"111","https://t.me/ExposeThePEDOSendTheCABAL",87831,"Total Forwards",1
"112","https://t.me/ExposeThePEDOSendTheCABAL",87831,"Mean Fowards",1
"113","https://t.me/FaktenFriedenFreiheit",109248,"Total Views",618630
"114","https://t.me/FaktenFriedenFreiheit",109248,"Mean Views",11456.1111111111
"115","https://t.me/FaktenFriedenFreiheit",109248,"Total Forwards",10061
"116","https://t.me/FaktenFriedenFreiheit",109248,"Mean Fowards",186.314814814815
"117","https://t.me/Fall_of_the_Cabal",69338,"Total Views",134629
"118","https://t.me/Fall_of_the_Cabal",69338,"Mean Views",6410.90476190476
"119","https://t.me/Fall_of_the_Cabal",69338,"Total Forwards",2351
"120","https://t.me/Fall_of_the_Cabal",69338,"Mean Fowards",111.952380952381
"121","https://t.me/FreedomWarriorsUk",1390,"Total Views",16873
"122","https://t.me/FreedomWarriorsUk",1390,"Mean Views",80.347619047619
"123","https://t.me/FreedomWarriorsUk",1390,"Total Forwards",199
"124","https://t.me/FreedomWarriorsUk",1390,"Mean Fowards",0.947619047619048
"125","https://t.me/FulvioOscar",2957,"Total Views",0
"126","https://t.me/FulvioOscar",2957,"Mean Views",NA
"127","https://t.me/FulvioOscar",2957,"Total Forwards",0
"128","https://t.me/FulvioOscar",2957,"Mean Fowards",NA
"129","https://t.me/GHZFriedrichMaik",16072,"Total Views",79012
"130","https://t.me/GHZFriedrichMaik",16072,"Mean Views",7901.2
"131","https://t.me/GHZFriedrichMaik",16072,"Total Forwards",6589
"132","https://t.me/GHZFriedrichMaik",16072,"Mean Fowards",658.9
"133","https://t.me/GeorQeMedia",9199,"Total Views",1854
"134","https://t.me/GeorQeMedia",9199,"Mean Views",618
"135","https://t.me/GeorQeMedia",9199,"Total Forwards",50
"136","https://t.me/GeorQeMedia",9199,"Mean Fowards",16.6666666666667
"137","https://t.me/GesaraNederland",10356,"Total Views",14903
"138","https://t.me/GesaraNederland",10356,"Mean Views",1655.88888888889
"139","https://t.me/GesaraNederland",10356,"Total Forwards",223
"140","https://t.me/GesaraNederland",10356,"Mean Fowards",24.7777777777778
"141","https://t.me/GrandeRisveglio",1908,"Total Views",957
"142","https://t.me/GrandeRisveglio",1908,"Mean Views",191.4
"143","https://t.me/GrandeRisveglio",1908,"Total Forwards",16
"144","https://t.me/GrandeRisveglio",1908,"Mean Fowards",3.2
"145","https://t.me/GreatBritishBird_News",9814,"Total Views",102643
"146","https://t.me/GreatBritishBird_News",9814,"Mean Views",968.330188679245
"147","https://t.me/GreatBritishBird_News",9814,"Total Forwards",1318
"148","https://t.me/GreatBritishBird_News",9814,"Mean Fowards",12.4339622641509
"149","https://t.me/Haintz",100192,"Total Views",426600
"150","https://t.me/Haintz",100192,"Mean Views",20314.2857142857
"151","https://t.me/Haintz",100192,"Total Forwards",7787
"152","https://t.me/Haintz",100192,"Mean Fowards",370.809523809524
"153","https://t.me/ItalianPatriots",2903,"Total Views",1002
"154","https://t.me/ItalianPatriots",2903,"Mean Views",125.25
"155","https://t.me/ItalianPatriots",2903,"Total Forwards",9
"156","https://t.me/ItalianPatriots",2903,"Mean Fowards",1.125
"157","https://t.me/JMediaport",2298,"Total Views",171
"158","https://t.me/JMediaport",2298,"Mean Views",171
"159","https://t.me/JMediaport",2298,"Total Forwards",3
"160","https://t.me/JMediaport",2298,"Mean Fowards",3
"161","https://t.me/JustDudeChannel",98696,"Total Views",551266
"162","https://t.me/JustDudeChannel",98696,"Mean Views",7875.22857142857
"163","https://t.me/JustDudeChannel",98696,"Total Forwards",9466
"164","https://t.me/JustDudeChannel",98696,"Mean Fowards",135.228571428571
"165","https://t.me/KateBono",7624,"Total Views",85194
"166","https://t.me/KateBono",7624,"Mean Views",3549.75
"167","https://t.me/KateBono",7624,"Total Forwards",997
"168","https://t.me/KateBono",7624,"Mean Fowards",41.5416666666667
"169","https://t.me/KathyStevens17",3279,"Total Views",0
"170","https://t.me/KathyStevens17",3279,"Mean Views",NA
"171","https://t.me/KathyStevens17",3279,"Total Forwards",0
"172","https://t.me/KathyStevens17",3279,"Mean Fowards",NA
"173","https://t.me/KlarTraum_Offenlegungen",3793,"Total Views",3799
"174","https://t.me/KlarTraum_Offenlegungen",3793,"Mean Views",1266.33333333333
"175","https://t.me/KlarTraum_Offenlegungen",3793,"Total Forwards",6
"176","https://t.me/KlarTraum_Offenlegungen",3793,"Mean Fowards",2
"177","https://t.me/Klartext2021Gemeinsam",62131,"Total Views",368351
"178","https://t.me/Klartext2021Gemeinsam",62131,"Mean Views",9955.43243243243
"179","https://t.me/Klartext2021Gemeinsam",62131,"Total Forwards",8601
"180","https://t.me/Klartext2021Gemeinsam",62131,"Mean Fowards",232.459459459459
"181","https://t.me/LGRVAUCLUSETALENTOURS",353,"Total Views",12402
"182","https://t.me/LGRVAUCLUSETALENTOURS",353,"Mean Views",2480.4
"183","https://t.me/LGRVAUCLUSETALENTOURS",353,"Total Forwards",146
"184","https://t.me/LGRVAUCLUSETALENTOURS",353,"Mean Fowards",29.2
"185","https://t.me/LeGrandReveil",100790,"Total Views",15737
"186","https://t.me/LeGrandReveil",100790,"Mean Views",7868.5
"187","https://t.me/LeGrandReveil",100790,"Total Forwards",254
"188","https://t.me/LeGrandReveil",100790,"Mean Fowards",127
"189","https://t.me/LesPangolins",3161,"Total Views",333254
"190","https://t.me/LesPangolins",3161,"Mean Views",5648.37288135593
"191","https://t.me/LesPangolins",3161,"Total Forwards",10813
"192","https://t.me/LesPangolins",3161,"Mean Fowards",183.271186440678
"193","https://t.me/LesPatriQts",10189,"Total Views",23632
"194","https://t.me/LesPatriQts",10189,"Mean Views",2363.2
"195","https://t.me/LesPatriQts",10189,"Total Forwards",338
"196","https://t.me/LesPatriQts",10189,"Mean Fowards",33.8
"197","https://t.me/Marieallin",2899,"Total Views",14474
"198","https://t.me/Marieallin",2899,"Mean Views",391.189189189189
"199","https://t.me/Marieallin",2899,"Total Forwards",355
"200","https://t.me/Marieallin",2899,"Mean Fowards",9.5945945945946
"201","https://t.me/NeuzeitNachrichten",49865,"Total Views",95845
"202","https://t.me/NeuzeitNachrichten",49865,"Mean Views",7372.69230769231
"203","https://t.me/NeuzeitNachrichten",49865,"Total Forwards",2175
"204","https://t.me/NeuzeitNachrichten",49865,"Mean Fowards",167.307692307692
"205","https://t.me/NicholasVeniamin",128943,"Total Views",7398
"206","https://t.me/NicholasVeniamin",128943,"Mean Views",7398
"207","https://t.me/NicholasVeniamin",128943,"Total Forwards",147
"208","https://t.me/NicholasVeniamin",128943,"Mean Fowards",147
"209","https://t.me/OPFreedom",6166,"Total Views",643
"210","https://t.me/OPFreedom",6166,"Mean Views",214.333333333333
"211","https://t.me/OPFreedom",6166,"Total Forwards",14
"212","https://t.me/OPFreedom",6166,"Mean Fowards",4.66666666666667
"213","https://t.me/OfficialOccupyTheGettyPage",4376,"Total Views",0
"214","https://t.me/OfficialOccupyTheGettyPage",4376,"Mean Views",NA
"215","https://t.me/OfficialOccupyTheGettyPage",4376,"Total Forwards",0
"216","https://t.me/OfficialOccupyTheGettyPage",4376,"Mean Fowards",NA
"217","https://t.me/OutoftheBoxTV_kanal2",4629,"Total Views",41080
"218","https://t.me/OutoftheBoxTV_kanal2",4629,"Mean Views",547.733333333333
"219","https://t.me/OutoftheBoxTV_kanal2",4629,"Total Forwards",581
"220","https://t.me/OutoftheBoxTV_kanal2",4629,"Mean Fowards",7.74666666666667
"221","https://t.me/PAWales",680,"Total Views",4116
"222","https://t.me/PAWales",680,"Mean Views",316.615384615385
"223","https://t.me/PAWales",680,"Total Forwards",46
"224","https://t.me/PAWales",680,"Mean Fowards",3.53846153846154
"225","https://t.me/PatrioticAlternativeOfficial",5142,"Total Views",4405
"226","https://t.me/PatrioticAlternativeOfficial",5142,"Mean Views",367.083333333333
"227","https://t.me/PatrioticAlternativeOfficial",5142,"Total Forwards",16
"228","https://t.me/PatrioticAlternativeOfficial",5142,"Mean Fowards",1.33333333333333
"229","https://t.me/PatriziaRamettaChat",729,"Total Views",3148168
"230","https://t.me/PatriziaRamettaChat",729,"Mean Views",11924.8787878788
"231","https://t.me/PatriziaRamettaChat",729,"Total Forwards",78190
"232","https://t.me/PatriziaRamettaChat",729,"Mean Fowards",296.174242424242
"233","https://t.me/PepeMatter",210776,"Total Views",10971
"234","https://t.me/PepeMatter",210776,"Mean Views",10971
"235","https://t.me/PepeMatter",210776,"Total Forwards",309
"236","https://t.me/PepeMatter",210776,"Mean Fowards",309
"237","https://t.me/PharaoneninGR",333,"Total Views",279
"238","https://t.me/PharaoneninGR",333,"Mean Views",69.75
"239","https://t.me/PharaoneninGR",333,"Total Forwards",6
"240","https://t.me/PharaoneninGR",333,"Mean Fowards",1.5
"241","https://t.me/Potusitaly/",6265,"Total Views",14970
"242","https://t.me/Potusitaly/",6265,"Mean Views",3742.5
"243","https://t.me/Potusitaly/",6265,"Total Forwards",621
"244","https://t.me/Potusitaly/",6265,"Mean Fowards",155.25
"245","https://t.me/PourquoiPasOneNation",963,"Total Views",0
"246","https://t.me/PourquoiPasOneNation",963,"Mean Views",NA
"247","https://t.me/PourquoiPasOneNation",963,"Total Forwards",0
"248","https://t.me/PourquoiPasOneNation",963,"Mean Fowards",NA
"249","https://t.me/QANON_IT",219,"Total Views",1003
"250","https://t.me/QANON_IT",219,"Mean Views",27.1081081081081
"251","https://t.me/QANON_IT",219,"Total Forwards",31
"252","https://t.me/QANON_IT",219,"Mean Fowards",0.837837837837838
"253","https://t.me/QAnons_italia",276,"Total Views",0
"254","https://t.me/QAnons_italia",276,"Mean Views",NA
"255","https://t.me/QAnons_italia",276,"Total Forwards",0
"256","https://t.me/QAnons_italia",276,"Mean Fowards",NA
"257","https://t.me/QAufwachennextlevel",69,"Total Views",515367
"258","https://t.me/QAufwachennextlevel",69,"Mean Views",46851.5454545455
"259","https://t.me/QAufwachennextlevel",69,"Total Forwards",13640
"260","https://t.me/QAufwachennextlevel",69,"Mean Fowards",1240
"261","https://t.me/QDisclosure17",42424,"Total Views",44170
"262","https://t.me/QDisclosure17",42424,"Mean Views",3680.83333333333
"263","https://t.me/QDisclosure17",42424,"Total Forwards",963
"264","https://t.me/QDisclosure17",42424,"Mean Fowards",80.25
"265","https://t.me/QDumbs",101,"Total Views",1588565
"266","https://t.me/QDumbs",101,"Mean Views",31148.3333333333
"267","https://t.me/QDumbs",101,"Total Forwards",55701
"268","https://t.me/QDumbs",101,"Mean Fowards",1092.17647058824
"269","https://t.me/QITALIA",13073,"Total Views",57246
"270","https://t.me/QITALIA",13073,"Mean Views",3180.33333333333
"271","https://t.me/QITALIA",13073,"Total Forwards",944
"272","https://t.me/QITALIA",13073,"Mean Fowards",52.4444444444444
"273","https://t.me/QQ176",6879,"Total Views",9415
"274","https://t.me/QQ176",6879,"Mean Views",2353.75
"275","https://t.me/QQ176",6879,"Total Forwards",136
"276","https://t.me/QQ176",6879,"Mean Fowards",34
"277","https://t.me/QV_TeamNews",43,"Total Views",127
"278","https://t.me/QV_TeamNews",43,"Mean Views",3.96875
"279","https://t.me/QV_TeamNews",43,"Total Forwards",1
"280","https://t.me/QV_TeamNews",43,"Mean Fowards",0.03125
"281","https://t.me/Q_Anon8",38819,"Total Views",15302
"282","https://t.me/Q_Anon8",38819,"Mean Views",3060.4
"283","https://t.me/Q_Anon8",38819,"Total Forwards",159
"284","https://t.me/Q_Anon8",38819,"Mean Fowards",31.8
"285","https://t.me/Q_Channel_de",568,"Total Views",30
"286","https://t.me/Q_Channel_de",568,"Mean Views",10
"287","https://t.me/Q_Channel_de",568,"Total Forwards",1
"288","https://t.me/Q_Channel_de",568,"Mean Fowards",0.333333333333333
"289","https://t.me/Q_Gold",7307,"Total Views",6452
"290","https://t.me/Q_Gold",7307,"Mean Views",3226
"291","https://t.me/Q_Gold",7307,"Total Forwards",217
"292","https://t.me/Q_Gold",7307,"Mean Fowards",108.5
"293","https://t.me/Q_Grundlagen_des_Erwachens",8082,"Total Views",9120
"294","https://t.me/Q_Grundlagen_des_Erwachens",8082,"Mean Views",434.285714285714
"295","https://t.me/Q_Grundlagen_des_Erwachens",8082,"Total Forwards",182
"296","https://t.me/Q_Grundlagen_des_Erwachens",8082,"Mean Fowards",8.66666666666667
"297","https://t.me/Q_Kingdom",6303,"Total Views",3518
"298","https://t.me/Q_Kingdom",6303,"Mean Views",586.333333333333
"299","https://t.me/Q_Kingdom",6303,"Total Forwards",49
"300","https://t.me/Q_Kingdom",6303,"Mean Fowards",8.16666666666667
"301","https://t.me/Q_WIKI_Goetterwissen",1156,"Total Views",414
"302","https://t.me/Q_WIKI_Goetterwissen",1156,"Mean Views",82.8
"303","https://t.me/Q_WIKI_Goetterwissen",1156,"Total Forwards",6
"304","https://t.me/Q_WIKI_Goetterwissen",1156,"Mean Fowards",1.2
"305","https://t.me/QlobalChange",115544,"Total Views",291485
"306","https://t.me/QlobalChange",115544,"Mean Views",41640.7142857143
"307","https://t.me/QlobalChange",115544,"Total Forwards",7171
"308","https://t.me/QlobalChange",115544,"Mean Fowards",1024.42857142857
"309","https://t.me/QtimeNetwork",53621,"Total Views",13726
"310","https://t.me/QtimeNetwork",53621,"Mean Views",4575.33333333333
"311","https://t.me/QtimeNetwork",53621,"Total Forwards",163
"312","https://t.me/QtimeNetwork",53621,"Mean Fowards",54.3333333333333
"313","https://t.me/Radio_Q_Chat",510,"Total Views",0
"314","https://t.me/Radio_Q_Chat",510,"Mean Views",NA
"315","https://t.me/Radio_Q_Chat",510,"Total Forwards",0
"316","https://t.me/Radio_Q_Chat",510,"Mean Fowards",NA
"317","https://t.me/RealGenFlynn",264415,"Total Views",22475
"318","https://t.me/RealGenFlynn",264415,"Mean Views",22475
"319","https://t.me/RealGenFlynn",264415,"Total Forwards",547
"320","https://t.me/RealGenFlynn",264415,"Mean Fowards",547
"321","https://t.me/RedOctoberQ",15002,"Total Views",1169
"322","https://t.me/RedOctoberQ",15002,"Mean Views",584.5
"323","https://t.me/RedOctoberQ",15002,"Total Forwards",12
"324","https://t.me/RedOctoberQ",15002,"Mean Fowards",6
"325","https://t.me/RedPillDealer4833",14635,"Total Views",46052
"326","https://t.me/RedPillDealer4833",14635,"Mean Views",3070.13333333333
"327","https://t.me/RedPillDealer4833",14635,"Total Forwards",969
"328","https://t.me/RedPillDealer4833",14635,"Mean Fowards",64.6
"329","https://t.me/RinusVerhagen",3287,"Total Views",28679
"330","https://t.me/RinusVerhagen",3287,"Mean Views",1194.95833333333
"331","https://t.me/RinusVerhagen",3287,"Total Forwards",1027
"332","https://t.me/RinusVerhagen",3287,"Mean Fowards",42.7916666666667
"333","https://t.me/RossellaFidanza",41488,"Total Views",278944
"334","https://t.me/RossellaFidanza",41488,"Mean Views",12679.2727272727
"335","https://t.me/RossellaFidanza",41488,"Total Forwards",4413
"336","https://t.me/RossellaFidanza",41488,"Mean Fowards",200.590909090909
"337","https://t.me/Rus_imperia",2322,"Total Views",301
"338","https://t.me/Rus_imperia",2322,"Mean Views",150.5
"339","https://t.me/Rus_imperia",2322,"Total Forwards",3
"340","https://t.me/Rus_imperia",2322,"Mean Fowards",1.5
"341","https://t.me/STFNREPORT",63331,"Total Views",123459
"342","https://t.me/STFNREPORT",63331,"Mean Views",7262.29411764706
"343","https://t.me/STFNREPORT",63331,"Total Forwards",1565
"344","https://t.me/STFNREPORT",63331,"Mean Fowards",92.0588235294118
"345","https://t.me/Salim_Laibi_LLP",58646,"Total Views",67570
"346","https://t.me/Salim_Laibi_LLP",58646,"Mean Views",6757
"347","https://t.me/Salim_Laibi_LLP",58646,"Total Forwards",929
"348","https://t.me/Salim_Laibi_LLP",58646,"Mean Fowards",92.9
"349","https://t.me/Sammlung_Bernd_Gaa",46,"Total Views",70
"350","https://t.me/Sammlung_Bernd_Gaa",46,"Mean Views",3.18181818181818
"351","https://t.me/Sammlung_Bernd_Gaa",46,"Total Forwards",4
"352","https://t.me/Sammlung_Bernd_Gaa",46,"Mean Fowards",0.181818181818182
"353","https://t.me/Schlafschafkanal",16191,"Total Views",44681
"354","https://t.me/Schlafschafkanal",16191,"Mean Views",1942.65217391304
"355","https://t.me/Schlafschafkanal",16191,"Total Forwards",1143
"356","https://t.me/Schlafschafkanal",16191,"Mean Fowards",49.695652173913
"357","https://t.me/SergeantRobertHorton",16797,"Total Views",1301
"358","https://t.me/SergeantRobertHorton",16797,"Mean Views",650.5
"359","https://t.me/SergeantRobertHorton",16797,"Total Forwards",14
"360","https://t.me/SergeantRobertHorton",16797,"Mean Fowards",7
"361","https://t.me/StoryOfBlackBond",23245,"Total Views",64322
"362","https://t.me/StoryOfBlackBond",23245,"Mean Views",4288.13333333333
"363","https://t.me/StoryOfBlackBond",23245,"Total Forwards",1336
"364","https://t.me/StoryOfBlackBond",23245,"Mean Fowards",89.0666666666667
"365","https://t.me/Tat_Sachen",4173,"Total Views",11305
"366","https://t.me/Tat_Sachen",4173,"Mean Views",434.807692307692
"367","https://t.me/Tat_Sachen",4173,"Total Forwards",351
"368","https://t.me/Tat_Sachen",4173,"Mean Fowards",13.5
"369","https://t.me/TeichWWG1WGA",1887,"Total Views",11471
"370","https://t.me/TeichWWG1WGA",1887,"Mean Views",370.032258064516
"371","https://t.me/TeichWWG1WGA",1887,"Total Forwards",267
"372","https://t.me/TeichWWG1WGA",1887,"Mean Fowards",8.61290322580645
"373","https://t.me/Terrae_Liberatae_Lux_Vicit",151,"Total Views",7
"374","https://t.me/Terrae_Liberatae_Lux_Vicit",151,"Mean Views",7
"375","https://t.me/Terrae_Liberatae_Lux_Vicit",151,"Total Forwards",1
"376","https://t.me/Terrae_Liberatae_Lux_Vicit",151,"Mean Fowards",1
"377","https://t.me/TheOfficialSantino",9980,"Total Views",9679
"378","https://t.me/TheOfficialSantino",9980,"Mean Views",645.266666666667
"379","https://t.me/TheOfficialSantino",9980,"Total Forwards",161
"380","https://t.me/TheOfficialSantino",9980,"Mean Fowards",10.7333333333333
"381","https://t.me/ThePatriotVoiceUS",22951,"Total Views",318593
"382","https://t.me/ThePatriotVoiceUS",22951,"Mean Views",11378.3214285714
"383","https://t.me/ThePatriotVoiceUS",22951,"Total Forwards",6730
"384","https://t.me/ThePatriotVoiceUS",22951,"Mean Fowards",240.357142857143
"385","https://t.me/TheStormHasArrived17",148452,"Total Views",5480
"386","https://t.me/TheStormHasArrived17",148452,"Mean Views",5480
"387","https://t.me/TheStormHasArrived17",148452,"Total Forwards",195
"388","https://t.me/TheStormHasArrived17",148452,"Mean Fowards",195
"389","https://t.me/The_StormQ17",35576,"Total Views",26815
"390","https://t.me/The_StormQ17",35576,"Mean Views",2437.72727272727
"391","https://t.me/The_StormQ17",35576,"Total Forwards",514
"392","https://t.me/The_StormQ17",35576,"Mean Fowards",46.7272727272727
"393","https://t.me/Thomas_Sewell",9033,"Total Views",5803
"394","https://t.me/Thomas_Sewell",9033,"Mean Views",1934.33333333333
"395","https://t.me/Thomas_Sewell",9033,"Total Forwards",66
"396","https://t.me/Thomas_Sewell",9033,"Mean Fowards",22
"397","https://t.me/TommyRobinsonNews",157254,"Total Views",1599767
"398","https://t.me/TommyRobinsonNews",157254,"Mean Views",24611.8
"399","https://t.me/TommyRobinsonNews",157254,"Total Forwards",19851
"400","https://t.me/TommyRobinsonNews",157254,"Mean Fowards",305.4
"401","https://t.me/TraditionalBritainGroup",4568,"Total Views",6242
"402","https://t.me/TraditionalBritainGroup",4568,"Mean Views",1040.33333333333
"403","https://t.me/TraditionalBritainGroup",4568,"Total Forwards",44
"404","https://t.me/TraditionalBritainGroup",4568,"Mean Fowards",7.33333333333333
"405","https://t.me/TraugottIckerothLiveticker",24732,"Total Views",679974
"406","https://t.me/TraugottIckerothLiveticker",24732,"Mean Views",7726.97727272727
"407","https://t.me/TraugottIckerothLiveticker",24732,"Total Forwards",8755
"408","https://t.me/TraugottIckerothLiveticker",24732,"Mean Fowards",99.4886363636364
"409","https://t.me/TruthHammer",72551,"Total Views",25065
"410","https://t.me/TruthHammer",72551,"Mean Views",8355
