"","term1","term2","cooc","fifteen_minutes","climate_lockdown","ulez","insect"
"117","huidig","partij",4,NA,NA,4,NA
"118","boerderij","plat",4,NA,NA,4,NA
"119","nieuw","kledingstuk",4,NA,NA,4,NA
"120","Qr","code",4,NA,NA,4,NA
"121","groot","geheel",4,NA,NA,4,NA
"122","boven","fragment",4,NA,NA,4,NA
"123","smren","city",4,NA,NA,4,NA
"124","hoog","frequentie",4,NA,NA,4,NA
"125","internet","nieuw",4,NA,NA,4,NA
"126","nieuw","zijn.[",4,NA,NA,4,NA
"127","vierkant","kilometer",4,NA,NA,4,NA
"128","city-functies)[","18]",4,NA,NA,4,NA
"129","slim","straatverlichting",4,NA,NA,4,NA
"130","car-to-car","communicatie",4,NA,NA,4,NA
"131","remoot","computing",4,NA,NA,4,NA
"132","afstand","toegang",4,NA,NA,4,NA
"133","tactiel","internet",4,NA,NA,4,NA
"134","afstand","virtueel",4,NA,NA,4,NA
"135","virtueel","machine",4,NA,NA,4,NA
"136","asset","tracking",4,NA,NA,4,NA
"137","bouwbedrijven","mogelijk",4,NA,NA,4,NA
"138","totaal","energieverbruik",4,NA,NA,4,NA
"139","groot","energieverbruiker",4,NA,NA,4,NA
"140","onbekend","Oostenrijks",4,NA,NA,4,NA
"141","wetenschappelijk","studie",4,NA,NA,2,2
"142","lokaal","partij",4,NA,NA,4,NA
"143","wit","kastje",4,NA,NA,4,NA
"144","corrupt","kabinet",4,NA,NA,1,3
"145","*Oostenrijk","Open",4,NA,NA,NA,4
"146","Open","brief",4,NA,NA,NA,4
"147","voormalig","medewerker",4,NA,NA,NA,4
"148","goed","minister",4,NA,NA,NA,4
"149","Oostenrijks","burger",4,NA,NA,NA,4
"150","ziekteverwekkend","insecticide",4,NA,NA,NA,4
"151","talrijk","chronisch",4,NA,NA,NA,4
"152","chronisch","ziekte",4,NA,NA,NA,4
"153","talloos","menselijk",4,NA,NA,NA,4
"154","menselijk","ziektekieem",4,NA,NA,NA,4
"155","voedsel","stoppen",4,NA,NA,NA,4
"156","informatief","artikel",4,NA,NA,NA,4
"157","wetenschappelijk","paper",4,NA,NA,NA,4
"158","intern","rapport",4,NA,NA,NA,4
"159","koeien","ziek",4,NA,NA,NA,4
"160","ziek","herkauwer",4,NA,NA,NA,4
"161","risico","insectenvoedsel",4,NA,NA,NA,4
"162","allergeen","structuur",4,NA,NA,NA,4
"163","ander","ziekteverwekker",4,NA,NA,NA,4
"164","voedselket","terechtkomen",4,NA,NA,NA,4
"165","schaal","insect",4,NA,NA,NA,4
"166","faculteit","diergeneeskunde",4,NA,NA,NA,4
"167","bijzonder","gevaarlijk",4,NA,NA,NA,4
"168","ander","varen",4,NA,NA,NA,4
"169","steroï","hormoon",4,NA,NA,NA,4
"170","ander","masculinisatie",4,NA,NA,NA,4
"171","restje","fatsoen",4,NA,NA,NA,4
"172","oud","persoon",4,NA,NA,NA,4
"173","menselijk","consumptie",4,NA,NA,NA,4
"174","ander","insect",4,NA,NA,NA,4
"175","ander","voedsel",4,NA,NA,NA,4
"176","koeien","dood",4,NA,NA,NA,4
"177","menselijk","spijsvertering",4,NA,NA,NA,4
"178","persé","goed",4,NA,NA,NA,4
"179","stof","chitine",4,NA,NA,NA,4
"180","beetje","giftig",4,NA,NA,NA,4
"181","echt","lekker",4,NA,NA,NA,4
"182","kans","groot",4,NA,NA,NA,4
"183","ander","spijsverteringsstelsel",4,NA,NA,NA,4
"184","eten","🐜🐛🦗🪳🦂🪰",4,NA,NA,NA,4
"185","kort","termijn",4,NA,NA,NA,4
"186","lang","termijn",4,NA,NA,NA,4
"187","keer","efficiënter",4,NA,NA,NA,4
"188","Latijns","naam",4,NA,NA,NA,4
"189","heel","simpel",3,2,NA,NA,1
"190","massa","immigratie",3,3,NA,NA,NA
"191","fold","hoed",3,3,NA,NA,NA
"192","verticaal","landbouw",3,1,NA,NA,2
"193","Westers","wereld",3,3,NA,NA,NA
"194","eigen","groente",3,1,NA,1,1
"195","burgemeester","Sadiq",3,1,NA,3,NA
"196","klein","groep",3,1,NA,2,NA
"197","aantal","jaar",3,1,NA,1,1
"198","nieuw","wereldorde",3,1,NA,NA,2
"199","dagelijks","basis",3,NA,3,NA,NA
"200","vorig","jaar",3,NA,1,NA,2
"201","klimaat","crisis",3,NA,2,NA,1
"202","miljoen","inwoner",3,NA,1,1,1
"203","één","klimaatlockdown",3,NA,3,NA,NA
"204","ander","zaak",3,NA,3,NA,NA
"205","echt","klimaat",3,NA,3,NA,NA
"206","politiek","kortom",3,NA,3,NA,NA
"207","nieuw","boeman",3,NA,3,NA,NA
"208","uw","financieel",3,NA,3,NA,NA
"209","verder","vegetarisch",3,NA,3,NA,NA
"210","dezelfde","leiband",3,NA,3,NA,NA
"211","echt","machthebber",3,NA,3,NA,NA
"212","leuk","dingen",3,NA,2,NA,1
"213","ander","agenda",3,NA,1,2,NA
"214","nieuw","vaccin",3,NA,1,2,NA
"215","groot","aantal",3,NA,1,1,1
"216","eigen","land",3,NA,1,2,NA
"217","elektrisch","auto’",3,NA,2,1,NA
"218","allerlaag","energie",3,NA,NA,3,NA
"219","heel","discussie",3,NA,NA,3,NA
"220","fb.","mens",3,NA,NA,3,NA
"221","smartphoon","gebruik",3,NA,NA,3,NA
"222","smren","slim",3,NA,NA,3,NA
"223","groot","verdrukking",3,NA,NA,3,NA
"224","sluw","kil",3,NA,NA,3,NA
"225","intelligent","levensvorm",3,NA,NA,3,NA
"226","vitamine","pil",3,NA,NA,3,NA
"227","ander","roze",3,NA,NA,3,NA
"228","roze","wolk",3,NA,NA,3,NA
"229","leeg","huls",3,NA,NA,3,NA
"230","huis","hè",3,NA,NA,3,NA
"231","nieuw","energie",3,NA,NA,3,NA
"232","oud","lichaam",3,NA,NA,3,NA
"233","menselijk","ras",3,NA,NA,3,NA
"234","ras","soepel",3,NA,NA,3,NA
"235","digitaal","controle",3,NA,NA,3,NA
"236","WEF.","Probleeem",3,NA,NA,3,NA
"237","controleren","oppositie",3,NA,NA,3,NA
"238","volk","bewust",3,NA,NA,3,NA
"239","crimineel","plan",3,NA,NA,3,NA
"240","belangrijk","echt",3,NA,NA,3,NA
"241","echt","overwinning",3,NA,NA,3,NA
"242","individueel","“NEE!”",3,NA,NA,3,NA
"243","misdadig","agenda",3,NA,NA,3,NA
"244","bericht","mens",3,NA,NA,3,NA
"245","el[k","kledingstuk",3,NA,NA,3,NA
"246","Cit[","ies",3,NA,NA,3,NA
"247","geheel","privélef",3,NA,NA,3,NA
"248","groot","gedragexperimente",3,NA,NA,3,NA
"249","ander","stad",3,NA,NA,3,NA
"250","‘smart","city’",3,NA,NA,3,NA
"251","ander","woord",3,NA,NA,3,NA
"252","elektrisch","auto",3,NA,NA,3,NA
"253","openbaar","orde",3,NA,NA,3,NA
"254","nieuw","antennetechniek",3,NA,NA,3,NA
"255","één","fase",3,NA,NA,3,NA
"256","groep","mens",3,NA,NA,2,2
"257","kunstmatig","intelligentie",3,NA,NA,3,NA
"258","goed","reden",3,NA,NA,2,1
"259","huidig","wereld",3,NA,NA,3,NA
"260","onlin","identiteit",3,NA,NA,3,NA
"261","vrij","willen",3,NA,NA,3,NA
"262","big","brother",3,NA,NA,3,NA
"263","brother","bank",3,NA,NA,3,NA
"264","openbaar","ruimte",3,NA,NA,2,1
"265","oud","analoge",3,NA,NA,3,NA
"266","fasen","meter",3,NA,NA,3,NA
"267","groot","energie",3,NA,NA,2,1
"268","Europees","voedselproducent",3,NA,NA,NA,3
"269","giftig","stof",3,NA,NA,NA,3
"270","Europees","autoriteit",3,NA,NA,NA,3
"271","aantal","insect",3,NA,NA,NA,3
"272","pensioen","pot",3,NA,NA,NA,3
"273","mechanisch","extrusie",3,NA,NA,NA,3
"274","hoog","tijd",3,NA,NA,NA,3
"275","specifiek","enzym",3,NA,NA,NA,3
"276","enzym","nodig",3,NA,NA,NA,3
"277","chitine","volledig",3,NA,NA,NA,3
"278","enzym","chitinase",3,NA,NA,NA,3
"279","Verwerken","aardappelproduct",3,NA,NA,NA,3
"280","Bierachtig","dranken",3,NA,NA,NA,3
"281","groot","publiek",3,NA,NA,NA,3
"282","overig","compaan",3,NA,NA,NA,3
"283","opzettelijk","kapot",3,NA,NA,NA,3
"284","personeels","tekort",3,NA,NA,NA,3
"285","⚀Energie","prijs",3,NA,NA,NA,3
"286","onzin/waanzin","⚀Vlees",3,NA,NA,NA,3
"287","mat","schuiven",3,NA,NA,NA,3
"288","pedofiel","rituelen",3,NA,NA,NA,3
"289","back","better",3,NA,NA,NA,3
"290","NOS","nieuws",3,NA,NA,NA,3
"291","goed","idee",3,NA,NA,NA,3
"292","nieuw","voedsel",3,NA,NA,NA,3
"293","eigen","leven",3,NA,NA,NA,3
"294","plantaardig","voedsel",3,NA,NA,NA,3
"295","één","insectenburger",3,NA,NA,NA,3
"296","rood","vlag",3,NA,NA,NA,3
"297","ander","dierlijk",3,NA,NA,NA,3
"298","foetaal","cel",3,NA,NA,NA,3
"299","normaal","naam",3,NA,NA,NA,3
"300","onvrijwillig","insecten",3,NA,NA,NA,3
"301","Italiaans","keuken",3,NA,NA,NA,3
"302","minute","city”",2,2,NA,NA,NA
"303","WEF","land",2,2,NA,NA,NA
"304","Duits","politica",2,2,NA,NA,NA
"305","zogenaamd","15-minuten",2,2,NA,NA,NA
"306","groot","aanwijzing",2,2,NA,NA,NA
"307","totalitair","controle",2,1,1,NA,NA
"308","surveillance","netwerk",2,2,NA,NA,NA
"309","Weig","contant",2,2,NA,NA,NA
"310","paar","punt",2,1,NA,2,NA
"311","rustig","verder",2,2,NA,1,NA
"312","huidig","situatie",2,1,NA,NA,1
"313","corrupt","overheid",2,1,NA,1,NA
"314","heel","klein",2,1,NA,1,NA
"315","extern","partij",2,1,NA,1,NA
"316","gewoon","mens",2,1,NA,NA,1
"317","jaar","lang",2,1,NA,NA,1
"318","warm","land",2,1,1,NA,NA
"319","ander","land",2,1,1,NA,NA
"320","🥰","#CBDC",2,2,NA,NA,NA
"321","#CBDC","#15minutecitiezen",2,2,NA,NA,NA
"322","folie","hoed",2,2,NA,NA,NA
"323","digitaal","id",2,1,NA,1,NA
"324","🇺🇸🚂😲🤯🤦🏻","‍♂️",2,2,NA,NA,NA
"325","digitaal","gevangenis",2,1,NA,1,NA
"326","minuut","stil",2,2,NA,NA,NA
"327","eigen","hand",2,2,NA,NA,NA
"328","nieuw","plan",2,2,NA,NA,NA
"329","energie","onbetaalbaar",2,2,NA,NA,NA
"330","reguli","media",2,1,NA,NA,1
"331","huidig","systeem",2,2,NA,NA,NA
"332","digitaal","slavernij",2,1,NA,1,NA
"333","kartel","partij",2,1,NA,2,NA
"334","minuut","city",2,2,NA,NA,NA
"335","eerder","post",2,1,NA,1,NA
"336","alternatief","media",2,1,NA,NA,1
"337","ander","buur",2,2,1,NA,NA
"338","fak","news",2,1,NA,1,NA
"339","heel","land",2,1,NA,1,NA
"340","snel","dood",2,1,NA,NA,1
"341","joods","gemeenschap",2,2,NA,NA,NA
"342","één","tranche",2,2,NA,NA,NA
"343","‘15-Minuut","City’",2,2,NA,NA,NA
"344","soortgelijk","maatregel",2,1,1,NA,NA
"345","belangrijk","weg",2,2,1,NA,NA
"346","toestemming","nodig",2,2,1,NA,NA
"347","slim","camera",2,2,1,NA,NA
"348","soort","dingen",2,1,1,NA,NA
"349","controverseel","plan",2,2,1,NA,NA
"350","groen","licht",2,1,NA,1,NA
"351","meter","afstand",2,NA,2,NA,NA
"352","Nederlands","volk",2,NA,2,NA,NA
"353","hoog","boete",2,NA,1,1,NA
"354","wereldwijd","pandemisch",2,NA,2,NA,NA
"355","pandemisch","beleid",2,NA,2,NA,NA
"356","soeverein","regering",2,NA,2,NA,NA
"357","kubiek","meter",2,NA,1,NA,1
"358","zelfde","geld",2,NA,1,NA,1
"359","Covid","lockdown",2,NA,2,NA,NA
"360","Duits","minister",2,NA,2,NA,NA
"361","weg","vrij",2,NA,1,1,NA
"362","echt","nieuws",2,NA,1,NA,1
"363","climate","lockdown",2,NA,2,NA,NA
"364","ontspannen","mogelijk",2,NA,1,NA,1
"365","mogelijk","sfeer",2,NA,1,NA,1
"366","groot","ego’",2,NA,1,NA,1
"367","mens","dood",2,NA,2,NA,NA
"368","permanent","lockdown",2,NA,2,NA,NA
"369","zelfgecreëerd","energiecrisis.”",2,NA,2,NA,NA
"370","kast","trekken",2,NA,2,NA,NA
"371","bijbehorend","ure",2,NA,2,NA,NA
"372","groot","bedrijf",2,NA,1,NA,1
"373","Nederlands","onderneming",2,NA,1,NA,1
"374","ander","richting",2,NA,1,1,NA
"375","lief","mens",2,NA,1,1,NA
"376","Biden","administratie",2,NA,2,NA,NA
"377","uiteindelijk","doel",2,NA,1,1,NA
"378","wok","agenda",2,NA,1,NA,1
"379","volkomen","arbitrair",2,NA,2,NA,NA
"380","arbitrair","“klimaatdoelen”",2,NA,2,NA,NA
"381","schaamteloos","wijze",2,NA,2,NA,NA
"382","legitiem","vraag",2,NA,2,NA,NA
"383","medisch","experiment",2,NA,2,NA,NA
"384","oud","normaal",2,NA,2,NA,NA
"385","echt","gevaarlijk",2,NA,2,NA,NA
"386","auteur","onbekend",2,NA,2,NA,NA
"387","deep","state",2,NA,2,NA,NA
"388","“klimaat","lockdown”",2,NA,2,NA,NA
"389","heel","artikel",2,NA,1,1,NA
"390","stuk","goed",2,NA,2,NA,NA
"391","geld","systeem",2,NA,1,NA,1
"392","Climate","lockdown",2,NA,2,NA,NA
"393","vol","toeren",2,NA,1,1,NA
"394","lang","houdbaar",2,NA,1,NA,1
"395","covid","lockdown",2,NA,1,1,NA
"396","goed","nieuw",2,NA,1,1,NA
"397","huidig","auto",2,NA,2,NA,NA
"398","vruchtbaar","land",2,NA,NA,2,NA
"399","Trojaans","paard",2,NA,NA,1,1
"400","klein","kind",2,NA,NA,1,1
"401","miljoen","dollar",2,NA,NA,1,1
"402","menselijk","gedrag",2,NA,NA,2,NA
"403","heel","duidelijk",2,NA,NA,1,1
"404","lokaal","bevolking",2,NA,NA,1,1
"405","tientallen","Nederlands",2,NA,NA,2,NA
"406","Nederlands","stad",2,NA,NA,2,NA
"407","stad","miljoenen",2,NA,NA,2,NA
"408","deur","open",2,NA,NA,2,NA
"409","vergaand","controle",2,NA,NA,2,NA
"410","concentratie","kampen",2,NA,NA,2,NA
"411","lucht","schoon",2,NA,NA,2,NA
"412","Slaperig","jo",2,NA,NA,2,NA
"413","heel","gemakkelijk",2,NA,NA,2,NA
"414","maatschappelijk","organisatie",2,NA,NA,2,NA
"415","rood","draad",2,NA,NA,2,NA
"416","WEF","Open",2,NA,NA,2,NA
"417","Open","forum",2,NA,NA,2,NA
"418","ander","kant",2,NA,NA,2,NA
"419","“jullie","straat",2,NA,NA,2,NA
"420","zogenaamd","smart",2,NA,NA,2,NA
"421","heel","dag",2,NA,NA,2,NA
"422","één","punt",2,NA,NA,2,NA
"423","welbekend","koolstofemissie",2,NA,NA,2,NA
"424","‘smart","cities’",2,NA,NA,2,NA
"425","-Elektrisch","huurauto",2,NA,NA,2,NA
"426","soort","vervoer",2,NA,NA,2,NA
"427","jarig","gebruik",2,NA,NA,2,NA
"428","totaal","kost",2,NA,NA,2,NA
"429","dagelijks","leven",2,NA,NA,2,NA
"430","groot","verschil",2,NA,NA,2,NA
"431","Nederlands","minister",2,NA,NA,1,2
"432","heel","reeks",2,NA,NA,1,2
"433","miljoen","mens",2,NA,NA,1,2
"434","digitaal","land",2,NA,NA,2,NA
"435","groot","slim",2,NA,NA,2,NA
"436","keer","groot",2,NA,NA,2,NA
"437","smren","grid",2,NA,NA,2,NA
"438","n","updaat",2,NA,NA,2,NA
"439","nieuw","vorm",2,NA,NA,2,NA
"440","oud","wereld",2,NA,NA,2,NA
"441","ras","tempo",2,NA,NA,2,NA
"442","transhuman","wereld",2,NA,NA,2,NA
"443","jouw","ziel",2,NA,NA,2,NA
"444","virtueel","wereld",2,NA,NA,2,NA
"445","driedimensionaal","beeld",2,NA,NA,2,NA
"446","nieuw","leven",2,NA,NA,1,1
"447","Chinees","model",2,NA,NA,2,NA
"448","“WEF","smren",2,NA,NA,2,NA
"449","smren","city”",2,NA,NA,2,NA
"450","binnenstad","talloos",2,NA,NA,2,NA
"451","talloos","wifi-sensor",2,NA,NA,2,NA
"452","netjes","“geteld”",2,NA,NA,2,NA
"453","internationaal","organisatie",2,NA,NA,1,1
"454","groot","voordeel",2,NA,NA,1,1
"455","ander","soort",2,NA,NA,1,1
"456","ander","deel",2,NA,NA,1,1
"457","succesvol","behandeling",2,NA,NA,2,NA
"458","groot","vooruitgang",2,NA,NA,2,NA
"459","nieuw","toepassing",2,NA,NA,2,NA
"460","nieuw","netwerk",2,NA,NA,2,NA
"461","zelfstandig","consultant",2,NA,NA,2,NA
"462","één","stad",2,NA,NA,2,NA
"463","één","smart",2,NA,NA,2,NA
"464","groupe","holding",2,NA,NA,2,NA
"465","prominet","technolgy",2,NA,NA,2,NA
"466","technolgy","pioneer",2,NA,NA,2,NA
"467","vierkant","meter",2,NA,NA,1,1
"468","eyes","land",2,NA,NA,2,NA
"469","Oostenrijks","technologiebedrijf",2,NA,NA,2,NA
"470","openbaar","5G-netwerk",2,NA,NA,2,NA
"471","twee","fase",2,NA,NA,2,NA
"472","landelijk","dekking",2,NA,NA,2,NA
"473","privacy","letterlijk",2,NA,NA,2,NA
"474","fase","meter",2,NA,NA,2,NA
"475","slimam","meter",2,NA,NA,2,NA
"476","ander","belangrijk",2,NA,NA,1,1
"477","synthetisch","voedsel",2,NA,NA,1,1
"478","social","credit",2,NA,NA,2,NA
"479","satanisch","ritueel",2,NA,NA,1,1
"480","digitaal","munt",2,NA,NA,1,1
"481","ander","plan",2,NA,NA,1,1
"482","gratis","mooi",2,NA,NA,2,NA
"483","overeenkomst","gratis",2,NA,NA,2,NA
"484","extreem","scenario",2,NA,NA,2,NA
"485","industreel","landbouw",2,NA,NA,2,NA
"486","dier","giftig",2,NA,NA,NA,2
"487","groot","insect",2,NA,NA,NA,2
"488","e","nummer",2,NA,NA,NA,2
"489","persoonlijk","CO2-budget",2,NA,NA,NA,2
"490","mens","naadloos",2,NA,NA,NA,2
"491","mens","digitaal",2,NA,NA,NA,2
"492","digitaal","ID](https://tkp.at/2022/11/17/eu-zieht-plan-weiter-durch-digitale-id-ab-2024/",2,NA,NA,NA,2
"493","natuurlijk","inbegrepen",2,NA,NA,NA,2
"494","digitaal","centraal",2,NA,NA,NA,2
"495","kunstmatig","voedsel",2,NA,NA,NA,2
"496","biologisch","beschikbaarheid",2,NA,NA,NA,2
"497","cryptotoxisch","insect",2,NA,NA,NA,2
"498","ander","halffabricaat",2,NA,NA,NA,2
"499","minimaal","hoeveelheid",2,NA,NA,NA,2
"500","voldoende","hoogteverschille",2,NA,NA,NA,2
"501","goed","bodem-",2,NA,NA,NA,2
"502","verwant","onderwerp",2,NA,NA,NA,2
"503","dramatisch","achteruitgang",2,NA,NA,NA,2
"504","insect","kwekerij",2,NA,NA,NA,2
"505","verschillend","vorm",2,NA,NA,NA,2
"506","‼️‼️","🦗",2,NA,NA,NA,2
"507","slecht","nieuws",2,NA,NA,NA,2
"508","heel","vaak",2,NA,NA,NA,2
"509","dagelijks","voedsel",2,NA,NA,NA,2
"510","maximaal","aantal",2,NA,NA,NA,2
"511","soort","insect",2,NA,NA,NA,2
"512","rooze/rod","kleur",2,NA,NA,NA,2
"513","kleur","nodig",2,NA,NA,NA,2
"514","vrouwelijk","Cochenilleluizen",2,NA,NA,NA,2
"515","warm","water",2,NA,NA,NA,2
"516","insect","nodig",2,NA,NA,NA,2
"517","pond","karmijnzuur",2,NA,NA,NA,2
"518","speciaal","plantage",2,NA,NA,NA,2
"519","rood","M&M’s",2,NA,NA,NA,2
"520","roos","koek",2,NA,NA,NA,2
"521","Ingeblikt","fruit",2,NA,NA,NA,2
"522","gedroogd","soepen",2,NA,NA,NA,2
"523","ingeblikken","soep",2,NA,NA,NA,2
"524","vrouwelijk","schildluis",2,NA,NA,NA,2
"525","droog","vlokken",2,NA,NA,NA,2
"526","vloeibaar","schellak",2,NA,NA,NA,2
"527","gas","prijs",2,NA,NA,NA,2
"528","gas","fabriek",2,NA,NA,NA,2
"529","echt","agenda",2,NA,NA,NA,2
"530","mens","insecten",2,NA,NA,NA,2
"531","insecten","vies",2,NA,NA,NA,2
"532","goed","voedingsbron",2,NA,NA,NA,2
"533","insect","genetisch",2,NA,NA,NA,2
"534","allerslecht","voeding",2,NA,NA,NA,2
"535","buitengewoon","toxisch",2,NA,NA,NA,2
"536","twee","probleem",2,NA,NA,NA,2
"537","mensheid","volkomen",2,NA,NA,NA,2
"538","volkomen","afhankelijk",2,NA,NA,NA,2
"539","nieuw","voedingsbron",2,NA,NA,NA,2
"540","rijk","criminel",2,NA,NA,NA,2
"541","huidig","voedselindustrie",2,NA,NA,NA,2
"542","nieuw","voorziening",2,NA,NA,NA,2
"543","puur","misdaad",2,NA,NA,NA,2
"544","groot","flauwekul",2,NA,NA,NA,2
"545","ander","verandering",2,NA,NA,NA,2
"546","aarde","kapot",2,NA,NA,NA,2
"547","triljard","bemen",2,NA,NA,NA,2
"548","zwaar","giftig",2,NA,NA,NA,2
"549","chemisch","gifstof",2,NA,NA,NA,2
"550","raffineren","suiker",2,NA,NA,NA,2
"551","ziek","leugen",2,NA,NA,NA,2
"552","ongezinden","✔︎",2,NA,NA,NA,2
"553","fris","lucht",2,NA,NA,NA,2
"554","toxisch","insect",2,NA,NA,NA,2
"555","totaal","ander",2,NA,NA,NA,2
"556","krachtig","spijsverteringssap",2,NA,NA,NA,2
"557","minuscual","scherp",2,NA,NA,NA,2
"558","scherp","rande",2,NA,NA,NA,2
"559","insecten","wensen",2,NA,NA,NA,2
"560","bakkerijproduct","afkomstig",2,NA,NA,NA,2
"561","echt","veilig",2,NA,NA,NA,2
"562","verschillend","eiwit",2,NA,NA,NA,2
"563","verschillend","stappen",2,NA,NA,NA,2
"564","diervriendelijk","hé",2,NA,NA,NA,2
"565","industreel","bewerkingen",2,NA,NA,NA,2
"566","echt","voedingswaarde",2,NA,NA,NA,2
"567","krekelmeel","irritatie",2,NA,NA,NA,2
