"","lemma","n","share","fifteen_minutes","climate_lockdown","ulez","insect"
"106","sur",16,0.0011524886551898,NA,4,NA,12
"107","5G",15,0.00108045811424044,1,NA,10,4
"108","Inde",15,0.00108045811424044,NA,9,4,2
"109","Times",15,0.00108045811424044,2,1,3,9
"110","Trump",15,0.00108045811424044,NA,1,NA,14
"111","York",15,0.00108045811424044,NA,NA,4,11
"112","YouTube",15,0.00108045811424044,1,2,6,6
"113","city",15,0.00108045811424044,1,NA,15,NA
"114","groupe",15,0.00108045811424044,7,2,2,6
"115","son",15,0.00108045811424044,1,NA,6,9
"116","un",15,0.00108045811424044,NA,2,3,10
"117","Belmont",14,0.00100842757329108,NA,NA,14,NA
"118","Dieu",14,0.00100842757329108,NA,NA,NA,14
"119","Européenne",14,0.00100842757329108,NA,NA,4,10
"120","IoT",14,0.00100842757329108,3,NA,12,1
"121","Leyen",14,0.00100842757329108,3,4,1,9
"122","Par",14,0.00100842757329108,1,4,8,1
"123","Pass",14,0.00100842757329108,3,4,5,2
"124","QR",14,0.00100842757329108,6,1,8,NA
"125","Suisse",14,0.00100842757329108,1,NA,9,5
"126","Wargon",14,0.00100842757329108,NA,NA,14,NA
"127","climat",14,0.00100842757329108,NA,5,9,NA
"128","der",14,0.00100842757329108,3,4,1,9
"129","https://t.me/VeriteDiffusee",14,0.00100842757329108,NA,5,3,6
"130","m’",14,0.00100842757329108,1,2,NA,11
"131","pizza",14,0.00100842757329108,NA,NA,NA,14
"132","rappel",14,0.00100842757329108,2,NA,2,10
"133","voir",14,0.00100842757329108,1,NA,4,9
"134","A",13,0.000936397032341713,NA,1,3,9
"135","Cricket",13,0.000936397032341713,NA,NA,NA,13
"136","Fox",13,0.000936397032341713,2,2,4,6
"137","Khan",13,0.000936397032341713,1,NA,19,NA
"138","Pas",13,0.000936397032341713,2,2,2,7
"139","Reset",13,0.000936397032341713,1,1,10,1
"140","S'",13,0.000936397032341713,NA,2,2,9
"141","Terre",13,0.000936397032341713,NA,1,1,11
"142","lien",13,0.000936397032341713,3,1,2,7
"143","loi",13,0.000936397032341713,NA,NA,6,7
"144","oxyde",13,0.000936397032341713,NA,NA,2,11
"145","smart",13,0.000936397032341713,5,NA,9,1
"146","Aldi",12,0.00086436649139235,NA,NA,NA,12
"147","COVID",12,0.00086436649139235,3,4,2,5
"148","Espagne",12,0.00086436649139235,NA,NA,12,NA
"149","J.",12,0.00086436649139235,NA,NA,4,8
"150","LGBT",12,0.00086436649139235,NA,NA,10,2
"151","Nantes",12,0.00086436649139235,NA,NA,12,NA
"152","PassSanitaire",12,0.00086436649139235,NA,NA,12,NA
"153","Q",12,0.00086436649139235,1,NA,NA,11
"154","Safe",12,0.00086436649139235,NA,NA,12,NA
"155","US",12,0.00086436649139235,1,2,NA,9
"156","projet",12,0.00086436649139235,1,2,11,NA
"157","État",12,0.00086436649139235,NA,2,6,4
"158","économique",12,0.00086436649139235,4,4,3,2
"159","Ÿnsect",12,0.00086436649139235,NA,NA,NA,12
"160","Arizona",11,0.000792335950442988,NA,NA,10,1
"161","C40",11,0.000792335950442988,5,NA,6,NA
"162","CBDC",11,0.000792335950442988,2,1,3,5
"163","CRICKETS",11,0.000792335950442988,NA,NA,NA,11
"164","Ceuxquinousgouvernent",11,0.000792335950442988,1,1,9,NA
"165","Crit'Air",11,0.000792335950442988,NA,NA,11,NA
"166","Graphène",11,0.000792335950442988,NA,NA,1,10
"167","Great",11,0.000792335950442988,1,1,8,1
"168","Il",11,0.000792335950442988,NA,1,1,9
"169","Nous",11,0.000792335950442988,NA,NA,1,10
"170","Oxfordshire",11,0.000792335950442988,4,7,1,NA
"171","Poutine",11,0.000792335950442988,1,1,4,5
"172","TÉLÉGRAM",11,0.000792335950442988,1,1,9,NA
"173","USA",11,0.000792335950442988,NA,2,6,3
"174","diffuser",11,0.000792335950442988,NA,2,4,5
"175","https://t.me/StoryOfBlackBond",11,0.000792335950442988,1,1,NA,9
"176","j’",11,0.000792335950442988,NA,1,2,8
"177","maladies",11,0.000792335950442988,NA,NA,2,9
"178","mondial",11,0.000792335950442988,6,NA,3,2
"179","ne",11,0.000792335950442988,NA,3,6,4
"180","que",11,0.000792335950442988,NA,1,4,6
"181","union",11,0.000792335950442988,NA,NA,NA,11
"182","Air",10,0.000720305409493625,NA,1,9,NA
"183","Akasha",10,0.000720305409493625,NA,NA,NA,10
"184","Amiens",10,0.000720305409493625,NA,NA,2,8
"185","Attaque",10,0.000720305409493625,NA,NA,NA,10
"186","CNN",10,0.000720305409493625,NA,NA,5,5
"187","Hannink",10,0.000720305409493625,NA,NA,NA,10
"188","Israël",10,0.000720305409493625,2,NA,8,NA
"189","Karmique",10,0.000720305409493625,NA,NA,NA,10
"190","LES",10,0.000720305409493625,NA,1,NA,9
"191","Line",10,0.000720305409493625,NA,NA,10,NA
"192","Paul",10,0.000720305409493625,NA,NA,9,1
"193","Pfizer",10,0.000720305409493625,2,2,4,4
"194","Robert",10,0.000720305409493625,1,1,3,6
"195","Sadiq",10,0.000720305409493625,NA,NA,15,NA
"196","Satan",10,0.000720305409493625,NA,1,NA,9
"197","Ynsect",10,0.000720305409493625,NA,NA,NA,10
"198","a",10,0.000720305409493625,NA,1,5,4
"199","mélancolie",10,0.000720305409493625,NA,NA,NA,10
"200","nourriture",10,0.000720305409493625,NA,NA,NA,10
"201","nous",10,0.000720305409493625,NA,2,6,4
"202","pas",10,0.000720305409493625,3,2,NA,6
"203","racines",10,0.000720305409493625,NA,NA,1,9
"204","stratégie",10,0.000720305409493625,NA,NA,10,NA
"205","AMGR",9,0.000648274868544263,NA,2,NA,7
"206","Barres",9,0.000648274868544263,NA,NA,NA,9
"207","Belgique",9,0.000648274868544263,NA,NA,9,NA
"208","Biscuits",9,0.000648274868544263,NA,NA,NA,9
"209","Black",9,0.000648274868544263,1,NA,7,1
"210","CONFINEMENT",9,0.000648274868544263,NA,9,NA,NA
"211","CSI",9,0.000648274868544263,NA,NA,NA,9
"212","Covid-19",9,0.000648274868544263,NA,5,2,2
"213","Crackers",9,0.000648274868544263,NA,NA,NA,9
"214","E407",9,0.000648274868544263,NA,NA,NA,9
"215","Fan",9,0.000648274868544263,NA,NA,NA,9
"216","GATES",9,0.000648274868544263,NA,NA,9,NA
"217","Ikea",9,0.000648274868544263,NA,NA,NA,9
"218","Info](",9,0.000648274868544263,8,2,NA,NA
"219","LOUPE",9,0.000648274868544263,NA,NA,NA,9
"220","LTN",9,0.000648274868544263,2,NA,13,NA
"221","My",9,0.000648274868544263,NA,NA,9,NA
"222","Neom",9,0.000648274868544263,NA,NA,9,NA
"223","Occident",9,0.000648274868544263,NA,1,NA,8
"224","Satin",9,0.000648274868544263,NA,NA,NA,9
"225","Soupes",9,0.000648274868544263,NA,NA,NA,9
"226","Tu",9,0.000648274868544263,1,NA,7,1
"227","Von",9,0.000648274868544263,NA,NA,NA,9
"228","Web",9,0.000648274868544263,NA,NA,5,4
"229","ZFE-m",9,0.000648274868544263,NA,NA,9,NA
"230","article",9,0.000648274868544263,NA,2,6,1
"231","attention",9,0.000648274868544263,NA,NA,NA,9
"232","autoriser",9,0.000648274868544263,NA,NA,NA,9
"233","avertissement",9,0.000648274868544263,NA,NA,NA,9
"234","à",9,0.000648274868544263,NA,NA,NA,9
"235","boissons",9,0.000648274868544263,NA,NA,NA,9
"236","calcium",9,0.000648274868544263,NA,NA,NA,9
"237","cholestérol",9,0.000648274868544263,NA,NA,NA,9
"238","codes",9,0.000648274868544263,NA,NA,NA,9
"239","dangereux",9,0.000648274868544263,NA,NA,NA,9
"240","disposition",9,0.000648274868544263,NA,NA,NA,9
"241","déjà",9,0.000648274868544263,NA,2,NA,7
"242","larves",9,0.000648274868544263,NA,NA,NA,9
"243","low",9,0.000648274868544263,1,NA,15,1
"244","manger",9,0.000648274868544263,NA,NA,NA,9
"245","plus",9,0.000648274868544263,2,1,2,4
"246","sac",9,0.000648274868544263,NA,NA,NA,9
"247","sulfate",9,0.000648274868544263,NA,NA,NA,9
"248","t’",9,0.000648274868544263,NA,4,NA,5
"249","via",9,0.000648274868544263,NA,1,4,4
"250","villes",9,0.000648274868544263,4,1,4,NA
"251","vérifier",9,0.000648274868544263,NA,NA,NA,9
"252","ARNm",8,0.0005762443275949,NA,NA,8,NA
"253","Barbara",8,0.0005762443275949,NA,NA,7,1
"254","Biden",8,0.0005762443275949,NA,5,1,2
"255","Brésil",8,0.0005762443275949,NA,NA,7,1
"256","Canal",8,0.0005762443275949,NA,NA,1,7
"257","Carbon",8,0.0005762443275949,1,NA,7,NA
"258","Crit’Air",8,0.0005762443275949,NA,NA,8,NA
"259","Downey",8,0.0005762443275949,NA,NA,NA,8
"260","Eric",8,0.0005762443275949,NA,NA,8,NA
"261","Greta",8,0.0005762443275949,NA,5,1,2
"262","Group",8,0.0005762443275949,NA,1,2,5
"263","Insect",8,0.0005762443275949,NA,NA,NA,8
"264","J’",8,0.0005762443275949,NA,4,NA,4
"265","Music",8,0.0005762443275949,3,NA,3,2
"266","Pompili",8,0.0005762443275949,NA,NA,7,1
"267","Rockefeller",8,0.0005762443275949,NA,NA,8,NA
"268","Rouleaux",8,0.0005762443275949,NA,NA,NA,8
"269","SCHWAB",8,0.0005762443275949,2,NA,6,NA
"270","Scytl",8,0.0005762443275949,NA,NA,8,NA
"271","Vigilant",8,0.0005762443275949,3,1,4,1
"272","Y",8,0.0005762443275949,NA,NA,NA,8
"273","Zetas",8,0.0005762443275949,NA,NA,NA,8
"274","aspire",8,0.0005762443275949,NA,NA,NA,8
"275","dernière",8,0.0005762443275949,NA,NA,NA,8
"276","désormais",8,0.0005762443275949,NA,NA,NA,8
"277","enfants",8,0.0005762443275949,NA,NA,NA,8
"278","faire",8,0.0005762443275949,NA,2,3,3
"279","farine",8,0.0005762443275949,NA,NA,NA,8
"280","food",8,0.0005762443275949,NA,NA,NA,8
"281","guerre",8,0.0005762443275949,NA,NA,NA,8
"282","https://t.me/ExcaliburTraduction",8,0.0005762443275949,NA,NA,4,4
"283","https://t.me/joinchat/G-3mVOq2WXEnig5o",8,0.0005762443275949,NA,3,2,3
"284","intelligente",8,0.0005762443275949,NA,NA,8,NA
"285","mettre",8,0.0005762443275949,NA,NA,NA,8
"286","militaire",8,0.0005762443275949,NA,NA,8,NA
"287","minute",8,0.0005762443275949,6,2,1,NA
"288","objets",8,0.0005762443275949,NA,NA,8,NA
"289","plat",8,0.0005762443275949,NA,NA,NA,8
"290","questions",8,0.0005762443275949,NA,NA,8,NA
"291","qui",8,0.0005762443275949,NA,2,6,1
"292","r](",8,0.0005762443275949,2,NA,5,1
"293","source](",8,0.0005762443275949,2,1,NA,6
"294","suivre",8,0.0005762443275949,3,2,4,NA
"295","suspects",8,0.0005762443275949,NA,NA,NA,8
"296","traduction",8,0.0005762443275949,2,1,4,2
"297","troisième",8,0.0005762443275949,NA,NA,NA,8
"298","ultra",8,0.0005762443275949,NA,1,12,NA
"299","votre",8,0.0005762443275949,NA,1,4,3
"300","énergie",8,0.0005762443275949,NA,1,5,2
"301","Auckland",7,0.000504213786645538,NA,NA,NA,7
"302","Bourse",7,0.000504213786645538,NA,1,2,4
"303","Bruno",7,0.000504213786645538,NA,NA,5,2
"304","Bruxelles",7,0.000504213786645538,NA,1,4,2
"305","Donald",7,0.000504213786645538,NA,NA,1,6
"306","Etat",7,0.000504213786645538,NA,NA,7,NA
"307","Gaya",7,0.000504213786645538,NA,NA,NA,7
"308","GreatReset",7,0.000504213786645538,NA,1,6,NA
"309","Green",7,0.000504213786645538,2,4,2,NA
"310","Groupe",7,0.000504213786645538,4,1,NA,2
"311","Hillary",7,0.000504213786645538,NA,NA,NA,7
"312","Japon",7,0.000504213786645538,NA,NA,5,2
"313","Macronie",7,0.000504213786645538,4,NA,3,NA
"314","Marc",7,0.000504213786645538,NA,2,2,3
"315","Microsoft",7,0.000504213786645538,NA,NA,7,NA
"316","Nos",7,0.000504213786645538,NA,NA,7,NA
"317","One",7,0.000504213786645538,1,1,2,3
"318","Patrick",7,0.000504213786645538,NA,NA,3,4
"319","Qu’",7,0.000504213786645538,NA,NA,2,5
"320","Sans",7,0.000504213786645538,1,1,5,NA
"321","Sydney",7,0.000504213786645538,NA,NA,1,6
"322","Thomas",7,0.000504213786645538,NA,NA,NA,7
"323","UK",7,0.000504213786645538,3,3,4,NA
"324","Via",7,0.000504213786645538,1,2,1,3
"325","WBCSD",7,0.000504213786645538,NA,7,NA,NA
"326","avec",7,0.000504213786645538,1,2,2,2
"327","carbone",7,0.000504213786645538,1,2,4,NA
"328","contrôle",7,0.000504213786645538,NA,1,6,NA
"329","danger",7,0.000504213786645538,NA,NA,6,1
"330","industrielle",7,0.000504213786645538,NA,NA,6,1
"331","j[",7,0.000504213786645538,2,NA,5,NA
"332","partie",7,0.000504213786645538,1,NA,6,NA
"333","police",7,0.000504213786645538,NA,NA,7,NA
"334","sanitaire",7,0.000504213786645538,NA,3,4,NA
"335","t.me/QanonFrance",7,0.000504213786645538,3,NA,3,1
"336","une",7,0.000504213786645538,1,2,6,NA
"337","zone",7,0.000504213786645538,NA,NA,8,NA
"338","@HelloHelloInfo",6,0.000432183245696175,NA,NA,4,2
"339","@VeriteDiffusee",6,0.000432183245696175,NA,NA,1,5
"340","Alaska",6,0.000432183245696175,5,NA,NA,1
"341","And",6,0.000432183245696175,NA,NA,1,5
"342","Big",6,0.000432183245696175,3,2,2,1
"343","Boris",6,0.000432183245696175,NA,1,3,2
"344","CE",6,0.000432183245696175,1,1,3,1
"345","Californie",6,0.000432183245696175,NA,2,4,NA
"346","Carte",6,0.000432183245696175,NA,6,NA,NA
"347","Channel",6,0.000432183245696175,NA,1,4,1
"348","Citi",6,0.000432183245696175,NA,NA,6,NA
"349","Code",6,0.000432183245696175,NA,NA,6,NA
"350","DUST",6,0.000432183245696175,NA,NA,6,NA
"351","Delhi",6,0.000432183245696175,NA,6,NA,NA
"352","Emission",6,0.000432183245696175,NA,NA,12,NA
"353","Emmanuelle",6,0.000432183245696175,NA,NA,6,NA
"354","Friendly",6,0.000432183245696175,NA,NA,6,NA
"355","GETTR",6,0.000432183245696175,NA,1,3,2
"356","Gaëtan",6,0.000432183245696175,NA,NA,6,NA
"357","Gendarmerie",6,0.000432183245696175,NA,NA,6,NA
"358","Guantanamo",6,0.000432183245696175,NA,NA,NA,6
"359","Health",6,0.000432183245696175,1,NA,2,3
"360","Hermetia",6,0.000432183245696175,NA,NA,NA,6
"361","Hochman",6,0.000432183245696175,NA,NA,NA,6
"362","ICIEL",6,0.000432183245696175,2,1,1,3
"363","INF",6,0.000432183245696175,2,1,NA,4
"364","Ils",6,0.000432183245696175,1,2,1,2
"365","Intelligence",6,0.000432183245696175,NA,NA,3,3
"366","LOM",6,0.000432183245696175,NA,NA,6,NA
"367","Liliane",6,0.000432183245696175,NA,NA,6,NA
"368","Lyon",6,0.000432183245696175,NA,NA,6,NA
"369","Monsanto",6,0.000432183245696175,NA,NA,5,1
"370","Mouche",6,0.000432183245696175,NA,NA,NA,6
"371","Multipass",6,0.000432183245696175,NA,NA,6,NA
"372","Nom",6,0.000432183245696175,NA,NA,6,NA
"373","OFF",6,0.000432183245696175,2,1,1,3
"374","ORWELLIENNES",6,0.000432183245696175,NA,NA,6,NA
"375","Owned",6,0.000432183245696175,NA,NA,6,NA
"376","POUSSIÈRE",6,0.000432183245696175,NA,NA,6,NA
"377","Place",6,0.000432183245696175,NA,1,2,3
"378","Que",6,0.000432183245696175,NA,NA,2,4
"379","Roma",6,0.000432183245696175,NA,NA,6,NA
"380","Runners",6,0.000432183245696175,NA,NA,6,NA
"381","Supermax",6,0.000432183245696175,NA,NA,6,NA
"382","TRISTATE",6,0.000432183245696175,NA,NA,6,NA
"383","Total",6,0.000432183245696175,NA,NA,4,2
"384","Tous",6,0.000432183245696175,NA,1,2,3
"385","Valley",6,0.000432183245696175,NA,NA,6,NA
"386","Vatican",6,0.000432183245696175,NA,1,NA,5
"387","Verts",6,0.000432183245696175,5,NA,NA,1
"388","Yorkshire",6,0.000432183245696175,6,NA,NA,NA
"389","ZPAd",6,0.000432183245696175,NA,NA,6,NA
"390","avoir",6,0.000432183245696175,1,1,4,1
"391","ce",6,0.000432183245696175,NA,1,4,1
"392","changement",6,0.000432183245696175,NA,NA,6,NA
"393","chips",6,0.000432183245696175,NA,NA,NA,6
"394","climatiques",6,0.000432183245696175,1,5,2,NA
"395","connectés",6,0.000432183245696175,NA,NA,6,NA
"396","d'",6,0.000432183245696175,1,2,NA,4
"397","exemple",6,0.000432183245696175,NA,NA,6,NA
"398","https://mobile.twitter.com/anais_tea_",6,0.000432183245696175,2,2,2,2
"399","https://odysee.com/@ExcaliburTraduction:4",6,0.000432183245696175,NA,NA,3,3
"400","humain",6,0.000432183245696175,NA,NA,6,NA
"401","insects”",6,0.000432183245696175,NA,NA,NA,6
"402","modèle",6,0.000432183245696175,NA,NA,6,NA
"403","odysee](",6,0.000432183245696175,2,2,1,3
"404","pays",6,0.000432183245696175,NA,1,2,3
"405","politique",6,0.000432183245696175,NA,NA,6,NA
"406","révolution",6,0.000432183245696175,NA,NA,5,1
"407","se",6,0.000432183245696175,2,1,2,1
"408","so[",6,0.000432183245696175,1,NA,3,4
"409","sociale",6,0.000432183245696175,NA,NA,6,NA
"410","soldat",6,0.000432183245696175,NA,NA,NA,6
"411","video",6,0.000432183245696175,NA,NA,2,4
"412","world",6,0.000432183245696175,NA,NA,4,2
"413","Agriculture",5,0.000360152704746813,NA,1,NA,4
"414","BBC",5,0.000360152704746813,2,2,2,NA
"415","Baïkal",5,0.000360152704746813,5,NA,NA,NA
"416","Bologne",5,0.000360152704746813,5,4,NA,NA
"417","Bordeaux",5,0.000360152704746813,NA,1,4,NA
"418","CNRS",5,0.000360152704746813,NA,1,4,NA
"419","CONNECTIVITÉ",5,0.000360152704746813,NA,NA,5,NA
"420","Capgemini",5,0.000360152704746813,NA,NA,1,4
"421","Chef",5,0.000360152704746813,NA,NA,5,NA
"422","Coleman",5,0.000360152704746813,NA,NA,5,NA
"423","Columna",5,0.000360152704746813,NA,NA,NA,5
"424","Corps",5,0.000360152704746813,NA,NA,5,NA
"425","Crédit",5,0.000360152704746813,NA,NA,5,NA
"426","Daily",5,0.000360152704746813,1,1,NA,4
"427","David",5,0.000360152704746813,2,1,4,1
"428","Do",5,0.000360152704746813,NA,5,NA,NA
"429","ET",5,0.000360152704746813,1,NA,1,3
"430","Emissions",5,0.000360152704746813,NA,NA,5,NA
"431","Entreprises",5,0.000360152704746813,NA,1,4,NA
"432","Facebook",5,0.000360152704746813,NA,NA,4,1
"433","FollowTheWhiteRabbit",5,0.000360152704746813,NA,NA,NA,5
"434","For",5,0.000360152704746813,NA,NA,NA,5
"435","Francesco",5,0.000360152704746813,NA,NA,NA,5
"436","Français",5,0.000360152704746813,NA,NA,2,3
"437","Française",5,0.000360152704746813,NA,NA,3,2
"438","GRAPHÈNE",5,0.000360152704746813,NA,NA,5,NA
"439","Girod",5,0.000360152704746813,5,NA,NA,NA
"440","Grande",5,0.000360152704746813,2,1,NA,2
"441","Grande-Bretagne",5,0.000360152704746813,4,2,NA,NA
"442","Humanité",5,0.000360152704746813,NA,NA,5,NA
"443","Idriss",5,0.000360152704746813,4,NA,1,NA
"444","Internationale",5,0.000360152704746813,NA,1,4,NA
"445","JOIN",5,0.000360152704746813,NA,NA,NA,5
"446","John",5,0.000360152704746813,NA,NA,1,4
"447","Johnson",5,0.000360152704746813,NA,1,2,2
"448","Just",5,0.000360152704746813,2,NA,NA,3
"449","Laurent",5,0.000360152704746813,NA,NA,NA,5
"450","Lausanne",5,0.000360152704746813,NA,NA,4,1
"451","Linky",5,0.000360152704746813,NA,NA,3,2
"452","Lollobrigida",5,0.000360152704746813,NA,NA,NA,5
"453","London",5,0.000360152704746813,NA,NA,NA,5
"454","MACRON",5,0.000360152704746813,NA,NA,5,NA
"455","Michael",5,0.000360152704746813,1,1,NA,4
"456","Mission",5,0.000360152704746813,NA,NA,4,1
"457","Nouvel",5,0.000360152704746813,1,1,2,1
"458","Nîmes",5,0.000360152704746813,NA,NA,5,NA
"459","ODY",5,0.000360152704746813,3,NA,2,NA
"460","Odysee",5,0.000360152704746813,NA,NA,1,4
"461","Officiel](",5,0.000360152704746813,5,1,NA,NA
"462","Ontario",5,0.000360152704746813,NA,NA,NA,5
"463","PCA",5,0.000360152704746813,NA,5,NA,NA
"464","Palentir",5,0.000360152704746813,NA,NA,NA,5
"465","Plus",5,0.000360152704746813,NA,NA,4,1
"466","Projet",5,0.000360152704746813,NA,NA,4,1
"467","Qui",5,0.000360152704746813,1,1,3,NA
"468","Quinta",5,0.000360152704746813,NA,NA,NA,5
"469","SHARE",5,0.000360152704746813,NA,NA,NA,5
"470","SUBSCRIBE",5,0.000360152704746813,NA,NA,NA,5
"471","S’",5,0.000360152704746813,NA,2,3,NA
"472","T",5,0.000360152704746813,NA,NA,2,3
"473","Ulez",5,0.000360152704746813,NA,NA,5,NA
"474","Vienne",5,0.000360152704746813,5,4,NA,NA
"475","Vincent",5,0.000360152704746813,NA,NA,5,NA
"476","accès",5,0.000360152704746813,NA,NA,4,1
"477","aller",5,0.000360152704746813,NA,1,2,2
"478","bas",5,0.000360152704746813,NA,NA,4,1
"479","bon",5,0.000360152704746813,NA,3,NA,2
"480","crises",5,0.000360152704746813,NA,3,2,NA
"481","entreprise",5,0.000360152704746813,NA,NA,3,2
"482","etc…",5,0.000360152704746813,NA,2,1,2
"483","extraits",5,0.000360152704746813,2,5,NA,NA
"484","feu",5,0.000360152704746813,5,NA,NA,NA
"485","global",5,0.000360152704746813,NA,NA,5,NA
"486","habiter",5,0.000360152704746813,NA,NA,5,NA
"487","heureux",5,0.000360152704746813,NA,NA,4,1
"488","https://bit.ly/MEP-Anderson",5,0.000360152704746813,5,4,NA,NA
"489","https://t.me/AntiMacronVSGreatReset",5,0.000360152704746813,NA,1,NA,4
"490","https://t.me/LesAilesdeLhumanite",5,0.000360152704746813,NA,NA,3,2
