"","lemma","n","share","fifteen_minutes","climate_lockdown","ulez","insect"
"92","Mayor",57,0.00116925475394367,10,NA,56,2
"93","Twitter",57,0.00116925475394367,22,8,18,10
"94","Bank",56,0.00114874151264641,8,7,41,8
"95","Street",55,0.00112822827134916,25,1,38,1
"96","TechnocraticNW",55,0.00112822827134916,11,7,41,5
"97","York",55,0.00112822827134916,6,NA,11,38
"98","NWO",54,0.0011077150300519,5,3,40,9
"99","Transhumanism",54,0.0011077150300519,NA,NA,54,NA
"100","a",54,0.0011077150300519,5,3,24,22
"101","change",54,0.0011077150300519,16,7,23,14
"102","General",53,0.00108720178875464,19,4,11,19
"103","States",52,0.00106668854745738,17,1,13,23
"104","H2o",51,0.00104617530616013,25,4,17,8
"105","June",51,0.00104617530616013,29,NA,24,8
"106","die",51,0.00104617530616013,2,3,5,41
"107","https://t.me/h2ol1fe",51,0.00104617530616013,25,4,17,8
"108","Google",50,0.00102566206486287,6,3,40,2
"109","Boris",48,0.000984635582268354,3,NA,48,2
"110","Dr",48,0.000984635582268354,19,NA,10,20
"111","WideAwakeMedia",48,0.000984635582268354,30,3,14,7
"112","http://twitter.com/SGTnewsNetwork",47,0.000964122340971097,19,5,15,9
"113","main",47,0.000964122340971097,21,4,15,8
"114","County",46,0.00094360909967384,25,26,12,2
"115","France",46,0.00094360909967384,10,18,10,11
"116","President",46,0.00094360909967384,5,9,21,13
"117","https://truthsocial.com/@SGTnewsNetwork",46,0.00094360909967384,23,7,12,5
"118","ultra",46,0.00094360909967384,9,NA,61,6
"119","Gettr",45,0.000923095858376582,21,2,24,1
"120","Order",44,0.000902582617079325,3,1,32,8
"121","State",44,0.000902582617079325,3,6,30,13
"122","Telegram",44,0.000902582617079325,13,7,16,11
"123","Truth",44,0.000902582617079325,13,7,15,14
"124","life",44,0.000902582617079325,19,2,13,14
"125","social",44,0.000902582617079325,15,4,20,6
"126","JustDudeChannel",43,0.000882069375782067,7,10,17,10
"127","October",43,0.000882069375782067,NA,2,10,34
"128","https://t.me/JustDudeChannel",43,0.000882069375782067,10,6,18,11
"129","Central",42,0.00086155613448481,6,4,31,6
"130","Control",42,0.00086155613448481,10,9,24,16
"131","Fauci",42,0.00086155613448481,1,NA,1,40
"132","India",42,0.00086155613448481,2,17,19,6
"133","Israel",41,0.000841042893187553,6,3,31,3
"134","Traffic",41,0.000841042893187553,21,4,44,NA
"135","U.S.",41,0.000841042893187553,3,NA,14,26
"136","USA",41,0.000841042893187553,6,6,11,18
"137","Wef",41,0.000841042893187553,5,3,19,16
"138","Zone",41,0.000841042893187553,15,1,52,NA
"139","Commission",40,0.000820529651890295,1,1,9,29
"140","February",40,0.000820529651890295,22,3,16,7
"141","George",40,0.000820529651890295,25,1,8,6
"142","Liverpool",40,0.000820529651890295,39,1,NA,NA
"143","Satan",40,0.000820529651890295,1,3,9,27
"144","Sunday",40,0.000820529651890295,20,4,14,8
"145","James",39,0.000800016410593038,21,6,10,2
"146","Robin",39,0.000800016410593038,5,5,28,1
"147","Vaccine",39,0.000800016410593038,2,9,18,14
"148","town",39,0.000800016410593038,23,NA,16,NA
"149","North",38,0.00077950316929578,6,1,20,14
"150","Zeta",38,0.00077950316929578,NA,NA,NA,38
"151","health",38,0.00077950316929578,2,21,6,13
"152","nature",38,0.00077950316929578,6,NA,12,20
"153","surveillance",38,0.00077950316929578,5,NA,33,2
"154","Le",37,0.000758989927998523,7,1,6,23
"155","Union",37,0.000758989927998523,1,1,1,34
"156","YouTube",37,0.000758989927998523,6,4,29,1
"157","age",37,0.000758989927998523,NA,8,24,5
"158","freedom",37,0.000758989927998523,14,4,7,14
"159","Anderson",36,0.000738476686701266,34,10,1,2
"160","EMF",36,0.000738476686701266,11,NA,16,9
"161","East",36,0.000738476686701266,8,NA,22,7
"162","Jones",36,0.000738476686701266,NA,2,10,24
"163","Liberty",36,0.000738476686701266,NA,NA,41,2
"164","Minister",36,0.000738476686701266,6,11,19,4
"165","System",36,0.000738476686701266,5,5,18,9
"166","id",36,0.000738476686701266,15,4,17,6
"167","initiative",36,0.000738476686701266,2,5,27,4
"168","@DismantlingTheCabal",35,0.000717963445404008,10,5,5,15
"169","Arabia",35,0.000717963445404008,NA,NA,33,2
"170","August",35,0.000717963445404008,12,2,16,9
"171","Dr.",35,0.000717963445404008,2,7,10,16
"172","Dutch",35,0.000717963445404008,1,4,9,25
"173","July",35,0.000717963445404008,5,2,19,12
"174","Monotti",35,0.000717963445404008,5,3,26,1
"175","Odysee",35,0.000717963445404008,8,2,27,3
"176","Oxfordshire",35,0.000717963445404008,24,25,4,NA
"177","Big",34,0.000697450204106751,3,5,21,11
"178","Germany",34,0.000697450204106751,4,6,8,19
"179","Mike",34,0.000697450204106751,20,4,6,5
"180","Ohio",34,0.000697450204106751,21,1,15,NA
"181","Sustainable",34,0.000697450204106751,3,5,19,9
"182","de",34,0.000697450204106751,4,3,10,18
"183","neighbourhoods",34,0.000697450204106751,20,1,32,NA
"184","safe",34,0.000697450204106751,18,2,11,7
"185","Channel",33,0.000676936962809494,9,3,15,9
"186","DS",33,0.000676936962809494,1,3,NA,29
"187","GreatReject",33,0.000676936962809494,15,5,7,6
"188","IL",33,0.000676936962809494,4,1,5,23
"189","Life",33,0.000676936962809494,8,7,16,11
"190","Magazine",33,0.000676936962809494,NA,NA,8,25
"191","NSW",33,0.000676936962809494,4,3,21,6
"192","Robert",33,0.000676936962809494,4,1,1,27
"193","Thursday",33,0.000676936962809494,8,3,22,4
"194","belt",33,0.000676936962809494,NA,NA,33,NA
"195","development",33,0.000676936962809494,6,5,17,7
"196","link",33,0.000676936962809494,1,1,14,17
"197","worldwide",33,0.000676936962809494,2,14,17,1
"198","Alex",32,0.000656423721512236,NA,6,24,2
"199","CHE",32,0.000656423721512236,NA,1,3,28
"200","COVID",32,0.000656423721512236,5,4,14,9
"201","Gab",32,0.000656423721512236,8,4,16,6
"202","Hollywood",32,0.000656423721512236,NA,1,5,26
"203","Insect",32,0.000656423721512236,NA,NA,1,31
"204","Instagram",32,0.000656423721512236,7,1,25,2
"205","Afghanistan",31,0.000635910480214979,NA,NA,5,26
"206","Africa",31,0.000635910480214979,1,4,11,15
"207","Geographic",31,0.000635910480214979,NA,NA,NA,31
"208","LTNs",31,0.000635910480214979,12,2,37,NA
"209","Paris",31,0.000635910480214979,24,2,8,NA
"210","War",31,0.000635910480214979,2,4,8,17
"211","bug",31,0.000635910480214979,1,1,3,28
"212","human",31,0.000635910480214979,1,NA,20,12
"213","you",31,0.000635910480214979,8,4,15,8
"214","Alliance",30,0.000615397238917721,5,2,21,2
"215","Awakening",30,0.000615397238917721,10,7,4,9
"216","Institute",30,0.000615397238917721,1,1,17,11
"217","Valley",30,0.000615397238917721,NA,1,25,4
"218","about",30,0.000615397238917721,8,1,17,8
"219","deliver",30,0.000615397238917721,NA,NA,36,NA
"220","source",30,0.000615397238917721,4,1,9,16
"221","stop",30,0.000615397238917721,10,2,21,6
"222","California",29,0.000594883997620464,1,3,11,14
"223","Chris",29,0.000594883997620464,24,1,3,2
"224","Christine",29,0.000594883997620464,29,8,1,1
"225","Doc",29,0.000594883997620464,NA,NA,26,3
"226","FDA",29,0.000594883997620464,NA,NA,11,18
"227","IoT",29,0.000594883997620464,2,NA,29,NA
"228","Mark",29,0.000594883997620464,10,3,11,6
"229","Plandemic",29,0.000594883997620464,9,7,5,8
"230","cloud",29,0.000594883997620464,NA,1,4,24
"231","say",29,0.000594883997620464,5,4,19,4
"232","soon",29,0.000594883997620464,8,3,7,11
"233","t",29,0.000594883997620464,6,1,16,7
"234","tech",29,0.000594883997620464,1,3,23,3
"235","Americans",28,0.000574370756323207,NA,3,7,18
"236","Assembly",28,0.000574370756323207,18,NA,11,NA
"237","Cleveland",28,0.000574370756323207,28,NA,2,NA
"238","December",28,0.000574370756323207,15,7,11,2
"239","E120",28,0.000574370756323207,NA,NA,NA,28
"240","Elon",28,0.000574370756323207,NA,NA,25,3
"241","LTN",28,0.000574370756323207,7,NA,35,NA
"242","September",28,0.000574370756323207,3,3,19,3
"243","Social",28,0.000574370756323207,8,4,12,6
"244","White",28,0.000574370756323207,3,NA,9,16
"245","against",28,0.000574370756323207,14,1,10,5
"246","full",28,0.000574370756323207,5,1,13,9
"247","together",28,0.000574370756323207,16,4,11,2
"248","video",28,0.000574370756323207,7,4,15,3
"249","Britain",27,0.000553857515025949,12,5,5,7
"250","Centre",27,0.000553857515025949,3,NA,23,2
"251","De",27,0.000553857515025949,5,3,5,14
"252","Fleming",27,0.000553857515025949,26,NA,1,NA
"253","Ireland",27,0.000553857515025949,6,1,7,13
"254","Marc",27,0.000553857515025949,1,15,6,5
"255","Pacific",27,0.000553857515025949,1,NA,2,24
"256","Paul",27,0.000553857515025949,10,3,11,4
"257","Secrets",27,0.000553857515025949,10,5,3,9
"258","Sydney",27,0.000553857515025949,2,1,16,9
"259","Tyranny",27,0.000553857515025949,19,8,6,NA
"260","aman",27,0.000553857515025949,NA,NA,27,NA
"261","della",27,0.000553857515025949,20,NA,3,4
"262","up",27,0.000553857515025949,8,5,10,5
"263","Elite",26,0.000533344273728692,NA,2,21,5
"264","Italy",26,0.000533344273728692,NA,8,8,10
"265","LA",26,0.000533344273728692,3,2,6,15
"266","MP",26,0.000533344273728692,12,1,16,1
"267","Mr",26,0.000533344273728692,4,3,22,4
"268","Peter",26,0.000533344273728692,10,2,15,5
"269","Rome",26,0.000533344273728692,3,NA,17,7
"270","Saudi",26,0.000533344273728692,NA,NA,24,2
"271","Tad",26,0.000533344273728692,26,NA,NA,NA
"272","emissions",26,0.000533344273728692,7,NA,35,1
"273","free",26,0.000533344273728692,10,3,10,3
"274","normal",26,0.000533344273728692,2,3,15,10
"275","prison",26,0.000533344273728692,8,NA,18,1
"276","west",26,0.000533344273728692,2,3,14,7
"277","Beach",25,0.000512831032431435,NA,NA,1,24
"278","CIA",25,0.000512831032431435,3,NA,9,14
"279","Eva",25,0.000512831032431435,2,2,1,20
"280","Glastonbury",25,0.000512831032431435,23,NA,2,NA
"281","Jolie",25,0.000512831032431435,NA,NA,NA,25
"282","MEP",25,0.000512831032431435,11,2,1,14
"283","Prime",25,0.000512831032431435,NA,2,18,8
"284","School",25,0.000512831032431435,NA,NA,19,6
"285","South",25,0.000512831032431435,3,2,15,7
"286","Square",25,0.000512831032431435,5,2,23,1
"287","Things",25,0.000512831032431435,2,NA,25,NA
"288","https://gab.com/JustDudeChannel",25,0.000512831032431435,8,4,10,5
"289","net",25,0.000512831032431435,16,4,13,1
"290","open",25,0.000512831032431435,4,1,21,NA
"291","update",25,0.000512831032431435,2,1,5,17
"292","💥JOIN",25,0.000512831032431435,9,5,3,8
"293","🔗Globalists",25,0.000512831032431435,9,5,3,8
"294","Change",24,0.000492317791134177,4,10,8,8
"295","Debbie",24,0.000492317791134177,21,NA,6,NA
"296","Epstein",24,0.000492317791134177,NA,NA,22,2
"297","Florida",24,0.000492317791134177,8,NA,8,8
"298","Fox",24,0.000492317791134177,6,3,11,7
"299","Intel",24,0.000492317791134177,1,NA,6,17
"300","Royal",24,0.000492317791134177,2,NA,13,11
"301","T.me/deliveringliberty",24,0.000492317791134177,3,NA,30,NA
"302","Wednesday",24,0.000492317791134177,13,3,8,5
"303","aspire",24,0.000492317791134177,NA,NA,NA,24
"304","cash",24,0.000492317791134177,15,NA,7,2
"305","fake",24,0.000492317791134177,1,6,10,7
"306","government",24,0.000492317791134177,2,2,12,11
"307","into",24,0.000492317791134177,NA,8,12,4
"308","no",24,0.000492317791134177,11,NA,12,4
"309","Agency",23,0.00047180454983692,NA,14,2,7
"310","Clinton",23,0.00047180454983692,2,NA,15,8
"311","Del",23,0.00047180454983692,2,NA,9,12
"312","Documentary",23,0.00047180454983692,NA,NA,23,1
"313","Eric",23,0.00047180454983692,7,NA,19,3
"314","House",23,0.00047180454983692,1,NA,14,9
"315","Insecticide",23,0.00047180454983692,NA,NA,NA,23
"316","MSM",23,0.00047180454983692,8,NA,9,7
"317","Manchester",23,0.00047180454983692,14,1,9,NA
"318","Melbourne",23,0.00047180454983692,9,1,18,NA
"319","N",23,0.00047180454983692,3,3,9,8
"320","People",23,0.00047180454983692,6,NA,1,16
"321","Taliban",23,0.00047180454983692,4,NA,1,18
"322","Tuesday",23,0.00047180454983692,8,NA,6,10
"323","bite",23,0.00047180454983692,NA,NA,NA,23
"324","co",23,0.00047180454983692,3,2,12,7
"325","cricket",23,0.00047180454983692,NA,NA,NA,23
"326","death",23,0.00047180454983692,9,2,4,9
"327","live",23,0.00047180454983692,3,NA,10,10
"328","—A",23,0.00047180454983692,NA,NA,NA,23
"329","CBDCs",22,0.000451291308539662,19,1,2,NA
"330","Communist",22,0.000451291308539662,3,NA,15,8
"331","Court",22,0.000451291308539662,5,3,15,2
"332","Green",22,0.000451291308539662,4,3,10,8
"333","Japan",22,0.000451291308539662,NA,NA,12,10
"334","Kabul",22,0.000451291308539662,NA,NA,2,20
"335","NIH",22,0.000451291308539662,NA,NA,NA,22
"336","Network",22,0.000451291308539662,2,NA,19,3
"337","Newcastle",22,0.000451291308539662,NA,1,20,1
"338","Pietra",22,0.000451291308539662,22,NA,NA,NA
"339","Swansea",22,0.000451291308539662,22,NA,NA,NA
"340","Vlaardingerbroek",22,0.000451291308539662,1,2,NA,19
"341","crisis",22,0.000451291308539662,2,7,9,4
"342","eating",22,0.000451291308539662,2,NA,NA,20
"343","evil",22,0.000451291308539662,1,4,11,10
"344","greater",22,0.000451291308539662,3,4,18,NA
"345","insect",22,0.000451291308539662,NA,NA,1,22
"346","minds",22,0.000451291308539662,6,3,11,3
"347","sky",22,0.000451291308539662,12,1,4,5
"348","stand",22,0.000451291308539662,12,6,6,5
"349","time",22,0.000451291308539662,3,NA,9,10
"350","Canterbury",21,0.000430778067242405,18,4,11,NA
"351","Children",21,0.000430778067242405,5,NA,5,11
"352","Friday",21,0.000430778067242405,6,1,13,3
"353","GMO",21,0.000430778067242405,1,6,9,17
"354","Mastercard",21,0.000430778067242405,NA,9,14,4
"355","Middle",21,0.000430778067242405,1,NA,15,5
"356","November",21,0.000430778067242405,2,3,14,7
"357","mission",21,0.000430778067242405,9,2,9,1
"358","project",21,0.000430778067242405,4,1,18,2
"359","secret",21,0.000430778067242405,NA,NA,19,2
"360","water",21,0.000430778067242405,1,6,3,11
"361","▪️[IG",21,0.000430778067242405,9,1,8,3
"362","Arch",20,0.000410264825945148,NA,NA,20,NA
"363","Bio",20,0.000410264825945148,NA,NA,20,NA
"364","C",20,0.000410264825945148,1,1,5,13
"365","Facebook",20,0.000410264825945148,3,NA,8,10
"366","GreatRej",20,0.000410264825945148,6,4,7,3
"367","Jabbi",20,0.000410264825945148,NA,NA,20,NA
"368","Max",20,0.000410264825945148,1,1,15,3
"369","Miami",20,0.000410264825945148,NA,NA,20,NA
"370","Monday",20,0.000410264825945148,13,2,5,2
"371","Post",20,0.000410264825945148,NA,NA,12,8
"372","Society",20,0.000410264825945148,3,3,16,3
"373","eSmart",20,0.000410264825945148,NA,NA,20,NA
"374","electric",20,0.000410264825945148,2,2,15,5
"375","end",20,0.000410264825945148,6,2,9,4
"376","https://t.me/TPRlobby",20,0.000410264825945148,20,NA,4,NA
"377","meet",20,0.000410264825945148,10,NA,10,NA
"378","propaganda",20,0.000410264825945148,3,NA,3,15
"379","protest",20,0.000410264825945148,13,NA,9,NA
"380","resistance",20,0.000410264825945148,12,NA,8,2
"381","speaker",20,0.000410264825945148,6,NA,15,1
"382","system",20,0.000410264825945148,3,1,12,4
"383","▪️[Truth",20,0.000410264825945148,8,1,8,3
"384","@SGTnewsNetwork",19,0.00038975158464789,7,7,4,2
"385","Air",19,0.00038975158464789,5,NA,16,1
"386","AltSkull48",19,0.00038975158464789,1,4,7,8
"387","BBC",19,0.00038975158464789,7,NA,3,9
"388","Disney",19,0.00038975158464789,NA,NA,18,1
"389","High",19,0.00038975158464789,7,1,14,4
"390","Microchips",19,0.00038975158464789,4,NA,15,NA
"391","Mission",19,0.00038975158464789,11,NA,8,1
"392","Nazi",19,0.00038975158464789,4,NA,8,7
"393","Reset",19,0.00038975158464789,2,3,5,9
"394","Singapore",19,0.00038975158464789,NA,NA,10,9
"395","Smart",19,0.00038975158464789,1,NA,19,NA
"396","T.me/TruthExtra",19,0.00038975158464789,6,2,10,2
"397","beer",19,0.00038975158464789,NA,NA,NA,19
"398","edmonton",19,0.00038975158464789,18,NA,4,NA
"399","non",19,0.00038975158464789,1,1,9,8
"400","planet",19,0.00038975158464789,NA,6,2,12
"401","science",19,0.00038975158464789,5,1,13,1
"402","world",19,0.00038975158464789,NA,3,12,6
"403","youtube",19,0.00038975158464789,7,NA,10,2
"404","AmericanExceptionalism",18,0.000369238343350633,3,1,NA,14
"405","Andrew",18,0.000369238343350633,5,1,11,2
"406","Angelina",18,0.000369238343350633,NA,NA,NA,18
"407","Ben",18,0.000369238343350633,15,2,8,1
"408","Biourbanism",18,0.000369238343350633,NA,NA,18,NA
"409","C40",18,0.000369238343350633,12,NA,10,NA
"410","Chitin",18,0.000369238343350633,NA,NA,NA,18
"411","Corbyn",18,0.000369238343350633,6,NA,18,NA
"412","Dark",18,0.000369238343350633,NA,6,9,3
"413","Globalist",18,0.000369238343350633,3,2,9,5
"414","Grasshopper",18,0.000369238343350633,NA,NA,NA,18
"415","Hunger",18,0.000369238343350633,7,8,4,3
"416","John",18,0.000369238343350633,7,1,11,5
"417","Labour",18,0.000369238343350633,10,NA,13,NA
"418","Made",18,0.000369238343350633,NA,NA,NA,18
"419","Neom",18,0.000369238343350633,NA,NA,18,NA
"420","RealLandDownUnder",18,0.000369238343350633,10,NA,6,2
"421","Rockefeller",18,0.000369238343350633,1,1,14,3
"422","St",18,0.000369238343350633,7,NA,10,2
"423","TheGreatResetTimes",18,0.000369238343350633,1,3,8,6
"424","Water",18,0.000369238343350633,NA,4,9,13
"425","club",18,0.000369238343350633,2,NA,14,3
"426","digital",18,0.000369238343350633,2,3,15,2
"427","down",18,0.000369238343350633,2,1,9,6
"428","https://rumble.com/c/JustDudeChannel",18,0.000369238343350633,5,4,8,3
"429","ice",18,0.000369238343350633,NA,10,1,7
"430","land",18,0.000369238343350633,1,4,13,6
"431","out",18,0.000369238343350633,3,3,8,6
"432","part",18,0.000369238343350633,1,1,12,4
"433","right",18,0.000369238343350633,12,NA,7,NA
"434","society",18,0.000369238343350633,1,1,13,3
"435","war",18,0.000369238343350633,2,3,10,4
"436","5g",17,0.000348725102053375,1,1,12,3
"437","Antifa",17,0.000348725102053375,15,NA,1,1
"438","Birmingham",17,0.000348725102053375,NA,1,10,6
"439","Blood",17,0.000348725102053375,14,NA,NA,3
"440","Center",17,0.000348725102053375,5,NA,8,4
"441","Coast",17,0.000348725102053375,3,NA,16,NA
"442","Der",17,0.000348725102053375,NA,2,2,13
"443","Downey",17,0.000348725102053375,NA,NA,NA,17
"444","Drop",17,0.000348725102053375,NA,NA,NA,17
"445","Finland",17,0.000348725102053375,NA,NA,1,16
"446","Greta",17,0.000348725102053375,2,3,11,1
"447","Hemp",17,0.000348725102053375,NA,NA,NA,17
"448","Hicks",17,0.000348725102053375,15,NA,4,NA
"449","Icke",17,0.000348725102053375,5,3,6,6
"450","Times",17,0.000348725102053375,3,2,5,11
"451","Trafalgar",17,0.000348725102053375,3,NA,19,NA
"452","Victoria",17,0.000348725102053375,2,1,11,3
"453","West",17,0.000348725102053375,4,NA,6,7
"454","back",17,0.000348725102053375,8,2,8,3
"455","data",17,0.000348725102053375,1,NA,14,3
"456","games",17,0.000348725102053375,7,7,2,1
"457","gardens",17,0.000348725102053375,3,2,3,11
"458","grid",17,0.000348725102053375,3,NA,14,NA
"459","humanity",17,0.000348725102053375,1,2,7,7
"460","make",17,0.000348725102053375,8,NA,4,5
"461","musk",17,0.000348725102053375,NA,NA,15,2
"462","order",17,0.000348725102053375,3,1,9,7
"463","1984",16,0.000328211860756118,2,3,10,3
"464","@DTCChat1",16,0.000328211860756118,10,1,1,4
"465","Amazon",16,0.000328211860756118,NA,1,11,4
"466","Asia",16,0.000328211860756118,NA,NA,7,9
"467","Cars",16,0.000328211860756118,NA,2,12,6
"468","Company",16,0.000328211860756118,NA,NA,5,11
"469","Convoy",16,0.000328211860756118,NA,NA,2,14
"470","Eu",16,0.000328211860756118,1,NA,3,12
"471","Farmer",16,0.000328211860756118,1,8,1,6
"472","Hargrave",16,0.000328211860756118,16,NA,NA,NA
"473","Humans",16,0.000328211860756118,NA,NA,10,6
"474","Jan",16,0.000328211860756118,4,4,7,3
"475","Katie",16,0.000328211860756118,3,10,3,NA
"476","Krieg",16,0.000328211860756118,5,3,8,3
"477","Mars",16,0.000328211860756118,2,5,6,5
"478","Ministry",16,0.000328211860756118,NA,1,13,2
"479","Minnesota",16,0.000328211860756118,NA,NA,1,15
"480","Red",16,0.000328211860756118,NA,4,4,8
"481","RevealedEye",16,0.000328211860756118,5,1,3,7
"482","Rumbl",16,0.000328211860756118,4,3,9,1
"483","Soros",16,0.000328211860756118,1,1,3,11
"484","T.me/UnityNewsNetwork",16,0.000328211860756118,1,NA,18,NA
"485","TRANSHUMANISM",16,0.000328211860756118,2,NA,13,1
"486","Treaty",16,0.000328211860756118,9,NA,6,1
"487","U.K",16,0.000328211860756118,1,NA,10,5
"488","UNN",16,0.000328211860756118,NA,1,18,NA
"489","big",16,0.000328211860756118,2,NA,10,4
"490","community",16,0.000328211860756118,9,NA,6,1
"491","fraud",16,0.000328211860756118,1,2,12,1
"492","http://t.me/Junges_Blut",16,0.000328211860756118,5,5,8,3
"493","la",16,0.000328211860756118,4,1,4,7
"494","million",16,0.000328211860756118,3,NA,10,3
"495","q",16,0.000328211860756118,NA,1,4,11
"496","report",16,0.000328211860756118,1,2,7,6
"497","south",16,0.000328211860756118,1,4,3,9
"498","u",16,0.000328211860756118,NA,1,14,1
"499","vaccines",16,0.000328211860756118,NA,1,11,4
"500","want",16,0.000328211860756118,NA,NA,2,14
"501","Antic",15,0.000307698619458861,NA,4,11,NA
"502","Art",15,0.000307698619458861,2,NA,2,11
"503","Business",15,0.000307698619458861,2,3,6,5
"504","CDC",15,0.000307698619458861,NA,2,7,6
"505","Cardiff",15,0.000307698619458861,8,1,4,2
"506","Conference",15,0.000307698619458861,4,NA,8,7
"507","Corona",15,0.000307698619458861,NA,5,9,1
"508","Dandelion",15,0.000307698619458861,NA,NA,NA,15
"509","DeSantis",15,0.000307698619458861,NA,NA,14,1
"510","Defense",15,0.000307698619458861,5,NA,7,3
"511","Department",15,0.000307698619458861,NA,NA,6,9
"512","EFSA",15,0.000307698619458861,NA,NA,NA,15
"513","Egypt",15,0.000307698619458861,1,NA,7,7
"514","Environmental",15,0.000307698619458861,10,NA,4,3
"515","Fifteen",15,0.000307698619458861,12,NA,3,NA
"516","Hawaii",15,0.000307698619458861,NA,1,14,NA
"517","Herbalism",15,0.000307698619458861,9,3,4,NA
"518","Hidden",15,0.000307698619458861,NA,NA,4,11
"519","Hopkins",15,0.000307698619458861,3,9,3,NA
