"","lemma","n","share","fifteen_minutes","climate_lockdown","ulez","insect"
"275","t.me/Vivoterra",25,0.000482215878404444,NA,6,3,16
"276","@Corona_Reset",24,0.000462927243268266,12,5,4,4
"277","ARD",24,0.000462927243268266,1,4,1,19
"278","Baerbock",24,0.000462927243268266,NA,23,1,NA
"279","Facebook",24,0.000462927243268266,1,1,5,17
"280","GETTR",24,0.000462927243268266,2,12,3,7
"281","GVO",24,0.000462927243268266,4,3,3,24
"282","I",24,0.000462927243268266,6,3,6,9
"283","Jolie",24,0.000462927243268266,NA,NA,NA,24
"284","Kaugummi",24,0.000462927243268266,NA,NA,NA,24
"285","Kerry",24,0.000462927243268266,NA,NA,NA,24
"286","McDonald's",24,0.000462927243268266,NA,NA,NA,24
"287","Neuromodulation",24,0.000462927243268266,NA,NA,NA,24
"288","Ronny",24,0.000462927243268266,NA,NA,NA,24
"289","dein",24,0.000462927243268266,3,1,10,10
"290","genau",24,0.000462927243268266,1,6,3,16
"291","#NWO",23,0.000443638608132089,10,11,9,2
"292","ABONNIEREN",23,0.000443638608132089,4,13,NA,7
"293","Angelina",23,0.000443638608132089,NA,NA,NA,23
"294","C",23,0.000443638608132089,NA,4,9,10
"295","Co",23,0.000443638608132089,NA,5,5,13
"296","Coronialisierter",23,0.000443638608132089,14,5,7,4
"297","Credit",23,0.000443638608132089,12,4,6,4
"298","Fink",23,0.000443638608132089,22,NA,NA,1
"299","Kind",23,0.000443638608132089,NA,2,NA,21
"300","Käfer",23,0.000443638608132089,NA,NA,NA,23
"301","Musk",23,0.000443638608132089,NA,3,18,2
"302","Sachsen",23,0.000443638608132089,NA,23,NA,NA
"303","Substack",23,0.000443638608132089,8,1,5,10
"304","UNO",23,0.000443638608132089,NA,2,11,10
"305","Wood",23,0.000443638608132089,NA,NA,23,NA
"306","stark",23,0.000443638608132089,4,7,3,10
"307","wie",23,0.000443638608132089,1,9,5,8
"308","3",22,0.000424349972995911,7,8,6,5
"309","Alexander",22,0.000424349972995911,7,14,NA,1
"310","Artikel",22,0.000424349972995911,2,13,2,5
"311","Brüssel",22,0.000424349972995911,NA,2,3,17
"312","Dezember",22,0.000424349972995911,3,5,4,10
"313","Februar",22,0.000424349972995911,2,7,6,9
"314","Gesellschaft",22,0.000424349972995911,2,1,11,10
"315","Klimalockdown",22,0.000424349972995911,NA,22,NA,NA
"316","Mehlwürmern",22,0.000424349972995911,NA,NA,NA,22
"317","Mensch",22,0.000424349972995911,2,3,3,14
"318","Moskau",22,0.000424349972995911,10,8,4,1
"319","Schellack",22,0.000424349972995911,NA,NA,NA,22
"320","Ungarn",22,0.000424349972995911,1,2,10,9
"321","nein",22,0.000424349972995911,1,5,4,12
"322","Arizona",21,0.000405061337859733,2,13,5,1
"323","Bin",21,0.000405061337859733,NA,8,1,12
"324","Bleib",21,0.000405061337859733,5,5,3,10
"325","Cricket",21,0.000405061337859733,NA,NA,NA,21
"326","Greta",21,0.000405061337859733,4,5,3,9
"327","Home",21,0.000405061337859733,3,NA,18,NA
"328","ID",21,0.000405061337859733,5,3,10,4
"329","Lidl",21,0.000405061337859733,NA,NA,15,6
"330","Mehl",21,0.000405061337859733,NA,NA,NA,21
"331","Melinda",21,0.000405061337859733,NA,14,5,2
"332","Mentos",21,0.000405061337859733,NA,NA,NA,21
"333","Mittwoch",21,0.000405061337859733,1,8,2,10
"334","Nicole",21,0.000405061337859733,1,NA,1,19
"335","Noor",21,0.000405061337859733,NA,6,1,14
"336","Transformation",21,0.000405061337859733,NA,NA,21,NA
"337","Umwelt",21,0.000405061337859733,NA,1,20,NA
"338","Wird",21,0.000405061337859733,2,12,3,4
"339","You",21,0.000405061337859733,5,3,NA,13
"340","Zone",21,0.000405061337859733,6,9,2,4
"341","https://www.cricketone.asia/?fbclid=IwAR3pQh9RAGcSsGcREkjix4hZR769Fr92E9mD0S5-Aw0a1dp9E-lmF5PeB_k",21,0.000405061337859733,NA,NA,NA,21
"342","1",20,0.000385772702723555,3,14,3,4
"343","2",20,0.000385772702723555,2,7,6,7
"344","Abonnieren",20,0.000385772702723555,4,4,1,11
"345","Ahrtal",20,0.000385772702723555,2,2,19,NA
"346","Aldi",20,0.000385772702723555,NA,NA,NA,20
"347","Apeldoorn",20,0.000385772702723555,NA,NA,20,NA
"348","Arabien",20,0.000385772702723555,2,4,14,2
"349","Blackout",20,0.000385772702723555,NA,16,1,3
"350","Daily",20,0.000385772702723555,1,5,1,13
"351","Elite",20,0.000385772702723555,NA,5,7,8
"352","Eva",20,0.000385772702723555,1,NA,3,16
"353","Jr",20,0.000385772702723555,NA,6,5,9
"354","Lollobrigida",20,0.000385772702723555,NA,NA,NA,20
"355","NATO",20,0.000385772702723555,1,1,12,6
"356","Obama",20,0.000385772702723555,1,6,14,NA
"357","Schau",20,0.000385772702723555,10,4,3,3
"358","Schoko",20,0.000385772702723555,NA,NA,NA,20
"359","State",20,0.000385772702723555,2,7,3,8
"360","Technologie",20,0.000385772702723555,1,NA,19,1
"361","erst",20,0.000385772702723555,3,11,3,4
"362","tun",20,0.000385772702723555,NA,4,10,6
"363","#Aktuell",19,0.000366484067587378,2,1,10,6
"364","@Unregierbar",19,0.000366484067587378,NA,10,7,2
"365","AGENDA",19,0.000366484067587378,3,6,5,5
"366","Aspire",19,0.000366484067587378,NA,NA,NA,19
"367","Baden",19,0.000366484067587378,NA,5,6,8
"368","Cracker",19,0.000366484067587378,NA,NA,NA,19
"369","Deep",19,0.000366484067587378,2,7,4,6
"370","Engineering",19,0.000366484067587378,NA,2,16,1
"371","Fauci",19,0.000366484067587378,NA,6,5,8
"372","KRISENVORSORGE",19,0.000366484067587378,12,3,1,5
"373","Königreich",19,0.000366484067587378,6,5,4,7
"374","PDF",19,0.000366484067587378,2,4,6,8
"375","Prof.",19,0.000366484067587378,NA,12,3,4
"376","Stadt",19,0.000366484067587378,14,5,8,NA
"377","Werdet",19,0.000366484067587378,NA,10,6,3
"378","groß",19,0.000366484067587378,2,6,5,7
"379","kein",19,0.000366484067587378,1,13,NA,5
"380","Bon",18,0.0003471954324512,NA,1,NA,17
"381","Bundesregierung",18,0.0003471954324512,NA,8,10,NA
"382","Climate",18,0.0003471954324512,3,9,1,8
"383","Diese",18,0.0003471954324512,NA,1,7,10
"384","Georgia",18,0.0003471954324512,NA,4,13,1
"385","Grill",18,0.0003471954324512,NA,NA,NA,18
"386","Hatay",18,0.0003471954324512,17,NA,2,NA
"387","Herr",18,0.0003471954324512,2,7,2,7
"388","Leben",18,0.0003471954324512,4,5,5,7
"389","Microsoft",18,0.0003471954324512,NA,8,9,1
"390","Paß",18,0.0003471954324512,10,10,6,NA
"391","RESET",18,0.0003471954324512,NA,3,14,1
"392","RN",18,0.0003471954324512,NA,NA,NA,18
"393","Saudi",18,0.0003471954324512,2,3,13,2
"394","Schweizer",18,0.0003471954324512,3,8,4,5
"395","Street",18,0.0003471954324512,5,6,9,1
"396","V",18,0.0003471954324512,1,1,13,5
"397","Wirtschaftskrieg",18,0.0003471954324512,11,1,3,4
"398","Zuckerberg",18,0.0003471954324512,NA,NA,1,17
"399","deal",18,0.0003471954324512,1,10,5,3
"400","ja",18,0.0003471954324512,NA,8,NA,10
"401","light",18,0.0003471954324512,2,11,NA,5
"402","um",18,0.0003471954324512,2,3,6,8
"403","unser",18,0.0003471954324512,1,8,1,8
"404","wenn",18,0.0003471954324512,2,6,4,6
"405","✅PS",18,0.0003471954324512,5,4,NA,9
"406","-LOCKDOWN",17,0.000327906797315022,NA,17,NA,NA
"407","21",17,0.000327906797315022,1,3,13,NA
"408","Andreas",17,0.000327906797315022,1,5,5,6
"409","App",17,0.000327906797315022,4,NA,5,8
"410","BlackRock",17,0.000327906797315022,7,NA,6,4
"411","Bundesministerien",17,0.000327906797315022,1,NA,15,1
"412","CEO",17,0.000327906797315022,8,1,2,6
"413","Code",17,0.000327906797315022,8,6,4,2
"414","Dank",17,0.000327906797315022,NA,2,2,13
"415","Deutschlands",17,0.000327906797315022,1,10,2,4
"416","E904",17,0.000327906797315022,NA,NA,NA,17
"417","Ein",17,0.000327906797315022,NA,5,4,8
"418","Elon",17,0.000327906797315022,NA,1,14,2
"419","Ex",17,0.000327906797315022,NA,15,NA,2
"420","Frosch",17,0.000327906797315022,NA,NA,NA,17
"421","Graphenoxid",17,0.000327906797315022,NA,NA,NA,17
"422","Group",17,0.000327906797315022,5,5,3,9
"423","Instagram",17,0.000327906797315022,NA,1,NA,16
"424","Katar",17,0.000327906797315022,NA,1,NA,16
"425","Keksen",17,0.000327906797315022,NA,NA,NA,17
"426","Larry",17,0.000327906797315022,15,NA,1,1
"427","Medium",17,0.000327906797315022,2,8,2,5
"428","Monck",17,0.000327906797315022,NA,NA,NA,17
"429","Nur",17,0.000327906797315022,3,NA,1,13
"430","Rabbit",17,0.000327906797315022,NA,2,NA,15
"431","Rußlands",17,0.000327906797315022,2,1,12,4
"432","S",17,0.000327906797315022,2,2,7,9
"433","WWG1WGA",17,0.000327906797315022,3,3,4,7
"434","ach",17,0.000327906797315022,NA,14,NA,3
"435","city",17,0.000327906797315022,6,NA,13,NA
"436","https://t.me/CheckMateNews",17,0.000327906797315022,3,3,6,6
"437","society",17,0.000327906797315022,NA,NA,17,NA
"438","@WE_R_FREE",16,0.000308618162178844,5,NA,4,7
"439","BRICS",16,0.000308618162178844,1,13,NA,2
"440","Bargeld",16,0.000308618162178844,7,3,2,7
"441","Behörde",16,0.000308618162178844,NA,NA,NA,16
"442","CSU",16,0.000308618162178844,NA,4,2,10
"443","Co.",16,0.000308618162178844,1,2,4,9
"444","County",16,0.000308618162178844,8,11,1,2
"445","Du",16,0.000308618162178844,NA,NA,9,7
"446","FDP",16,0.000308618162178844,NA,7,2,7
"447","Gettr",16,0.000308618162178844,3,2,4,8
"448","Grüner",16,0.000308618162178844,2,7,3,4
"449","Harari",16,0.000308618162178844,5,NA,14,1
"450","Harvesting",16,0.000308618162178844,NA,NA,16,NA
"451","Infokrieg",16,0.000308618162178844,11,1,3,2
"452","Intelligenz",16,0.000308618162178844,2,NA,15,NA
"453","Jörg",16,0.000308618162178844,NA,10,1,5
"454","Kidman",16,0.000308618162178844,NA,NA,NA,16
"455","LIDL",16,0.000308618162178844,NA,NA,15,1
"456","Markus",16,0.000308618162178844,NA,7,NA,9
"457","Neom",16,0.000308618162178844,4,1,13,NA
"458","O",16,0.000308618162178844,3,2,3,8
"459","UK",16,0.000308618162178844,7,5,4,3
"460","Viruskrieg",16,0.000308618162178844,11,1,3,2
"461","Württemberg",16,0.000308618162178844,NA,5,6,5
"462","Zero",16,0.000308618162178844,12,2,7,1
"463","eur",16,0.000308618162178844,2,3,2,11
"464","http://t.me/Virus_Info",16,0.000308618162178844,11,1,3,2
"465","https://odysee.com/@CheckMateNews:a",16,0.000308618162178844,3,1,7,6
"466","https://t.me/WipperfuerthVideo",16,0.000308618162178844,2,4,13,NA
"467","lieb",16,0.000308618162178844,NA,NA,NA,16
"468","oder",16,0.000308618162178844,1,4,1,10
"469","schwarz",16,0.000308618162178844,NA,1,11,4
"470","Aluminium",15,0.000289329527042666,NA,NA,NA,15
"471","Bezos",15,0.000289329527042666,NA,NA,NA,15
"472","Chat",15,0.000289329527042666,NA,3,4,8
"473","Dutch",15,0.000289329527042666,NA,NA,NA,15
"474","Finnland",15,0.000289329527042666,NA,NA,3,12
"475","Florida",15,0.000289329527042666,2,NA,7,8
"476","Freitag",15,0.000289329527042666,NA,NA,4,11
"477","George",15,0.000289329527042666,7,6,1,1
"478","Guardian",15,0.000289329527042666,3,11,3,3
"479","Gulag",15,0.000289329527042666,8,1,7,1
"480","Indien",15,0.000289329527042666,1,10,1,3
"481","Internet",15,0.000289329527042666,1,1,11,2
"482","LOCKDOWN",15,0.000289329527042666,NA,15,NA,NA
"483","Locusta",15,0.000289329527042666,NA,NA,NA,15
"484","MSM",15,0.000289329527042666,NA,3,3,9
"485","Macron",15,0.000289329527042666,NA,13,NA,2
"486","Mitteleuropa",15,0.000289329527042666,6,7,1,7
"487","Montag",15,0.000289329527042666,1,5,2,7
"488","Müller",15,0.000289329527042666,NA,1,1,13
"489","Novel",15,0.000289329527042666,NA,NA,NA,15
"490","Oktober",15,0.000289329527042666,5,3,4,6
"491","Order",15,0.000289329527042666,NA,2,5,8
"492","PCR",15,0.000289329527042666,1,12,1,2
"493","RKI",15,0.000289329527042666,NA,12,2,1
"494","Revolution",15,0.000289329527042666,NA,NA,14,1
"495","Rom",15,0.000289329527042666,NA,1,6,8
"496","Samstag",15,0.000289329527042666,6,6,2,2
"497","Schmidt",15,0.000289329527042666,4,9,1,1
"498","Science",15,0.000289329527042666,1,1,11,2
"499","Sich",15,0.000289329527042666,1,2,2,10
